原文	填写中文
Parunga Staff	帕隆加杖
Extinction Claws	滅絕之爪
Punishment Axe	懲罰斧
Glare Axe	強光斧
Rebirth Axe	重生斧
Prism Demon Gem	棱鏡惡魔寶石
Shaman Crystal Gem	薩滿水晶寶石
Abyss Magic Gem	深淵魔法寶石
Provision Stick	補給棍
Fortune Stick	幸運棍
Infinite Stick	無限棍
Platinum Sword	白金劍
Breakthrough Sword	突破劍
Intangible Sword	無形劍
Magnetic Wand	磁力魔杖
Eye Ship Fan	眼艦扇
Emerald Fan	翡翠扇
Starlight Fan	星光扇
Stress Candy	壓力糖
Lick Candy	舔舔糖
Corn Candy	玉米糖
Crooked Candy	歪歪糖
Chubby Drum	胖鼓
Supreme Ultimate Drum	至高究極鼓
Noble Superstar Drum	高貴巨星鼓
Smiling Mask	微笑面具
Mechanical Smiling Mask	機械微笑面具
Barley Necklace	大麥項鍊
Bandage Necklace	繃帶項鍊
Peach Blossom Necklace	桃花項鍊
Agni Necklace	阿耆尼項鍊
Ancient Patterns Necklace	古代紋樣項鍊
Spell Necklace	咒語項鍊
Cycle Necklace	循環項鍊
Triangle Star	三角星
Superstar Necklace	巨星項鍊
Mushroom Rocks Necklace	蘑菇岩項鍊
Solid Detheka Mine Necklace	堅實德塞卡礦項鍊
Ancestral Rabbit Necklace	祖先兔項鍊
Kaospirite	混沌精靈
Forever Pilaf	永遠的皮拉夫
Hell Bull Ruby Ring	地獄牛紅寶石戒指
Pudding Topaz Ring	布丁黃玉戒指
Angel Wood Ring	天使木戒指
Dazzling Ring	耀眼戒指
Huge Crystal Ring	巨大水晶戒指
Emerald Ring	翡翠戒指
Jiliqila Ring	吉利奇拉戒指
Double Dazzling Ring	雙重耀眼戒指
Kiri Daikirai Ring	桐大嫌戒指
Holy Cross Ring	聖十字戒指
Double Storm Ring	雙重暴風戒指
Imperial Crystal Ring	帝國水晶戒指
Multifunctional Clay Ring	多功能黏土戒指
Cha Wu Crystal Earring	茶霧水晶耳環
Pepper Emerald Earring	辣椒翡翠耳環
Magic Crown Earring	魔法皇冠耳環
Gravity Earring	重力耳環
Ray Earring	光線耳環
Dual Element Earring	雙屬性耳環
Multifunctional Metal Earring	多功能金屬耳環
Lucky Star Earring	幸運星耳環
Courage Earring	勇氣耳環
Angry Earring	憤怒耳環
Police Scouter	警察偵察器
Kira Scouter Host	基拉偵察器主機
Small Vitality Crystal	小型活力水晶
Apple Kite Shield	蘋果風箏盾
Bio Battle Stabilizer	生化戰鬥穩定器
Intelligent Orion Propeller	智能獵戶推進器
Pure Balancer	純淨平衡器
Soul Growth Agent	靈魂成長劑
Changing Bravery Screen	變化勇氣螢幕
Super Energy Grain	超能量穀粒
Titan Monopoly	泰坦壟斷
Protective Rubber Shield	防護橡膠盾
Sniper	狙擊手
Extreme Ani Crystal	極限阿尼水晶
Penpen Reflector	企鵝反射器
Combat Intelligence	戰鬥智能
Gaia Of Limiter	蓋亞限制器
Hexagonal Shield	六角盾
St Euler's Shield	歐拉盾
Luna Energy Crystal	月神能量水晶
Protective Cover	防護罩
Continuous Gunshot	連續射擊
Omega Balance	歐米茄平衡
Extraterrestrial Switch	外星開關
Observer	觀察者
Balance of Group	群體平衡
