原文	填写中文
Network Guts Screen	網路勇氣螢幕
Storm Stabilizer	暴風穩定器
Extreme Reflector	極限反射器
Bloodstained Silk Clothing	染血絲綢服
Dark Silk Top	黑暗絲綢上裝
Grass Stained Pants	草漬下裝
Sacred Vines Top	神聖藤蔓上裝
Greenpeace Pants	綠色和平下裝
Elder Attendant Shoes	長老侍從鞋
Plain Fog Top	素霧上裝
Plain Fog Pants	素霧下裝
Plain Fog Shoes	素霧鞋
Revolution Top	革命上裝
Revolution Pants	革命下裝
Revolution Shoes	革命鞋
Black Saitan Top	黑賽坦上裝
Black Saitan Pants	黑賽坦下裝
Black Saitan Shoes	黑賽坦鞋
Mammut Tusk Top	猛獁象牙上裝
Mammut Tusk Pants	猛獁象牙下裝
Mammut Tusk Shoes	猛獁象牙鞋
Sorcerer's Top	術士上裝
Naraks Magic Pants	納拉克魔法下裝
Green Gown Top	綠袍上裝
Grassland Shoes	草原鞋
Crimson Tunic	深紅外衣
Crimson Pants	深紅下裝
Crimson Shoes	深紅鞋
Harrin Short Top	哈林短上裝
Harrin Short Pants	哈林短下裝
Harrin Short Shoes	哈林短鞋
Sacred Vines Shoes	神聖藤蔓鞋
Exquisite Detheka Mine Pants	精緻德塞卡礦下裝
Concentrated Detheka Mine Pants	濃縮德塞卡礦下裝
Ore Shoes	礦石鞋
Green Jewel Top	綠寶石上裝
Narak Ki Pants	納拉克氣下裝
Alien Monster Shoes	外星怪物鞋
Evil Mage Top	邪惡法師上裝
Galaxy Nomads Top	銀河遊牧上裝
Dark Matter Pants	暗物質下裝
Alien Monster Horn Shoes	外星怪物角鞋
Concentrated Kiri Pants	濃縮桐下裝
Broken Hero Shoes	破損英雄鞋
Leo Diamond Pants	獅鑽石下裝
Ruberto Top	魯貝托上裝
Ruberto Pants	魯貝托下裝
Ruberto Shoes	魯貝托鞋
Sexy Cute Pants	性感可愛下裝
Smooth Silk Top	柔順絲綢上裝
CC Diving Top	CC 潛水上裝
CC Diving Pants	CC 潛水下裝
CC Senior Diving Gear	CC 高級潛水裝
CC Senior Diving Pants	CC 高級潛水下裝
Amethyst Pants	紫水晶下裝
Sunrise Shoes	日出鞋
Famous Swordsman Coat	名劍客外套
Robber Hunter Shoes	盜賊獵人鞋
Aliens Combat Top	外星人戰鬥上裝
Aliens Combat Pants	外星人戰鬥下裝
Aliens Combat Shoes	外星人戰鬥鞋
Fencer Top	劍手上裝
Metal Plate Pants	金屬板下裝
CC Bulletproof Top	CC 防彈上裝
CC Bulletproof Pants	CC 防彈下裝
CC Bulletproof Shoes	CC 防彈鞋
Samurai Top	武士上裝
Purga-Manager Pants	淨化管理員下裝
Baneslayer Shoes	禍害殺手鞋
Frazzle Hero Ankle Shoes	疲憊英雄踝鞋
Fox Ruby Pants	狐紅寶石下裝
Branic Top	布拉尼克上裝
Branic Pants	布拉尼克下裝
Branic Shoes	布拉尼克鞋
Cool Hot Pants	酷熱下裝
Blue Tsunami Shoes	藍色海嘯鞋
Expelling-Evil Pants	驅邪下裝
Hell Fire Ki Pants	地獄火氣下裝
Monster Dermis Shoes	怪物真皮鞋
Redflame Top	紅焰上裝
Blood Dyed Devil Top	染血惡魔上裝
Celestial Warrior Shoes	天界戰士鞋
Huge Mushroom Woollen Pants	巨大蘑菇毛織下裝
Lion King Top	獅王上裝
Huge Mushroom Pants	巨大蘑菇下裝
Celestial Practitioner Shoes	天界修行者鞋
Turtle Hermit Beginners Top	龜仙人初學者上裝
Turtle Hermit Beginners Pants	龜仙人初學者下裝
Turtle Hermit Beginners Shoes	龜仙人初學者鞋
Crane Hermit Beginners Top	鶴仙人初學者上裝
