原文	填写中文
Super Dragon Wave Suit (Top) EX	超龍波動套裝（上衣）EX
Super Dragon Wave Suit (Shoes) EX	超龍波動套裝（鞋子）EX
Super Dragon Wave Suit (Pants) EX	超龍波動套裝（下裝）EX
Super Dragon Gladiator Clothes (Top) EX	超龍角鬥士服裝（上衣）EX
Super Dragon Every Day Clothes (Top)	超龍日常服裝（上衣）
Super Dragon Every Day Clothes (Top) EX	超龍日常服裝（上衣）EX
Super Dragon Every Day Clothes (Shoes)	超龍日常服裝（鞋子）
Super Dragon Every Day Clothes (Pants)	超龍日常服裝（下裝）
God Dragon Every Day Clothes (Top)	神龍日常服裝（上衣）
God Dragon Every Day Clothes (Top) EX	神龍日常服裝（上衣）EX
God Dragon Every Day Clothes (Shoes)	神龍日常服裝（鞋子）
God Dragon Every Day Clothes (Shoes) EX	神龍日常服裝（鞋子）EX
God Dragon Every Day Clothes (Pants)	神龍日常服裝（下裝）
God Dragon Every Day Clothes (Pants) EX	神龍日常服裝（下裝）EX
Dragon Sword Fighting Suit (Top) EX	龍劍戰鬥套裝（上衣）EX
Dragon Sword Fighting Suit (Shoes) EX	龍劍戰鬥套裝（鞋子）EX
Dragon Sword Fighting Suit (Pants) EX	龍劍戰鬥套裝（下裝）EX
Dragon Law Wave Suit (Top) EX	龍律波動套裝（上衣）EX
Dragon Law Wave Suit (Shoes) EX	龍律波動套裝（鞋子）EX
Dragon Law Wave Suit (Pants) EX	龍律波動套裝（下裝）EX
Dragon Law Every Day Clothes (Top)	龍律日常服裝（上衣）
Dragon Law Every Day Clothes (Top) EX	龍律日常服裝（上衣）EX
Dragon Law Every Day Clothes (Shoes)	龍律日常服裝（鞋子）
Dragon Law Every Day Clothes (Shoes) EX	龍律日常服裝（鞋子）EX
Dragon Law Every Day Clothes (Pants)	龍律日常服裝（下裝）
Dragon Law Every Day Clothes (Pants) EX	龍律日常服裝（下裝）EX
Dragon Law Turtle Clothes (Top) EX	龍律龜服裝（上衣）EX
Dragon Law Turtle Clothes (Shoes) EX	龍律龜服裝（鞋子）EX
Dragon Law Turtle Clothes (Pants) EX	龍律龜服裝（下裝）EX
Dragon Law Crane Clothes (Top) EX	龍律鶴服裝（上衣）EX
Dragon Law Crane Clothes (Shoes) EX	龍律鶴服裝（鞋子）EX
Dragon Law Crane Clothes (Pants) EX	龍律鶴服裝（下裝）EX
[Synthesis] Scaled Dragon Suit (Top) EX	［合成］鱗片龍套裝（上衣）EX
[Synthesis] Magic Dragon Suit (Top) EX	［合成］魔法龍套裝（上衣）EX
[Synthesis] Magic Dragon Suit (Shoes) EX	［合成］魔法龍套裝（鞋子）EX
[Synthesis] Magic Dragon Suit (Pants) EX	［合成］魔法龍套裝（下裝）EX
[Synthesis] Korin Spirit Suit (Top) EX	［合成］花梨精靈套裝（上衣）EX
[Synthesis] Korin Spirit Suit (Shoes) EX	［合成］花梨精靈套裝（鞋子）EX
[Synthesis] Korin Spirit Suit (Pants) EX	［合成］花梨精靈套裝（下裝）EX
[Synthesis] Dragon Bird Gear (Top) EX	［合成］龍鳥裝備（上衣）EX
[Synthesis] Dragon Bird Gear (Shoes) EX	［合成］龍鳥裝備（鞋子）EX
[Synthesis] Dragon Bird Gear (Pants) EX	［合成］龍鳥裝備（下裝）EX
[Synthesis] Blue Magic Dragon (Top) EX	［合成］藍色魔法龍（上衣）EX
[Synthesis] Blue Magic Dragon (Shoes) EX	［合成］藍色魔法龍（鞋子）EX
[Synthesis] Blue Magic Dragon (Pants) EX	［合成］藍色魔法龍（下裝）EX
[Recipe] Scaled Dragon Suit (Top) EX	［配方］鱗片龍套裝（上衣）EX
[Recipe] Scaled Dragon Suit (Shoes) EX	［配方］鱗片龍套裝（鞋子）EX
[Recipe] Scaled Dragon Suit (Pants) EX	［配方］鱗片龍套裝（下裝）EX
Click to Receive 50x Lv85 Armor Stones.	點擊領取 50× Lv85 防具強化石。
Advanced Armor Upgrade Stone U55 [5x]	進階防具強化石 U55［5×］
Advanced Armor Upgrade Stone U55 [3x]	進階防具強化石 U55［3×］
Advanced Armor Upgrade Stone U55 [10x]	進階防具強化石 U55［10×］
Advanced Armor Upgrade Stone U53 [5x]	進階防具強化石 U53［5×］
Advanced Armor Upgrade Stone U53 [3x]	進階防具強化石 U53［3×］
Advanced Armor Upgrade Stone U53 [10x]	進階防具強化石 U53［10×］
Advanced Armor Upgrade Stone U50 [5x]	進階防具強化石 U50［5×］
Alternate Rising Dragon Earring TYPE-A	替代昇龍耳環 TYPE-A
Alternate Rising Dragon Earring TYPE-B	替代昇龍耳環 TYPE-B
CCBD 175 Top Recipe (Physical-Namek)	CCBD 175 上衣配方（物理－那美克）
CCBD 175 Top Recipe (Energy-Namek)	CCBD 175 上衣配方（能量－那美克）
CCBD 175 Pants Recipe (Physical-Namek)	CCBD 175 下裝配方（物理－那美克）
CCBD 175 Pants Recipe (Energy-Namek)	CCBD 175 下裝配方（能量－那美克）
CCBD 150 Top Recipe (Physical-Namek)	CCBD 150 上衣配方（物理－那美克）
CCBD 150 Top Recipe (Energy-Namek)	CCBD 150 上衣配方（能量－那美克）
CCBD 150 Pants Recipe (Physical-Namek)	CCBD 150 下裝配方（物理－那美克）
CCBD 150 Pants Recipe (Energy-Namek)	CCBD 150 下裝配方（能量－那美克）
