原文	填写中文
Warrior Capsule Box	戰士膠囊禮包
Mighty Majin Capsule Box	強力魔人膠囊禮包
Martial Arts Capsule Box	武道膠囊禮包
White Dragon Suit (Top)	白龍套裝（上衣）
White Dragon Suit (Pants)	白龍套裝（下裝）
White Dragon Suit (Shoes)	白龍套裝（鞋子）
White Tiger Gauntlets	白虎護手
Wild Boar Gloves	野豬手套
Wind Spirit Clothes (Top)	風之精靈服（上衣）
Wind Spirit Clothes (Pants)	風之精靈服（下裝）
Wind Spirit Clothes (Shoes)	風之精靈服（鞋子）
Wind of War Armor (Pants)	戰風鎧甲（下裝）
Wind of War Armor (Shoes)	戰風鎧甲（鞋子）
Wind of War Armor (Top)	戰風鎧甲（上衣）
Wonder Majin Clothes (Top)	意魔人服裝（上衣）
Wonder Majin Clothes (Pants)	意魔人服裝（下裝）
Wonder Majin Clothes (Shoes)	意魔人服裝（鞋子）
Wooden Training Staff	木製訓練杖
World Tournament Ticket	天下第一武道會入場券
Wukong Training Clothes (Top)	悟空訓練服（上衣）
Wukong Training Clothes (Pants)	悟空訓練服（下裝）
Wukong Training Clothes (Shoes)	悟空訓練服（鞋子）
Veteran Martial Arts Clothes (Top)	老練武道服（上衣）
Veteran Martial Arts Clothes (Pants)	老練武道服（下裝）
Veteran Martial Arts Clothes (Shoes)	老練武道服（鞋子）
Violet Crystal Ring	紫水晶戒指
Violet Crystal Earring	紫水晶耳環
Violet Crystal Necklace	紫水晶項鍊
Ultimate Era of Magic TYPE-A	究極魔法時代 TYPE-A
Ultimate Era of Magic TYPE-C	究極魔法時代 TYPE-C
Ultimate Era of Evil TYPE-B	究極邪惡時代 TYPE-B
Ultra-Soft Magic Clothes (Top)	超柔軟魔法服裝（上衣）
Ultra-Soft Magic Clothes (Pants)	超柔軟魔法服裝（下裝）
Ultra-Soft Magic Clothes (Shoes)	超柔軟魔法服裝（鞋子）
Ultra-Conventional Battle Suit (Top)	超常規戰鬥套裝（上衣）
Ultra-Conventional Battle Suit (Pants)	超常規戰鬥套裝（下裝）
Ultra-Conventional Battle Suit (Shoes)	超常規戰鬥套裝（鞋子）
Turtle Hermit Uniform (Top)	龜仙人制服（上衣）
Turtle Hermit Uniform (Pants)	龜仙人制服（下裝）
Turtle Hermit Uniform (Shoes)	龜仙人制服（鞋子）
Training Dummy Ticket	訓練假人券
Time Machine Quest Ticket	時光機任務券
Thunder Gauntlets	雷電護手
Thunder Gloves	雷電手套
