原文	填写中文
Pleasant Wind Necklace R [Lv21]	爽風項鍊 R［Lv21］
Pleasant Wind Necklace R [Lv26]	爽風項鍊 R［Lv26］
Pleasant Wind Necklace R [Lv30]	爽風項鍊 R［Lv30］
Pleasant Wind Necklace R [Lv34]	爽風項鍊 R［Lv34］
Pleasant Wind Necklace R [Lv38]	爽風項鍊 R［Lv38］
Pleasant Wind Necklace R [Lv42]	爽風項鍊 R［Lv42］
Pleasant Wind Necklace R [Lv46]	爽風項鍊 R［Lv46］
Pleasant Wind Necklace R [Lv50]	爽風項鍊 R［Lv50］
Spiral Necklace R	螺旋項鍊 R
Spiral Necklace R [Lv21]	螺旋項鍊 R［Lv21］
Spiral Necklace R [Lv26]	螺旋項鍊 R［Lv26］
Spiral Necklace R [Lv30]	螺旋項鍊 R［Lv30］
Spiral Necklace R [Lv34]	螺旋項鍊 R［Lv34］
Spiral Necklace R [Lv38]	螺旋項鍊 R［Lv38］
Spiral Necklace R [Lv42]	螺旋項鍊 R［Lv42］
Spiral Necklace R [Lv46]	螺旋項鍊 R［Lv46］
Spiral Necklace R [Lv50]	螺旋項鍊 R［Lv50］
Gold Bell Necklace R	金鈴項鍊 R
Gold Bell Necklace R [Lv21]	金鈴項鍊 R［Lv21］
Gold Bell Necklace R [Lv26]	金鈴項鍊 R［Lv26］
Gold Bell Necklace R [Lv30]	金鈴項鍊 R［Lv30］
Gold Bell Necklace R [Lv34]	金鈴項鍊 R［Lv34］
Gold Bell Necklace R [Lv38]	金鈴項鍊 R［Lv38］
Gold Bell Necklace R [Lv42]	金鈴項鍊 R［Lv42］
Gold Bell Necklace R [Lv46]	金鈴項鍊 R［Lv46］
Gold Bell Necklace R [Lv50]	金鈴項鍊 R［Lv50］
Amber Ring R [Lv21]	琥珀戒指 R［Lv21］
Amber Ring R [Lv26]	琥珀戒指 R［Lv26］
Amber Ring R [Lv30]	琥珀戒指 R［Lv30］
Amber Ring R [Lv34]	琥珀戒指 R［Lv34］
Amber Ring R [Lv38]	琥珀戒指 R［Lv38］
Amber Ring R [Lv42]	琥珀戒指 R［Lv42］
Amber Ring R [Lv46]	琥珀戒指 R［Lv46］
Amber Ring R [Lv50]	琥珀戒指 R［Lv50］
Double Ring R [Lv21]	雙連戒指 R［Lv21］
Double Ring R [Lv26]	雙連戒指 R［Lv26］
Double Ring R [Lv30]	雙連戒指 R［Lv30］
Double Ring R [Lv34]	雙連戒指 R［Lv34］
Double Ring R [Lv38]	雙連戒指 R［Lv38］
Double Ring R [Lv42]	雙連戒指 R［Lv42］
Double Ring R [Lv46]	雙連戒指 R［Lv46］
Double Ring R [Lv50]	雙連戒指 R［Lv50］
Ancient Ring R [Lv21]	古代戒指 R［Lv21］
Ancient Ring R [Lv26]	古代戒指 R［Lv26］
Ancient Ring R [Lv30]	古代戒指 R［Lv30］
Ancient Ring R [Lv34]	古代戒指 R［Lv34］
Ancient Ring R [Lv38]	古代戒指 R［Lv38］
Ancient Ring R [Lv42]	古代戒指 R［Lv42］
Ancient Ring R [Lv46]	古代戒指 R［Lv46］
Ancient Ring R [Lv50]	古代戒指 R［Lv50］
Prosperity Ring R	繁榮戒指 R
Prosperity Ring R [Lv21]	繁榮戒指 R［Lv21］
Prosperity Ring R [Lv26]	繁榮戒指 R［Lv26］
Prosperity Ring R [Lv30]	繁榮戒指 R［Lv30］
Prosperity Ring R [Lv34]	繁榮戒指 R［Lv34］
Prosperity Ring R [Lv38]	繁榮戒指 R［Lv38］
Prosperity Ring R [Lv42]	繁榮戒指 R［Lv42］
Prosperity Ring R [Lv46]	繁榮戒指 R［Lv46］
Prosperity Ring R [Lv50]	繁榮戒指 R［Lv50］
Prosperity Ring R [Lv53]	繁榮戒指 R［Lv53］
Prosperity Ring R [Lv55]	繁榮戒指 R［Lv55］
Assumption Earring R	假設耳環 R
Assumption Earring R [Lv21]	假設耳環 R［Lv21］
Assumption Earring R [Lv26]	假設耳環 R［Lv26］
Assumption Earring R [Lv30]	假設耳環 R［Lv30］
Assumption Earring R [Lv34]	假設耳環 R［Lv34］
Assumption Earring R [Lv38]	假設耳環 R［Lv38］
Assumption Earring R [Lv42]	假設耳環 R［Lv42］
Assumption Earring R [Lv46]	假設耳環 R［Lv46］
Assumption Earring R [Lv50]	假設耳環 R［Lv50］
God Earring R	神之耳環 R
God Earring R [Lv21]	神之耳環 R［Lv21］
God Earring R [Lv26]	神之耳環 R［Lv26］
God Earring R [Lv30]	神之耳環 R［Lv30］
God Earring R [Lv34]	神之耳環 R［Lv34］
God Earring R [Lv38]	神之耳環 R［Lv38］
God Earring R [Lv42]	神之耳環 R［Lv42］
God Earring R [Lv46]	神之耳環 R［Lv46］
God Earring R [Lv50]	神之耳環 R［Lv50］
Crystal Replica Earring R	水晶複製品耳環 R
Crystal Replica Earring R [Lv21]	水晶複製品耳環 R［Lv21］
Crystal Replica Earring R [Lv26]	水晶複製品耳環 R［Lv26］
Crystal Replica Earring R [Lv30]	水晶複製品耳環 R［Lv30］
Crystal Replica Earring R [Lv34]	水晶複製品耳環 R［Lv34］
Crystal Replica Earring R [Lv38]	水晶複製品耳環 R［Lv38］
Crystal Replica Earring R [Lv42]	水晶複製品耳環 R［Lv42］
Crystal Replica Earring R [Lv46]	水晶複製品耳環 R［Lv46］
Crystal Replica Earring R [Lv50]	水晶複製品耳環 R［Lv50］
