原文	填写中文
Benjamin Tennyson Outfit	班·坦尼森服裝
Beep Lili Trumpet	嗶哩哩小號
Beach Piccolo LV1	海灘短笛 LV1
Baylor Monkey	貝勒猴
Bartender Outfit	調酒師服裝
Bardock Saiyan Outfit (Father of Goku Movie)	巴達克賽亞服裝（悟空之父電影）
Bardock Pet (Without Headband)	巴達克寵物（無頭帶）
Bala Trumpet	巴拉小號
Bakka Weapon	巴卡武器
Baked Korin Forest's Magical Walnut.	烤花梨森林魔法核桃。
Badman Vegeta Outfit	Badman 貝吉塔服裝
Baby(Vegeta Absorved)	貝比（吸收貝吉塔）
Baby Goku Space Pod	小悟空太空艙
Baby Goku	小悟空
Azusa Tree Petal	梓樹花瓣
Azusa Fiber Clothes	梓樹纖維服裝
Ayanami Suit	綾波套裝
Awakening Wave Suit (Top) EX	覺醒波套裝（上衣）EX
Awakening Wave Suit (Shoes) EX	覺醒波套裝（鞋子）EX
Awakening Wave Suit (Pants) EX	覺醒波套裝（下裝）EX
Awakened Namekian Power	覺醒的那美克之力
Autumn Wonder Majin Clothes	秋季意魔人服裝
Auto Stone Pick Up (Level 3)	自動撿石（等級 3）
Auto Stone Pick Up (Level 2)	自動撿石（等級 2）
Auto Stone Pick Up (Level 1)	自動撿石（等級 1）
Attractive Dragon	迷人的龍
Athena's Capsule Lv40 (CC200 Reward)	雅典娜膠囊 Lv40（CC200 獎勵）
Athena's Capsule Lv39 (CC195 Reward)	雅典娜膠囊 Lv39（CC195 獎勵）
Athena's Capsule Lv38 (CC190 Reward)	雅典娜膠囊 Lv38（CC190 獎勵）
Athena's Capsule Lv37 (CC185 Reward)	雅典娜膠囊 Lv37（CC185 獎勵）
Athena's Capsule Lv36 (CC180 Reward)	雅典娜膠囊 Lv36（CC180 獎勵）
Asuka Suit	明日香套裝
Asterisk Trumpet EX	星號小號 EX
Asterisk Trumpet	星號小號
Arrogant Rabbit Boss Set Capsule	傲慢兔老大套裝膠囊
Arrogant Rabbit Boss Kit Capsule	傲慢兔老大套組膠囊
Arrogant Rabbit Boss Clothes	傲慢兔老大服裝
Arrogant Rabbit Boss Capsule	傲慢兔老大膠囊
Armed Blue Dragon	武裝藍龍
Arise, Shenron!!	出來吧，神龍！！
Arch Dragon	拱龍
Ape Set Capsule	猿套裝膠囊
Angry Red T-Rex Dragon	憤怒紅暴龍
Android 19 Outfit Instructions	人造人 19 號服裝說明
Android 18 Cow-Girl Outfit	人造人 18 號女牛仔服裝
