原文	填写中文
Insect Brisket	昆蟲胸肉
Smoked Leo-Wing	燻獅翼
Grilled Mole Cricket	烤螻蛄
Ginseng Chicken Soup	人參雞湯
Cranberry Juice	蔓越莓汁
Fruit Pop	水果汽泡
Peach Juice	桃汁
Red Bean Pop	紅豆汽泡
Cold Noodles	涼麵
Disciple's Crystalline Symbol S	弟子結晶符印 S
Disciple's Crystalline Symbol M	弟子結晶符印 M
Disciple's Crystalline Symbol L	弟子結晶符印 L
Disciple's Crystal Symbol	弟子水晶符印
Cooperation Symbol S	協力符印 S
Cooperation Symbol M	協力符印 M
Cooperation Symbol L	協力符印 L
Cooperation Symbol X	協力符印 X
Cooperation Symbol XL	協力符印 XL
Crystal Cooperation Symbol S	水晶協力符印 S
Crystal Cooperation Symbol	水晶協力符印
Crystal Cooperation Symbol L	水晶協力符印 L
Cool Ice Stele S	冷冰石碑 S
Cool Ice Stele M	冷冰石碑 M
Cool Ice Stele L	冷冰石碑 L
Cool Ice Stele X	冷冰石碑 X
Cool Ice Stele XL	冷冰石碑 XL
Ice Crystla Stele S	冰晶石碑 S
Ice Crystla Stele M	冰晶石碑 M
Ice Crystla Stele L	冰晶石碑 L
Ice Crystla Stele	冰晶石碑
Enriched Franium 1	濃縮弗拉尼姆 1
Enriched Franium 2	濃縮弗拉尼姆 2
Enriched Franium 3	濃縮弗拉尼姆 3
Enriched Franium 4	濃縮弗拉尼姆 4
Enriched Franium 5	濃縮弗拉尼姆 5
Enriched Franium 6	濃縮弗拉尼姆 6
Enriched Franium 7	濃縮弗拉尼姆 7
Mental Discipline Card	精神鍛鍊卡
Magic Powder	魔法粉末
Shining Glass Bead	閃耀玻璃珠
Basic Warehouse	基本倉庫
Additional Warehouse	追加倉庫
Additional Warehouse 1	追加倉庫 1
Additional Warehouse 2	追加倉庫 2
Bumpy Mitts	凹凸手套
Stanch Leather Mitts	止血皮手套
Fat Mitts	厚實手套
Pimpin Gloves	花俏手套
Copper Gauntlets of Razzu	拉祖銅護手
Leather Gloves of Razzu	拉祖皮手套
Kapakapa's Working Gloves	卡帕卡帕工作手套
Power Police Mitts	強力警察手套
Bull Mitts	公牛手套
Sand Mitts	沙手套
Metal Police Gloves	金屬警察手套
Craft Gloves	工藝手套
Pride Police Mitts	驕傲警察手套
Mole Cricket Teeth Mitts	螻蛄牙手套
Gentle Police Gloves	溫和警察手套
Bear Mitts	熊手套
Crape Mitts	縐紗手套
Saibaman Mitts	栽培人手套
Eagle Gloves	鷹手套
Cream Omelette Gloves	奶油蛋捲手套
Multiple Use Gloves	多用途手套
Relief Mitts	救濟手套
Darik Old Mitts	達里克舊手套
Darik Hard Gloves	達里克硬手套
Moon Mitts	月手套
Star Mitts	星手套
Combat Mitts	戰鬥手套
Mochi Gloves	麻糬手套
Crazy Gloves	瘋狂手套
Crazy Bracers	瘋狂護腕
Crimson Gloves	深紅手套
Crimson Bracers	深紅護腕
Hell Mitts	地獄手套
Emerald Bracers	翡翠護腕
Destroy Mitts	破壞手套
Peaceful Bracers	和平護腕
Sage Bracers	賢者護腕
Flash Staff	閃光杖
Lightning Eagle Staff	雷鷹杖
Brownie Staff	布朗尼杖
Special Impact Staff	特殊衝擊杖
Secret Fantasy Staff	秘密幻想杖
Hard Staff	堅硬杖
Shaman Staff	薩滿杖
Polaris Staff	北極星杖
Prosperity Staff	繁榮杖
