原文	填写中文
Trunks	特南克斯
Trunks Human	特南克斯（人類）
Trunks Namek	特南克斯（那美克）
Trunks Majin	特南克斯（魔人）
Fat Vegeta	胖達爾
5Krllin	克林
Gamble Test01	賭博測試 01
Gamble Test03	賭博測試 03
Gamble Test04	賭博測試 04
Gamble Test05	賭博測試 05
2TOWA Makai	托瓦魔界
Mascot Capsule	吉祥物膠囊
Founder Zero	創始人 Zero
Founder Zero V2	創始人 Zero V2
NEW Turn	新回合
Come Back To DBO	重返 DBO
Head to the Fort Entrance of Yahoi West	前往雅荷西堡壘入口
Head to Westland.	前往西之國。
Head to Yahoi East.	前往雅荷東部。
[br]1. Piccolo	[br]1. 比克
Rumors	傳聞
Inferior Bat	劣等蝙蝠
Pan-PU Assassination Squad	潘－普暗殺小隊
Rat Man.	鼠人。
Budokai Reward	武道會獎勵
LV UP 30!	升級 30！
Boost Event Box	加成活動禮包
Go to Nameless Planet	前往無名星球
Back to West City	返回西都
To Age 1000!	前往 Age 1000！
Current Situation	現況
To the Kami's Lookout	前往天神殿
The Beginning of the Story	故事的開端
Bulma's Capsule House	布瑪的膠囊屋
Kame's House	龜仙屋
Yamcha Desert	亞姆查沙漠
Serum of Youth	青春血清
Dirty Magazine	下流雜誌
CC Stadium	CC 競技場
Ribbon Army	緞帶軍團
Devil's Sewer	惡魔下水道
Wonder Transformation	奇蹟變身
Mighty Transformation	強力變身
Instant Transmission Lv1	瞬間移動 Lv1
Instant Transmission Lv2	瞬間移動 Lv2
Instant Transmission Lv3	瞬間移動 Lv3
Instant Transmission Lv4	瞬間移動 Lv4
Warrior Transformation	戰士變身
Orange Muscle Warrior	橙色肌肉戰士
Majin Boo	魔人布歐
TAO PAI PAI	桃白白
Ozaru Brolly	大猿布羅利
Ozaru Baby	大猿貝比
General RED	紅色總帥
Pet Symbiosis	寵物共生
Pet Absorption	寵物吸收
Darkwarrior	黑暗戰士
Spirit Bond	精神連結
Vampa Beetle	バンパ甲蟲
Single Moro	單人莫羅
Brun Moro	燃燒莫羅
Daima SS4 Martial	大魔 SS4 武道
Understood.	明白了。
Thanks.	謝謝。
However...	但是……
Hahaha!	哈哈哈！
Hehehe.	呵呵呵。
Hey! You!	嘿！你！
Gotcha!	逮到你了！
Wahahaha!	哇哈哈哈！
Sheesh...	唉……
Hohoho...	呵呵呵……
Rampage	暴走
Nukegaland	ヌケガランド
Plundering Bat	掠奪蝙蝠
Director Ambassador	所長大使
