原文	填写中文
Crane Hermit Beginners Pants	鶴仙人初學者下裝
Crane Hermit Beginners Shoes	鶴仙人初學者鞋
Bright Immortal Top	光明仙人上裝
Justice Guardian Pants	正義守護者下裝
Seekers Pacing Shoes	探求者踱步鞋
Dynasties Ancestor Top	王朝祖先上裝
Crystal Cotton Pants	水晶棉下裝
Gotaido's Shoes	五大道鞋
Poseidon Shoes	波塞冬鞋
Bird Pants	鳥下裝
Soft Traveling Shoes	柔軟旅行鞋
Smooth Velvet Devil Pants	柔順天鵝絨惡魔下裝
Inferior Kiri Top	劣等桐上裝
CC Professional Magic Top	CC 專業魔法上裝
Super Capusle Magic Pants	超膠囊魔法下裝
Nature Loose Magic Pants	自然寬鬆魔法下裝
Bursting Hot Choco Shoes	爆熱巧克力鞋
Slippery Magic Top	光滑魔法上裝
Slippery Magic Pants	光滑魔法下裝
Slippery Magic Shoes	光滑魔法鞋
Natural Magic Top	自然魔法上裝
Natural Magic Pants	自然魔法下裝
Natural Magic Shoes	自然魔法鞋
Summer Magic Top	夏日魔法上裝
Summer Magic Pants	夏日魔法下裝
Bacl Magic Top	巴克魔法上裝
Romantic Pants	浪漫下裝
Glittering Shoes	閃爍鞋
Amazing Chef's Magic Top	驚奇廚師魔法上裝
Hidden Wire Magic Pants	隱藏電線魔法下裝
Orange Rubber Shoes	橙色橡膠鞋
Gorgeous Performing Top	華麗表演上裝
Elastic Curved Magic Pants	彈性曲線魔法下裝
Crocker Majin Pants	克羅克魔人下裝
Shiny Star Shoes	閃亮星鞋
Masters Magic Top	大師魔法上裝
Masters Magic Pants	大師魔法下裝
Masters Magic Shoes	大師魔法鞋
Cute Majin Top	可愛魔人上裝
Cute Majin Pants	可愛魔人下裝
Cute Majin Shoes	可愛魔人鞋
Raggy Top	破爛上裝
Air Magic Shoes	空氣魔法鞋
CC Model Magic Cloth	CC 模特魔法布
Dance Magic Top	舞蹈魔法上裝
Fritters Magic Pants	油炸物魔法下裝
Minor Walking Shoes	次要步行鞋
Mira Spell Top	米拉咒語上裝
Temporary	臨時
Romantic Starlight Magic Top	浪漫星光魔法上裝
Quartz Magic Pants	石英魔法下裝
Go-Go Magic Pants	Go-Go 魔法下裝
Tempting Charm Shoes	誘惑魅力鞋
Funky Magic Top	放克魔法上裝
Scattered Crazy Magic Pants	散亂瘋狂魔法下裝
Deer Skin Shoes	鹿皮鞋
Hey Hey! Magic Coat	嘿嘿！魔法外套
Shiny Green Magic Pants	閃亮綠魔法下裝
Lulu's Cheerleader Shoes	露露啦啦隊鞋
Emerald Magic Top	翡翠魔法上裝
Emerald Magic Pants	翡翠魔法下裝
Emerald Magic Shoes	翡翠魔法鞋
Fresh Magic Top	清新魔法上裝
Fresh Magic Pants	清新魔法下裝
Hip Magic Top	嘻哈魔法上裝
Hip Magic Pants	嘻哈魔法下裝
Hip Magic Shoes	嘻哈魔法鞋
Elegant Noble Magic Top	優雅貴族魔法上裝
Sassy Silk Magic Pants	俏皮絲綢魔法下裝
Ladies Love Shoes	淑女愛鞋
Looming Magic Pants	隱現魔法下裝
Dark Psychedelic Shoes	黑暗迷幻鞋
Dim Magic Pants	昏暗魔法下裝
Bright Shiny Shoes	明亮閃亮鞋
Asura Majin Pants	阿修羅魔人下裝
Raging Steel Magic Shoes	狂怒鋼鐵魔法鞋
Happy Autumn Magic Top	快樂秋天魔法上裝
Happy Autumn Magic Pants	快樂秋天魔法下裝
Happy Autumn Magic Shoes	快樂秋天魔法鞋
Bright Magic Top	明亮魔法上裝
Bright Magic Shoes	明亮魔法鞋
Murasaki Ninja Dogi	紫忍者道服
Future Trunks Gi	未來特南克斯武道服
Turtle Shell Type A	龜殼 Type-A
Turtle Shell Type B	龜殼 Type-B
Turtle Shell Type C	龜殼 Type-C
Tuxedo Type A	燕尾服 Type-A
Tuxedo Type B	燕尾服 Type-B
Red Dress	紅禮服
Angel Wings Type A	天使翼 Type-A
