原文	填写中文
Limited West Tower Stick R	限定西塔棍 R
Outstretched Staff	伸展杖
Hail the Stick R	歡呼棍 R
God Oracle Iron Gun R	神諭鐵槍 R
God Claws	神爪
Confucius Claws R	孔子爪 R
Carved Claws	雕刻爪
God Oracle Axe R	神諭斧 R
God Oracle Crystal Gem R	神諭水晶寶石 R
Holy God Stick R	聖神棍 R
Ideal Stick	理想棍
Cool Stick R	酷棍 R
Excalibur R	石中劍 R
Serrated Sword	鋸齒劍
God Oracle Wand R	神諭魔杖 R
Military Day Wand	軍日魔杖
Big Mic	大麥克風
Basho Fan	芭蕉扇
Small Heat Fan	小熱扇
God Cannon R	神砲 R
Giant Tank R	巨型坦克 R
Phone R	電話 R
Magic Wok	魔法炒鍋
Assault Spoon R	突擊湯匙 R
God Drum R	神鼓 R
Turbulence Drum R	亂流鼓 R
Communication Drum	通訊鼓
God Mask R	神面具 R
Hero Mask R	英雄面具 R
Desire Necklace	慾望項鍊
Corona Necklace	日冕項鍊
Chubby Ring	胖嘟戒指
Championship Ring	冠軍戒指
Corona Ring	日冕戒指
Fusion Earring	融合耳環
Heat Earring	熱力耳環
Missing Earring	失落耳環
Corona Earring	日冕耳環
Popo's Piggy Bank	波波存錢筒
Light Popo's Piggy Bank	輕波波存錢筒
Heavy Popo's Piggy Bank	重波波存錢筒
Overweight Popo's Piggy Bank	超重波波存錢筒
Popo Luck Coupon	波波幸運券
Broken Pumpkin Piggy Bank	破損南瓜存錢筒
Old Pumpkin Piggy Bank	舊南瓜存錢筒
Pumpkin Piggy Bank	南瓜存錢筒
Snowman Piggy Bank	雪人存錢筒
Broken Snowman Piggy Bank	破損雪人存錢筒
Matchlock L	火繩槍 L
Bermuda Gun	百慕達槍
Samurai Sword	武士刀
Imposing Fan L	威風扇 L
Iron Knight EX	鐵騎士 EX
Angry Mask EX	憤怒面具 EX
Event Mixer [1 Day]	活動混合器［1 天］
Super Professional Engineer Kit (Top) L	超專業工程師套件（上）L
Super Professional Engineer Kit (Pants) L	超專業工程師套件（下裝）L
Super Professional Engineer Kit (Shoes) L	超專業工程師套件（鞋）L
Ordinary Meat Dumpling	普通肉餃
P Celebration Gloves	P 慶祝手套
Celebration Gloves	慶祝手套
E Celebration Gloves	E 慶祝手套
Celebration Gauntlets	慶祝護手
Celebration Staff	慶祝杖
Reunion Pot	團圓鍋
New Year Dinner Soup	年夜飯湯
New Year Lucky Bag	新年福袋
Refueling Sugar Wave	加油糖波
Delivery Ring [15 Days]	運送戒指［15 天］
Delivery Ring [30 Days]	運送戒指［30 天］
Recharge Ring [15 Days]	充能戒指［15 天］
