原文	填写中文
Flashing Earring	閃光耳環
Jingle Earring	叮噹耳環
Aurora Earring	極光耳環
Crystallize Earring	結晶耳環
Emerald Earring	翡翠耳環
Relieve Earring	舒緩耳環
Mental Earring	精神耳環
Gobi Earring	戈壁耳環
Innovator Earring	革新者耳環
Blue Rain Earring	藍雨耳環
Aquamarine Earring	海藍寶耳環
Pyramid Earring	金字塔耳環
Odd Ore Earring	奇礦耳環
Paradise Earring	天堂耳環
Day Wind Earring	日風耳環
Power Search Scouter	強力搜尋偵察器
Life Conversion	生命轉換
Energy Grain	能量粒
Battle Acceleration	戰鬥加速
Precision Scanning Scouter Chip	精密掃描偵察器晶片
Alpha Type Scouter Chip	Alpha 型偵察器晶片
Test Type Scouter Chip	測試型偵察器晶片
Galaxy Waves Chip	銀河波晶片
Attack on Titan Dogi	進擊的巨人道服
Miku BR Dogi	初音 BR 道服
Cat Ears	貓耳
Booney Nika Hair	布尼尼卡髮型
Booney Dogi	布尼道服
Booney Nika Dogi	布尼尼卡道服
(Adult Only) Shinigami Female Outfit	（成人限定）死神女裝
Female Ichigo Hair	女一護髮型
Kakashi Hair and Mask	卡卡西髮型與面具
Jotaro Hat	承太郎帽
Raphtalia Hair	拉芙塔莉雅髮型
Metal Rock Transmog Chieff	金屬搖滾幻化・酋長
Death Hammer Transmog Chieff	死亡錘幻化・酋長
Hammer Spear Transmog	錘矛幻化
Spear Sword Transmog	矛劍幻化
Bankai Zangetsu Transmog	斬月幻化
Derieri Hair	德里埃里髮型
Demon Lord Milim Hair	魔王米莉姆髮型
(Adult Only) Female Kakashi Outfit	（成人限定）女卡卡西裝
(Adult Only) Rage Nezuko Outfit	（成人限定）狂禰豆子裝
(Adult Only) Mitsuri Outfit	（成人限定）蜜璃裝
Gwen Head	關頭部
Rage Nezuko Hair	狂禰豆子髮型
Mitsuri Hair	蜜璃髮型
Jinx Hair	金克斯髮型
Hornet Head	大黃蜂頭
Invisible Tail	隱形尾巴
Christmas EXP Boost	聖誕經驗加成
Queens Dogi	皇后道服
Anya Dogi	安妮亞道服
Loyd Dogi	洛伊德道服
Trident Wand	三叉魔杖
Blackthorn Wand	黑荊魔杖
Megumin Wand	惠惠魔杖
Frieren Wand	芙莉蓮魔杖
Napoleon Magic Sword	拿破崙魔劍
Sai Brush	賽畫筆
Asta Sword	阿斯塔劍
Guts Sword	格斯劍
Rhitta Axe	莉塔斧
Suika Mask	西瓜面具
Dwarven Thrower	矮人手雷
Soul Fragments	靈魂碎片
50KK Zenny	5000 萬索尼
Blood Sword	血劍
Stick of Truth	真理之棍
