原文	填写中文
Hakai Armor Upgrade Stone U90	破壞防具強化石 U90
Bulma's Capsule House	布瑪的膠囊屋
(Warrior) Potion White Namek	（戰士）藥水白那美克
(Dragon) Potion White Namek	（龍）藥水白那美克
[Warrior] Skill Set	［戰士］技能組
[Mighty Majin] Skill Set	［強力魔人］技能組
[Synthesis] Yin & Yang Dragon Suit (Top) EX	［合成］陰陽龍套裝（上衣）EX
[Synthesis] Yin & Yang Dragon Suit (Shoes) EX	［合成］陰陽龍套裝（鞋子）EX
[Synthesis] Yin & Yang Dragon Suit (Pants) EX	［合成］陰陽龍套裝（下裝）EX
[Synthesis] Scaled Dragon Suit (Shoes) EX	［合成］鱗片龍套裝（鞋子）EX
[Synthesis] Scaled Dragon Suit (Pants) EX	［合成］鱗片龍套裝（下裝）EX
[Synthesis] Korin Spirit Clothes (Top) EX	［合成］花梨精靈服裝（上衣）EX
[Synthesis] Korin Spirit Clothes (Shoes) EX	［合成］花梨精靈服裝（鞋子）EX
[Synthesis] Korin Spirit Clothes (Pants) EX	［合成］花梨精靈服裝（下裝）EX
[Synthesis] Dragon Magic Bucket Suit (Top) EX	［合成］龍魔法桶套裝（上衣）EX
[Synthesis] Dragon Magic Bucket Suit (Shoes) EX	［合成］龍魔法桶套裝（鞋子）EX
[Synthesis] Dragon Magic Bucket Suit (Pants) EX	［合成］龍魔法桶套裝（下裝）EX
[Synthesis] Beginning Dragon Stick	［合成］起始龍杖
[Probability Recipe] Scaled Dragon Suit (Top) EX	［機率配方］鱗片龍套裝（上衣）EX
[Probability Recipe] Scaled Dragon Suit (Shoes) EX	［機率配方］鱗片龍套裝（鞋子）EX
[Probability Recipe] Scaled Dragon Suit (Pants) EX	［機率配方］鱗片龍套裝（下裝）EX
White Stone U90	白石 U90
White Stone Capsule [5x]	白石膠囊［5×］
White Stone Capsule [1x]	白石膠囊［1×］
White Stone Capsule [10x]	白石膠囊［10×］
White Dragon Breastplate	白龍胸甲
Weapon Upgrade Stone U70 [1x]	武器強化石 U70［1×］
Weapon Upgrade Stone U38 [5x]	武器強化石 U38［5×］
Weapon Upgrade Stone U30 [5x]	武器強化石 U30［5×］
Weapon Upgrade Stone U30 [20x]	武器強化石 U30［20×］
Weapon Capsule [Lv51-55]	武器膠囊［Lv51-55］
Watermelon Juice Concentrate [Namek]	西瓜汁濃縮液［那美克］
Warrior Mystic Namek	戰士神秘那美克
Warrior Equipment Capsule	戰士裝備膠囊
W Upgrade Stone U90	W 強化石 U90
Vegeta Wig	貝吉塔假髮
Vegeta Outfit (End of Z)	貝吉塔服裝（Z 結局）
Vegeta Outfit (Android Saga)	貝吉塔服裝（人造人篇）
Vaillant Invincible Scroll	英勇無敵卷軸
VP Recovery Box [5x]	VP 恢復禮包［5×］
VP Recovery Box [1x]	VP 恢復禮包［1×］
Ultimate Dragon's Champion	究極龍之冠軍
Ultimate Demon Stone Flash	究極惡魔石閃光
UD5 Coin	UD5 幣
UD4 Coin	UD4 幣
UD Coin Fragment	UD 幣碎片
UD 5 Coin	UD 5 幣
UD 4 Coin	UD 4 幣
U30 Upgrade Capsule (5x)	U30 強化膠囊（5×）
U30 Upgrade Capsule (10x)	U30 強化膠囊（10×）
Turles Saiyan Outfit	塔茲勒賽亞服裝
Trunks Namek	特南克斯那美克
Transforms into White Namek.	變身為白那美克。
Transforms into Super Saiyan Legendary.	變身為傳說超級賽亞人。
Transforms into Super Saiyan Daima.	變身為超級賽亞人 DAIMA。
Tired Goku	疲憊的悟空
Teen Goku's Outfit	少年悟空的服裝
Super Saiyan Founder Title	超級賽亞人創始者稱號
Super Saiyan Founder Reward	超級賽亞人創始者獎勵
Super Saiyan Founder Outfit	超級賽亞人創始者服裝
Super Saiyan Blue Evolution Spiritualist	超級賽亞人藍進化精神師
Strange Dragon Frog Meat	怪異龍蛙肉
Strange Dragon Frog	怪異龍蛙
Stone Scaled Bean Saibaman	石鱗豆菜花人
Stone Moss Saibaman	石苔菜花人
Stone Inscriptions	石刻銘文
Stone Circle	石圈
Stone Bean Saibaman	石豆菜花人
Special Equipment Box 100%	特殊裝備禮包 100%
Son Goku	孫悟空
Small Life Spirit Stone	小型生命精靈石
Small Energy Spirit Stone	小型能量精靈石
Small Dragon	小龍
Small Capsule Kit	小型膠囊套組
Skilled Turtle Outfit	熟練龜派服裝
Skilled Crane Outfit	熟練鶴派服裝
Skill! Guard (Mighty Majin)	技能！防禦（強力魔人）
Shiny Blue Dragon Title	閃亮藍龍稱號
Saiyan Tail	賽亞人尾巴
Saiyan Pod	賽亞艙
Sacred Namek	神聖那美克
SS4 Vegeta GT GI	超四貝吉塔 GT 武道服
