原文	填写中文
Back to West City	返回西都
Battle of Devil Destruction	惡魔破壞之戰
Come Back To DBO	回到 DBO
Current Situation	現況
Demon Destruction Operation	惡魔破壞作戰
Devil's Sewer	惡魔下水道
Director Ambassador	總監大使
Go to Nameless Planet	前往無名星球
Gotcha!	抓到了！
Hahaha!	哈哈哈！
Head to Westland.	前往西境。
Head to the Fort Entrance of Yahoi West	前往西雅荷要塞入口
Hehehe.	呵呵呵。
Hey! You!	喂！你！
Hohoho...	呵呵呵……
However...	然而……
Inferior Bat	劣等蝙蝠
Instant Transmission Lv1	瞬間移動 Lv1
Instant Transmission Lv2	瞬間移動 Lv2
Instant Transmission Lv3	瞬間移動 Lv3
Instant Transmission Lv4	瞬間移動 Lv4
Majin Boo	魔人布歐
Mighty Transformation	強力變身
Orange Muscle Warrior	橙色肌肉戰士
Ozaru Baby	大猿貝比
Ozaru Brolly	大猿布羅利
Pan-PU Assassination Squad	潘－普暗殺小隊
Quick Reload Lv1	快速裝填 Lv1
Quick Reload Lv2	快速裝填 Lv2
Quick Reload Lv3	快速裝填 Lv3
Rampage	暴走
Rat Man.	鼠人。
Ribbon Army	緞帶軍團
Rumors	傳聞
Serum of Youth	青春血清
Sheesh...	唉……
Single Moro	單獨摩羅
TAO PAI PAI	桃白白
Thanks.	謝謝。
The Beginning of the Story	故事的開始
The Treasure Map of the Old Gapurin	老加普林的藏寶圖
To Age 1000!	前往 Age 1000！
To the Kami's Lookout	前往神殿
Trunks	特南克斯
Trunks Human	特南克斯人類
Trunks Majin	特南克斯魔人
Ugh! Not?	呃！不是？
Ugh! Ugh!	呃！呃！
Wahahaha!	哇哈哈哈！
Founder Zero	創辦人 Zero
Founder Zero V2	創辦人 Zero V2
General RED	紅色將軍
Daima SS4 Martial	DAIMA SS4 武道
Darkwarrior	黑暗戰士
Brun Moro	布倫摩羅
Buff SK 85	增益 SK 85
CC Stadium	CC 競技場
Nukegaland	脫出之地
Warrior, please subdue [mob = "8913119"].[br]	戰士，請制服 [mob = "8913119"]。[br]
[br]Thanks [user]!	[br]謝謝 [user]！
[br]Thank God...[br]	[br]謝天謝地……[br]
[br]Hello! I'm...! Um...	[br]你好！我是……！嗯……
[br]Ugh... Argh!	[br]呃……啊！
Hitskill1	命中技能1
Hitskill2	命中技能2
Hitskill3	命中技能3
HEN Buff 50410 Lv1	HEN 增益 50410 Lv1
HEN Buff 50410 Lv2	HEN 增益 50410 Lv2
HEN Buff 50410 Lv3	HEN 增益 50410 Lv3
HEN Buff 50410 Lv4	HEN 增益 50410 Lv4
HEN Buff 50420 Lv1	HEN 增益 50420 Lv1
HEN Buff 50420 Lv2	HEN 增益 50420 Lv2
HEN Buff 50420 Lv3	HEN 增益 50420 Lv3
HEN Buff 50420 Lv4	HEN 增益 50420 Lv4
HEN Buff 50440 Lv1	HEN 增益 50440 Lv1
HEN Buff 50440 Lv2	HEN 增益 50440 Lv2
HEN Buff 50440 Lv3	HEN 增益 50440 Lv3
HEN Buff 50440 Lv4	HEN 增益 50440 Lv4
HEN Debuff 3 Lv1	HEN 減益 3 Lv1
HEN Debuff 3 Lv2	HEN 減益 3 Lv2
HEN Debuff 3 Lv3	HEN 減益 3 Lv3
HEN Debuff 3 Lv4	HEN 減益 3 Lv4
HEN Debuff 50510 Lv1	HEN 減益 50510 Lv1
HEN Debuff 50510 Lv2	HEN 減益 50510 Lv2
HEN Debuff 50510 Lv3	HEN 減益 50510 Lv3
HEN Debuff 50510 Lv4	HEN 減益 50510 Lv4
HEN Debuff 50520 Lv1	HEN 減益 50520 Lv1
HEN Debuff 50520 Lv2	HEN 減益 50520 Lv2
HEN Debuff 50520 Lv3	HEN 減益 50520 Lv3
HEN Debuff 50520 Lv4	HEN 減益 50520 Lv4
HEN Passive 50600 Lv1	HEN 被動 50600 Lv1
HEN Passive 50600 Lv2	HEN 被動 50600 Lv2
HEN Passive 50600 Lv3	HEN 被動 50600 Lv3
HEN Passive 50600 Lv4	HEN 被動 50600 Lv4
HEN Passive 50610 Lv1	HEN 被動 50610 Lv1
HEN Passive 50610 Lv2	HEN 被動 50610 Lv2
HEN Passive 50610 Lv3	HEN 被動 50610 Lv3
HEN Passive 50610 Lv4	HEN 被動 50610 Lv4
CC37 Yajirobe BOSS5	CC37 雅吉羅貝 BOSS5
CC37 Yamcha BOSS3	CC37 雅姆查 BOSS3
