原文	填写中文
Nukegaland	努克加蘭
AKEN MOB 3	AKEN 怪物 3
AKEN MOB 4	AKEN 怪物 4
AKEN MOB5	AKEN 怪物 5
Moobsfranfran1	莫布斯弗兰 1
Moobsfranfran2	莫布斯弗兰 2
Moobsfranfran3	莫布斯弗兰 3
Moobsfranfran4	莫布斯弗兰 4
UD2 1MOB	UD2 怪物 1
EUD2 3Ultra	EUD2 超 3
UD2 4MOB	UD2 怪物 4
UD2 7BOSS	UD2 BOSS 7
7UD2 8BOSS	UD2 BOSS 8
5UD3 2MOB	UD3 怪物 2
UD5 1MOB	UD5 怪物 1
UD5 3MOB	UD5 怪物 3
1UD5 5MOB	UD5 怪物 5
7UD3Renew Mob	UD3 更新怪物
6UD3Renew Super	UD3 更新超
GUD3Renew Mob	UD3 更新怪物 G
UD3Renew Mob	UD3 更新怪物
5UD3Renew Mob	UD3 更新怪物 5
UD3Renew Super	UD3 更新超
UD3Renew Boss Alchie	UD3 更新 BOSS 阿爾奇
FUD3Renew Boss	UD3 更新 BOSS F
3 RenewMob	更新怪物 3
CC36 MOB1	CC36 怪物 1
CC36 MOB2	CC36 怪物 2
CC36 MOB3	CC36 怪物 3
CC38 MOB1	CC38 怪物 1
CC38 MOB2	CC38 怪物 2
CC38 MOB3	CC38 怪物 3
CC38 MOB4	CC38 怪物 4
CC39 MOB1	CC39 怪物 1
CC39 MOB2	CC39 怪物 2
CC39 MOB3	CC39 怪物 3
CC40 MOB1	CC40 怪物 1
CC40 MOB2	CC40 怪物 2
CC40 MOB3	CC40 怪物 3
