原文	填写中文
Cultivation of Human Skin	人造皮
Beast Leather	野獸皮
Sturdy Lid	堅固蓋
Phantom Jacket	幻影外套
CC Leatherette	CC 人造皮
Comprehensive Fur	綜合毛皮
Crimson Gold	深紅金
Luna Metal	月金屬
Shaman Aluminum	薩滿鋁
Long Germ Cells	長胚細胞
Perak Iron	霹靂鐵
Star Fruit	楊桃
Cordyceps	冬蟲夏草
Ganoderma Mushroom	靈芝
Mountain Ginseng	山參
Luo Duozi	羅多子
Bristol	布里斯托
Ambrosia	仙饌
B.B.Q Sauce	烤肉醬
Spider Meat	蜘蛛肉
Mammoth Meat	猛獁肉
Seawater Essence	海水精華
Liquid Snow and Ice	液態冰雪
Mushroom Spores Liquid	蘑菇孢子液
Beanstalk Essence	豆莖精華
Green Juice	綠汁
Spiritual Essence	精神精華
Magic Concentrate	魔法濃縮
Calpis	可爾必思
Spices	香料
Pei Liou	培柳
Magic Incense	魔法香
Perak Steel	霹靂鋼
Meteorite	隕石
Giant Mushroom Tree	巨菇樹
Holy Tree	聖樹
God Longmucuo	神龍木錯
Outstretched	伸展
Magnificent Tree	壯麗樹
Devil Wood	惡魔木
God Satin Wood	神緞木
Soul Cotton	靈魂棉
Dark Curtain	暗幕
Space Fiber	太空纖維
Bolu Ya Scales	波魯亞鱗
Rainbow Paper	彩虹紙
Lemon Peel	檸檬皮
Space Monster Leather	太空怪物皮
Devil Longjiaoshan	惡魔龍角山
Gao Skin	高皮
Darby Aluminum	達比鋁
Total Gold	總金
God Metal	神金屬
Spray Steel	噴霧鋼
Space Fruit	太空果
God Cents Cuisine	神分料理
Purgatory Fruit	煉獄果
God Fruit	神果
Bulao Cao	不老草
Pancakes	煎餅
Special Fruit	特殊果
Bushmeat	野味
Artificial Meat	人造肉
Ke Neite Meat	克奈特肉
Space Monster Meat	太空怪物肉
God Sin Meat	神罪肉
Cell Essencec	細胞精華
Euler Essencem	歐拉精華
Kiri Concentratew	桐濃縮
Funchal	豐沙爾
Rosemary	迷迭香
Carbon	碳
Magic Chowder	魔法濃湯
Alien Powder	外星粉末
Eternal Incense	永恆香
Mini Hello Peas	迷你你好豆
Mini Happy Peas	迷你快樂豆
Hello Peas	你好豆
Pleasure Peas	愉悅豆
Happy Peas	快樂豆
