原文	填写中文
V&Magic Surprise Suit DD Suit (Shoes) EX	魔法驚喜套裝 DD（鞋子）EX
V&Magic Surprise Suit DD Suit (Pants) EX	魔法驚喜套裝 DD（下裝）EX
V&Lotus Magic Suit Night Suit (Shoes) EX	蓮花魔法夜裝（鞋子）EX
V&Lotus Magic Suit Night Suit (Pants) EX	蓮花魔法夜裝（下裝）EX
V&Day-Night Broadwood Clothes (Shoes) EX	晝夜闊葉服裝（鞋子）EX
V&Day-Night Broadwood Clothes (Pants) EX	晝夜闊葉服裝（下裝）EX
U+Martial Arts Skill Tutor Clothes (Shoes) EX	武道技能導師服裝（鞋子）EX
U+Martial Arts Skill Tutor Clothes (Pants) EX	武道技能導師服裝（下裝）EX
U&Professional Combat Equipment (Top) EX	專業戰鬥裝備（上衣）EX
U&Immortal Ultra Crane Suit Z (Shoes) EX	不朽超鶴套裝 Z（鞋子）EX
U&Immortal Ultra Crane Suit Z (Pants) EX	不朽超鶴套裝 Z（下裝）EX
U!Valkyrie Crane Clothes (Shoes) EX	女武神鶴服裝（鞋子）EX
U!Valkyrie Crane Clothes (Pants) EX	女武神鶴服裝（下裝）EX
U!Ultra Turtle Clothes Z (Shoes) EX	超龜服裝 Z（鞋子）EX
U!Ultra Turtle Clothes Z (Pants) EX	超龜服裝 Z（下裝）EX
U Raptor Turtle Clothes (Shoes) EX	迅猛龍龜服裝（鞋子）EX
U Raptor Turtle Clothes (Pants) EX	迅猛龍龜服裝（下裝）EX
U Combat Intructor Gear (Shoes) EX	戰鬥教官裝備（鞋子）EX
U Combat Intructor Gear (Pants) EX	戰鬥教官裝備（下裝）EX
Tyrant Ruby Top	暴君紅寶石上衣
Tyrant Ruby Clothes	暴君紅寶石服裝
Twinkle Octopus	閃爍章魚
Turtle Shell Cotton Pants	龜殼棉質下裝
Turtle Shell Capsule	龜殼膠囊
Turbulent Steel Magic Shoes	動盪鋼鐵魔法鞋子
Turbo Speed Gauntlets R	渦輪速度護手 R
Turbo Speed Gauntlets L	渦輪速度護手 L
Turbo Speed Gauntlets EX	渦輪速度護手 EX
Turban Piccolo Pet	頭巾短笛寵物
Tumulus Totem Necklace	古塚圖騰項鍊
Trunks [Topless]	特南克斯［赤膊］
True Overbearing Sword R	真·霸劍 R
True Overbearing Sword L	真·霸劍 L
Triple Shining Octopus	三重閃耀章魚
Trinity Necklace	三位一體項鍊
Tricolor Ring	三色戒指
Trick Trumpet	戲法小號
Traveler Staff R	旅行者杖 R
Traveler Staff L	旅行者杖 L
Traveler Staff EX	旅行者杖 EX
Traveler Staff	旅行者杖
Transformation Random Capsule	變身隨機膠囊
Transformation Potions Capsule	變身藥水膠囊
Transformation Capsule	變身膠囊
Transcendental Staff	超凡杖
Trance Purple Shoes	恍惚紫色鞋子
Training Type Pants	訓練型下裝
Training Type Magic Pants	訓練型魔法下裝
Traditional Ruby Combat Shoes	傳統紅寶石戰鬥鞋子
Towe Pet	托威寵物
Tottering Devil Pirate	蹣跚惡魔海盜
Tottering Destruction Robot	蹣跚毀滅機器人
Tosterian Exploring Unit	托斯特利亞探索單位
Topaz Area	黃玉地區
Tomb Boss Magic Top	墓穴首領魔法上衣
Tomb Boss Magic Shoes	墓穴首領魔法鞋子
Tomb Boss Magic Pants	墓穴首領魔法下裝
Timber Axe	木材斧
Tight Dark Magic Top	緊身黑暗魔法上衣
Tiger Ring TYPE-C	虎之戒指 TYPE-C
Tiger Ring TYPE-B	虎之戒指 TYPE-B
Tiger Necklace TYPE-C	虎之項鍊 TYPE-C
Tiger Necklace TYPE-B	虎之項鍊 TYPE-B
Tiger Gloves TYPE-C	虎之手套 TYPE-C
Tiger Gloves TYPE-B	虎之手套 TYPE-B
Tiger Earring TYPE-C	虎之耳環 TYPE-C
Tiger Earring TYPE-B	虎之耳環 TYPE-B
Tiger Claw Gloves	虎爪手套
Tiamat Every Day Clothes (Top)	提亞馬特日常服裝（上衣）
Tiamat Every Day Clothes (Top) R	提亞馬特日常服裝（上衣）R
Tiamat Every Day Clothes (Top) L	提亞馬特日常服裝（上衣）L
Tiamat Every Day Clothes (Shoes) R	提亞馬特日常服裝（鞋子）R
Tiamat Every Day Clothes (Shoes) L	提亞馬特日常服裝（鞋子）L
Tiamat Every Day Clothes (Shoes) EX	提亞馬特日常服裝（鞋子）EX
Tiamat Every Day Clothes (Pants) R	提亞馬特日常服裝（下裝）R
Tiamat Every Day Clothes (Pants) L	提亞馬特日常服裝（下裝）L
Tiamat Every Day Clothes (Pants) EX	提亞馬特日常服裝（下裝）EX
Tiamat Angle Trumpet R	提亞馬特號角 R
Tiamat Angle Trumpet EX	提亞馬特號角 EX
Through the Middle Gloves	貫穿中路手套
Three Star Delicious Clothes (Top)	三星美味服裝（上衣）
Three Star Delicious Clothes (Top) EX	三星美味服裝（上衣）EX
Three Star Delicious Clothes (Shoes)	三星美味服裝（鞋子）
Three Star Delicious Clothes (Shoes) EX	三星美味服裝（鞋子）EX
Three Star Delicious Clothes (Pants)	三星美味服裝（下裝）
Three Star Delicious Clothes (Pants) EX	三星美味服裝（下裝）EX
Thornhair Hedgehog	刺毛刺蝟
Thick Silk Pants	厚絲下裝
Thick Leather Pants	厚皮下裝
Thermal Gloves R	保暖手套 R
Thermal Gloves L	保暖手套 L
Thermal Gloves EX	保暖手套 EX
Thermal Gloves	保暖手套
Ultimate Second Law of the Demon Stones	究極惡魔石第二法則
Ultimate First Law of the Demon Stones	究極惡魔石第一法則
