原文	填写中文
[Recipe] Invincible Speed Combat Shoes TYPE-C	［配方］無敵速度戰鬥鞋 TYPE-C
[Recipe] Invincible Speed Combat Shoes TYPE-B	［配方］無敵速度戰鬥鞋 TYPE-B
[Recipe] Invincible Speed Combat Shoes TYPE-A	［配方］無敵速度戰鬥鞋 TYPE-A
[Recipe] Invincible Speed Combat Pants TYPE-C	［配方］無敵速度戰鬥下裝 TYPE-C
[Recipe] Invincible Speed Combat Pants TYPE-B	［配方］無敵速度戰鬥下裝 TYPE-B
[Recipe] Invincible Speed Combat Pants TYPE-A	［配方］無敵速度戰鬥下裝 TYPE-A
[Recipe] Invincible Blood Combat Shoes TYPE-C	［配方］無敵血戰鞋 TYPE-C
[Recipe] Invincible Blood Combat Shoes TYPE-B	［配方］無敵血戰鞋 TYPE-B
[Recipe] Invincible Blood Combat Shoes TYPE-A	［配方］無敵血戰鞋 TYPE-A
[Recipe] Invincible Blood Combat Pants TYPE-C	［配方］無敵血戰下裝 TYPE-C
[Recipe] Invincible Blood Combat Pants TYPE-B	［配方］無敵血戰下裝 TYPE-B
[Recipe] Invincible Blood Combat Pants TYPE-A	［配方］無敵血戰下裝 TYPE-A
[Recipe] Heart pounding Drum EX	［配方］心跳鼓 EX
[Recipe] E Karinga Warrior Gauntlets EX	［配方］E 卡林加戰士護手 EX
[Recipe] Alternate Ultimate Era Ring TYPE-C	［配方］異界究極時代戒指 TYPE-C
[Recipe] Alternate Ultimate Era Ring TYPE-B	［配方］異界究極時代戒指 TYPE-B
[Recipe] Alternate Ultimate Era Ring TYPE-A	［配方］異界究極時代戒指 TYPE-A
[Recipe] Alternate Ultimate Era Earring TYPE-C	［配方］異界究極時代耳環 TYPE-C
[Recipe] Alternate Ultimate Era Earring TYPE-B	［配方］異界究極時代耳環 TYPE-B
[Recipe] Alternate Ultimate Era Earring TYPE-A	［配方］異界究極時代耳環 TYPE-A
Tessai Outfit	鐵齋服裝
Temple Outfit Instructions	神殿服裝說明
Teen Trunks  Outfit 3	少年特南克斯服裝 3
Teen Trunks  Outfit 2	少年特南克斯服裝 2
Teen Trunks  Outfit 1	少年特南克斯服裝 1
Teen Bulma Outfit	少年布瑪服裝
Tatsumaki Clothes	龍捲服裝
Tarzan Outfit Type C	泰山服裝 Type C
Tarzan Outfit Type B	泰山服裝 Type B
Tarzan Outfit Type A	泰山服裝 Type A
Sword Trailer Outfit	劍預告服裝
Sword Teacher Clothes	劍術教師服裝
Sword Scholar Clothes	劍術學者服裝
Sword Fighting Suit (Top) EX	劍鬥套裝（上衣）EX
Sword Fighting Suit (Shoes) EX	劍鬥套裝（鞋子）EX
Sword Fighting Suit (Pants) EX	劍鬥套裝（下裝）EX
Swimsuit Type C	泳裝 Type C
Swimsuit Type B	泳裝 Type B
Swimsuit Type A	泳裝 Type A
Swimming Outfit	游泳服裝
Surprise Whirlwind Clothes (Top) EX	驚喜旋風服裝（上衣）EX
Surprise Whirlwind Clothes (Shoes) EX	驚喜旋風服裝（鞋子）EX
Surprise Whirlwind Clothes (Shoes)	驚喜旋風服裝（鞋子）
Surprise Whirlwind Clothes (Pants) EX	驚喜旋風服裝（下裝）EX
Surprise Whirlwind Clothes (Pants)	驚喜旋風服裝（下裝）
Supreme Kai Outfit	界王神服裝
Support-Type Pet Spawn Pack	支援型寵物生成包
Supernatural Trumpet	超自然小號
Superman Outfit	超人服裝
