原文	填写中文
Violent Robot D	狂暴機器人 D
Violent Robot C	狂暴機器人 C
Violent Robot B	狂暴機器人 B
Violent Robot A	狂暴機器人 A
Violent Robot	狂暴機器人
Violent Pulnarodon	狂暴普爾納龍
Violent Pollan	狂暴波蘭
Violent Orangi	狂暴奧朗吉
Violent Note Drum EX	狂暴音符鼓 EX
Violent King Kaboong	狂暴卡邦王
Violent Gigantic Saurs	狂暴巨大龍
Violent Crocodile	狂暴鱷魚
Violent Camel Bird	狂暴駱駝鳥
Violent Burglar	狂暴盜賊
Violent Berserkerski	狂暴狂戰士
Violence Stick	暴力棍
Violence Stabilizer	暴力穩定器
Violence Preventing Chip	防暴晶片
Violence King Robot	暴力王機器人
Vines Grass	藤草
Vine Tentacles	藤觸手
Vine Saibaman Tentacle	藤菜花人觸手
Vine Saibaman Super Liquid	藤菜花人超級液
Vine Saibaman Rattan	藤菜花人藤條
Vine Saibaman Dusty Vine	藤菜花人塵藤
Vine Saibaman	藤菜花人
Vine Root Moss Heap	藤根苔堆
Vine Root Moss	藤根苔
Vine Cutting Seedling	藤插枝幼苗
Vine Cultivation Liquid	藤栽培液
Villain Mummy-X	反派木乃伊-X
Villain Actor	反派演員
Villager 12	村民 12
Villager 11	村民 11
Villager 9	村民 9
Villager 8	村民 8
Villager 7	村民 7
Villager 6	村民 6
Villager 5	村民 5
Villager 4	村民 4
Villager 3	村民 3
Villager 2	村民 2
Village's Golden Wig	村子的金色假髮
Village Chief Cary	村長卡里
Vile Lizard	卑劣蜥蜴
Viewing Distance	檢視距離
View Player Equipment	檢視玩家裝備
Video Camera	攝影機
Victory Pose	勝利姿勢
Victor Hao	維克托·豪
Victor Drum	勝利鼓
Vice Manager Krecka	副理克雷卡
Vice Manager Guard	副理護衛
Vice Government Officer	副政府官員
Very Good	非常好
Very Elegant	非常優雅
Venomous Sharp Saibaman	劇毒尖銳菜花人
Venom Vine Saibaman Juice	毒藤菜花人汁
Venom Vine Saibaman	毒藤菜花人
Venom Spider Saibaman	毒蛛菜花人
Venom Attack	毒攻擊
Venerable Mask	莊嚴面具
Vending Machine H	販賣機 H
Vending Machine G	販賣機 G
Vending Machine F	販賣機 F
Vending Machine E	販賣機 E
Vending Machine D	販賣機 D
Virginia	維吉尼亞
Virgile Pinot	維吉爾·皮諾
