原文	填写中文
Vaillant Armor	英勇鎧甲
Invincible Vaillant Armor	無敵英勇鎧甲
VL 85 Armor Upgrade.	VL 85 防具強化。
Prismatic Zenith Armor	棱鏡天頂鎧甲
Poker Armor Top	撲克鎧甲上衣
Lv80 Armor	Lv80 鎧甲
Blood Armor	血之鎧甲
Angry Armor	憤怒鎧甲
Agile Armor	敏捷鎧甲
Abyss Armor	深淵鎧甲
100 Fist Armor	百拳鎧甲
100 Fist Armor EX	百拳鎧甲 EX
100 Fist Armor R	百拳鎧甲 R
100 Fist Armor L	百拳鎧甲 L
Broly Armor(No Jacket)	布羅利鎧甲（無外套）
Strength Warrior armor.	力量戰士鎧甲。
Misc / Armor	雜項／防具
Medium Armored Suit (Top) EX	中型裝甲套裝（上衣）EX
Medium Armored Suit (Shoes) EX	中型裝甲套裝（鞋子）EX
Medium Armored Suit (Pants) EX	中型裝甲套裝（下裝）EX
Mammoth Ivory Armor Equip	猛瑪象牙防具
Iron Armor Hippo Leather	鐵甲河馬皮
Iron Armor Hippo	鐵甲河馬
Armored Hippo Leather	裝甲河馬皮
Armored Hippo	裝甲河馬
Armored Piggy	裝甲小豬
Armored Phantom Sword	裝甲幻影劍
Armored Owl Gloves	裝甲貓頭鷹手套
Armored Gigantic Saibaman	裝甲巨大菜花人
Guarding Armored Saibaman	守衛裝甲菜花人
Falcon Armored Gloves	獵鷹裝甲手套
Insect Armor Gauntlets	昆蟲鎧甲護手
Insect Armor Gauntlets R	昆蟲鎧甲護手 R
P Insect Armor Gauntlets	P 昆蟲鎧甲護手
E Insect Armor Gauntlets	E 昆蟲鎧甲護手
E Insect Armor Gauntlets R	E 昆蟲鎧甲護手 R
[Synthesis] E Insect Armor Gauntlets EX	［合成］E 昆蟲鎧甲護手 EX
Super Della Army Tactile Armor (Top)	超德拉軍觸覺鎧甲（上衣）
Super Della Army Tactile Armor (Top) EX	超德拉軍觸覺鎧甲（上衣）EX
Super Della Army Tactile Armor (Shoes)	超德拉軍觸覺鎧甲（鞋子）
Super Della Army Tactile Armor (Shoes) EX	超德拉軍觸覺鎧甲（鞋子）EX
Super Della Army Tactile Armor (Pants)	超德拉軍觸覺鎧甲（下裝）
Super Della Army Tactile Armor (Pants) EX	超德拉軍觸覺鎧甲（下裝）EX
Special Della Army Tactile Armor (Top)	特製德拉軍觸覺鎧甲（上衣）
Special Della Army Tactile Armor (Top) EX	特製德拉軍觸覺鎧甲（上衣）EX
Special Della Army Tactile Armor (Shoes)	特製德拉軍觸覺鎧甲（鞋子）
Special Della Army Tactile Armor (Shoes) EX	特製德拉軍觸覺鎧甲（鞋子）EX
Special Della Army Tactile Armor (Pants)	特製德拉軍觸覺鎧甲（下裝）
