原文	填写中文
Gunbai Transmog	軍配幻化
Angel Staff Transmog (Turtle)	天使杖幻化（龜）
Jashin's Scythe Transmog (Fighter)	邪神鐮幻化（格鬥家）
Juinjutsu Wings Transmog	咒印術之翼幻化
Cloud Drum Transmog	雲鼓幻化
Fukasaku and Shima Transmog	福克作與屍麻幻化
Candy Apple Transmog	糖蘋果幻化
Flute Transmog	笛子幻化
A Powerful Flute	強力笛子
Imperial Spear Transmog (Fighter)	帝國長矛幻化（格鬥家）
Mihawk Sword Transmog (Sword)	鷹眼劍幻化（劍）
Kirito Sword Transmog (Sword)	桐人劍幻化（劍）
Giant Folding Fan Transmog (Crane)	巨摺扇幻化（鶴）
Anbu Mask Transmog (Karma)	暗部面具幻化（卡爾魔）
Blazing Bloodthirsty Axe Transmog (SK)	熾熱嗜血斧幻化（魔導戰士）
God Claws Transmog (DW)	神爪幻化（魔界戰士）
God Oracle Axe R Transmog (SK)	神諭斧 R 幻化（魔導戰士）
Master Roshi Wand Transmog (Turtle)	龜仙人魔杖幻化（龜）
Magic Wok Transmog (Chieff)	魔法炒鍋幻化（酋長）
Hero Mask Transmog (Karma)	英雄面具幻化（卡爾魔）
Nichirin Transmog (Sword)	日輪刀幻化（劍）
Tanjiro Kimono	炭治郎和服
Kurosaki Ichigo Quincy Zampakuto!	黑崎一護滅卻師斬魄刀！
Stamina	耐力
Dextery	敏捷
Reunion Hot Pot	團圓火鍋
EV Clarity Potion	活動澄明藥水
EV Resurrection Popo [Other Character]	活動復活波波［其他角色］
EV Protective Net	活動防護網
General EXP Boost [7 Days]	一般經驗加成［7 天］
Advanced EXP Boost [7 Days]	高級經驗加成［7 天］
EV Senzu Beans	活動仙豆
EV Half Senzu Bean	活動半仙豆
EV Name Change Book [1 Day]	活動改名書［1 天］
EV Speed Cattle No4 [1 Day]	活動疾速牛 4［1 天］
EV Speed Cattle No4 [15 Days]	活動疾速牛 4［15 天］
EV Speed Cattle No4 [30 Days]	活動疾速牛 4［30 天］
Kidd Bag	基德袋
Simple Broom	簡易掃帚
Lucky Broom	幸運掃帚
Event Transportation Chest [7 Days]	活動運送箱［7 天］
Event Transportation Chest [15 Days]	活動運送箱［15 天］
EV Transportation Chest [30 Days]	活動運送箱［30 天］
Romantic Cat	浪漫貓
Remote Warehouse Ring	遠程倉庫戒指
Dogi Property Ball - Dogi [1 Day]	道服屬性球－道服［1 天］
Dogi Property Ball - Hair [1 Day]	道服屬性球－髮型［1 天］
Dogi Property Ball - Mask [1 Day]	道服屬性球－面具［1 天］
Dogi Property Ball - Richness [1 Day]	道服屬性球－華麗［1 天］
Dogi Property Ball - Backpack [1 Day]	道服屬性球－背包［1 天］
Dogi Property Ball - Dogi [7 Days]	道服屬性球－道服［7 天］
Dogi Property Ball - Hair [7 Days]	道服屬性球－髮型［7 天］
Dogi Property Ball - Mask [7 Days]	道服屬性球－面具［7 天］
Dogi Property Ball - Richness [7 Days]	道服屬性球－華麗［7 天］
Dogi Property Ball - Backpack [7 Days]	道服屬性球－背包［7 天］
Dogi Property Ball - Dogi [30 Days]	道服屬性球－道服［30 天］
Dogi Property Ball - Hair [30 Days]	道服屬性球－髮型［30 天］
Dogi Property Ball - Mask [30 Days]	道服屬性球－面具［30 天］
Dogi Property Ball - Richness [30 Days]	道服屬性球－華麗［30 天］
Dogi Property Ball - Backpack [30 Days]	道服屬性球－背包［30 天］
EV-Autopot LP (300.000)	活動自動藥水 LP（300000）
EV-Autopot EP (300.000)	活動自動藥水 EP（300000）
BD - Increase LP and EP.	BD－增加 LP 與 EP。
Regeneration Potion	再生藥水
BD Shield	BD 盾
Medium VP Recovery Potion	中級 VP 恢復藥水
30 Anniversary Valentine Chocolate	30 週年情人節巧克力
70 Anniversary Valentine Chocolate	70 週年情人節巧克力
EV Vitality Potion	活動活力藥水
EV Regeneration Potion	活動再生藥水
Secret EXP Boost [2 Hours]	秘密經驗加成［2 小時］
EV General EXP Boost [2 Hours]	活動一般經驗加成［2 小時］
Dogi Property Ball	道服屬性球
EV Success Luck	活動成功運
