原文	填写中文
Ultimate Super Rotation	究極超迴旋
Ultimate Super Rhythmic Trance	究極超節奏恍惚
Ultimate Super Kamehameha	究極超龜派氣功
Ultimate Super Ignite	究極超點燃
Ultimate Super Healing Wave	究極超治癒波
Ultimate Super Ghost Kamikaze Attack	究極超幽靈自爆攻擊
Ultimate Super Energy Bullets	究極超能量彈
Ultimate Super Antenna Beam	究極超觸角光束
Ultimate Sudden Stun	究極突發暈眩
Ultimate Stronger Energy Barrage	究極強化能量彈幕
Ultimate Strength Up	究極力量提升
Ultimate Strange Ruminate	究極奇異反芻
Ultimate Storm Strike	究極風暴打擊
Ultimate Storm	究極風暴
Ultimate Stony Dark Beam	究極石化暗光束
Ultimate Steal Life	究極生命竊取
Ultimate Spiritual Power-Up	究極精神強化
Ultimate Spiritual Fountain Fragrance	究極精神泉香
Ultimate Spiritual Defense Enhancement	究極精神防禦強化
Ultimate Spiritual Defense Boost	究極精神防禦提升
Ultimate Spiritual Damage Breakthrough	究極精神傷害突破
Ultimate Spiritual Damage Boost	究極精神傷害提升
Ultimate Spiritual Attack Rise	究極精神攻擊上升
Ultimate Spirited Roar	究極振奮咆哮
Ultimate Spirit Wave	究極精神波
Ultimate Spirit Up	究極精神提升
Ultimate Spirit Tongs	究極精神鉗
Ultimate Spirit Rod	究極精神棍
Ultimate Spirit Drain	究極精神汲取
Ultimate Spinning Flame Breath	究極旋轉火焰吐息
Ultimate Spinning Attack	究極旋轉攻擊
Ultimate Spin Rush	究極旋轉衝刺
Ultimate Speed Up	究極速度提升
Ultimate Super Rotation	究極超迴旋
Blood Lipid Research Request	血脂研究委託
CC Protype Magical Suit	CC 原型魔法套裝
