原文	填写中文
O!Practice Spiritualist Equip (Top)	練習氣功師裝備（上）
O#Practice Spiritualist Equip (Pants)	練習氣功師裝備（下裝）
O#Practice Spiritualist Equip (Shoes)	練習氣功師裝備（鞋）
Practitioner Hermit Equip (Top)	修行仙人裝備（上）
O!Practitioner Hermit Equip (Pants)	修行仙人裝備（下裝）
O!Practitioner Hermit Equip (Shoes)	修行仙人裝備（鞋）
O#Classic CC Spiritualist Equip (Top)	經典 CC 氣功師裝備（上）
O%Classic CC Spiritualist Equip (Pants)	經典 CC 氣功師裝備（下裝）
O%Classic CC Spiritualist Equip (Shoes)	經典 CC 氣功師裝備（鞋）
Practice Warrior Equip (Top)	練習戰士裝備（上）
Practice Warrior Equip (Pants)	練習戰士裝備（下裝）
Practice Warrior Equip (Shoes)	練習戰士裝備（鞋）
Mystic Battle Guide Equip (Top)	神秘戰鬥指南裝備（上）
P!Mystic Battle Guide Equip (Pants)	神秘戰鬥指南裝備（下裝）
P!Mystic Battle Guide Equip (Shoes)	神秘戰鬥指南裝備（鞋）
P!Meteor Devil Combat Equip (Pants)	流星惡魔戰鬥裝備（下裝）
P!Meteor Devil Combat Equip (Shoes)	流星惡魔戰鬥裝備（鞋）
P!Practice Magic Battle Equip (Top)	練習魔法戰鬥裝備（上）
Practice Magic Battle Equip (Pants)	練習魔法戰鬥裝備（下裝）
Practice Magic Battle Equip (Shoes)	練習魔法戰鬥裝備（鞋）
Heal Demon Battle Equip (Top)	治癒惡魔戰鬥裝備（上）
Heal Demon Battle Equip (Pants)	治癒惡魔戰鬥裝備（下裝）
Heal Demon Battle Equip (Shoes)	治癒惡魔戰鬥裝備（鞋）
Super Cool Magic Equip (Top)	超酷魔法裝備（上）
Super Cool Magic Equip (Pants)	超酷魔法裝備（下裝）
Super Cool Magic Equip (Shoes)	超酷魔法裝備（鞋）
P Beginner's Happiness Equip (Top)	初學者幸福裝備（上）
Beginner's Happiness Equip (Pants)	初學者幸福裝備（下裝）
Beginner's Happiness Equip (Shoes)	初學者幸福裝備（鞋）
Day & Night Magic Equip (Top)	晝夜魔法裝備（上）
Day & Night Magic Equip (Pants)	晝夜魔法裝備（下裝）
Day & Night Magic Equip (Shoes)	晝夜魔法裝備（鞋）
P!Doubling Laughter Equipment (Top)	加倍歡笑裝備（上）
Doubling Laughter Equipment (Pants)	加倍歡笑裝備（下裝）
Doubling Laughter Equipment (Shoes)	加倍歡笑裝備（鞋）
Doubling Happiness Equipment (Top)	加倍幸福裝備（上）
Doubling Happiness Equipment (Pants)	加倍幸福裝備（下裝）
Doubling Happiness Equipment (Shoes)	加倍幸福裝備（鞋）
Marriage Necklace	結婚項鍊
Marriage Necklace [Lv21]	結婚項鍊［Lv21］
Marriage Necklace [Lv26]	結婚項鍊［Lv26］
Marriage Necklace [Lv30]	結婚項鍊［Lv30］
Marriage Necklace [Lv34]	結婚項鍊［Lv34］
Marriage Necklace [Lv38]	結婚項鍊［Lv38］
Marriage Necklace [Lv42]	結婚項鍊［Lv42］
Marriage Necklace [Lv46]	結婚項鍊［Lv46］
Marriage Necklace [Lv50]	結婚項鍊［Lv50］
Marriage Necklace [Lv53]	結婚項鍊［Lv53］
Marriage Necklace [Lv55]	結婚項鍊［Lv55］
Spiral Necklace	螺旋項鍊
Spiral Necklace [Lv21]	螺旋項鍊［Lv21］
Spiral Necklace [Lv26]	螺旋項鍊［Lv26］
Spiral Necklace [Lv30]	螺旋項鍊［Lv30］
Spiral Necklace [Lv34]	螺旋項鍊［Lv34］
Spiral Necklace [Lv38]	螺旋項鍊［Lv38］
Spiral Necklace [Lv42]	螺旋項鍊［Lv42］
Spiral Necklace [Lv46]	螺旋項鍊［Lv46］
Spiral Necklace [Lv50]	螺旋項鍊［Lv50］
Spiral Necklace [Lv53]	螺旋項鍊［Lv53］
Spiral Necklace [Lv55]	螺旋項鍊［Lv55］
Gold Bell Necklace	金鈴項鍊
Gold Bell Necklace [Lv21]	金鈴項鍊［Lv21］
Gold Bell Necklace [Lv26]	金鈴項鍊［Lv26］
Gold Bell Necklace [Lv30]	金鈴項鍊［Lv30］
Gold Bell Necklace [Lv34]	金鈴項鍊［Lv34］
Gold Bell Necklace [Lv38]	金鈴項鍊［Lv38］
Gold Bell Necklace [Lv42]	金鈴項鍊［Lv42］
Gold Bell Necklace [Lv46]	金鈴項鍊［Lv46］
Gold Bell Necklace [Lv50]	金鈴項鍊［Lv50］
Gold Bell Necklace [Lv53]	金鈴項鍊［Lv53］
Gold Bell Necklace [Lv55]	金鈴項鍊［Lv55］
Pork Neck Necklace	豬頸項鍊
Ceremony Gift Necklace	儀式禮物項鍊
Strongest Fighter Necklace	最強格鬥家項鍊
Prophet Necklace	預言者項鍊
Health Necklace	健康項鍊
Tempted Necklace	誘惑項鍊
Amber Ring	琥珀戒指
Amber Ring [Lv21]	琥珀戒指［Lv21］
Amber Ring [Lv26]	琥珀戒指［Lv26］
Amber Ring [Lv30]	琥珀戒指［Lv30］
Amber Ring [Lv34]	琥珀戒指［Lv34］
Amber Ring [Lv38]	琥珀戒指［Lv38］
Amber Ring [Lv42]	琥珀戒指［Lv42］
Amber Ring [Lv46]	琥珀戒指［Lv46］
Amber Ring [Lv50]	琥珀戒指［Lv50］
Amber Ring [Lv53]	琥珀戒指［Lv53］
Amber Ring [Lv55]	琥珀戒指［Lv55］
Double Ring	雙連戒指
Double Ring [Lv21]	雙連戒指［Lv21］
Double Ring [Lv26]	雙連戒指［Lv26］
Double Ring [Lv30]	雙連戒指［Lv30］
Double Ring [Lv34]	雙連戒指［Lv34］
Double Ring [Lv38]	雙連戒指［Lv38］
Double Ring [Lv42]	雙連戒指［Lv42］
Double Ring [Lv46]	雙連戒指［Lv46］
Double Ring [Lv50]	雙連戒指［Lv50］
Double Ring [Lv53]	雙連戒指［Lv53］
Double Ring [Lv55]	雙連戒指［Lv55］
Ancient Ring [Lv21]	古代戒指［Lv21］
Ancient Ring [Lv26]	古代戒指［Lv26］
Ancient Ring [Lv30]	古代戒指［Lv30］
Ancient Ring [Lv34]	古代戒指［Lv34］
Ancient Ring [Lv38]	古代戒指［Lv38］
Ancient Ring [Lv42]	古代戒指［Lv42］
Ancient Ring [Lv46]	古代戒指［Lv46］
Ancient Ring [Lv50]	古代戒指［Lv50］
Ancient Ring [Lv53]	古代戒指［Lv53］
Ancient Ring [Lv55]	古代戒指［Lv55］
Prosperity Ring [Lv21]	繁榮戒指［Lv21］
