原文	填写中文
P Short Mining Gauntlets R	P 短採礦護手 R
P Short Mountaineering Gauntlets R	P 短登山護手 R
P Construction Site Gauntlets R	P 工地護手 R
P Blood Gauntlets R	P 血護手 R
P Karinga Warrior Gauntlets R	P 卡林加戰士護手 R
P Limited Beta Gauntlets R	P 限定 Beta 護手 R
P Turbo Speed Gauntlets R	P 渦輪速度護手 R
Short Mining Gauntlets R	短採礦護手 R
Construction Site Gauntlets R	工地護手 R
Blood Gauntlets R	血護手 R
Insect Exoskeleton Gauntlets R	昆蟲外殼護手 R
Limited Beta Gauntlets R	限定 Beta 護手 R
E Short Mining Gauntlets R	E 短採礦護手 R
E Short Mountaineering Gauntlets R	E 短登山護手 R
E Construction Site Gauntlets R	E 工地護手 R
E Blood Gauntlets R	E 血護手 R
E Karinga Warrior Gauntlets R	E 卡林加戰士護手 R
E Karinga Gauntlets R	E 卡林加護手 R
E Limited Beta Gauntlets R	E 限定 Beta 護手 R
E East Galaxy Gauntlets R	E 東銀河護手 R
E Turbo Speed Gauntlets R	E 渦輪速度護手 R
CC Supreme Staff L	CC 至高杖 L
Totem Staff R	圖騰杖 R
Shaman Staff R	薩滿杖 R
Galaxia Staff R	銀河杖 R
Parunga Staff R	帕隆加杖 R
Black Satin Staff	黑緞杖
Air Gun R	氣槍 R
Revolver R	左輪手槍 R
Shock Gun R	衝擊槍 R
Simple Hunting R	簡易狩獵 R
Fire Saboteur Gun R	火焰破壞槍 R
Submachine Gun R	衝鋒槍 R
Assault Gun R	突擊槍 R
Hunter Wings R	獵人翼 R
Shotgun R	霰彈槍 R
Bear Claws R	熊爪 R
Sun Claws R	太陽爪 R
Chopper R	砍刀 R
Clavicle Axe R	鎖骨斧 R
Dawn Gem R	黎明寶石 R
Crystallization Gem R	結晶寶石 R
Color Gem R	色彩寶石 R
Buddha Stick R	佛棍 R
Azusa Stick R	梓棍 R
Rohan Stick R	洛漢棍 R
Spiral Tech Stick	螺旋科技棍
Ceramic Sword R	陶瓷劍 R
Knight Sword R	騎士劍 R
Bloody Soul Sword R	血魂劍 R
Flash Shot Sword	閃射劍
Lucky Wand R	幸運魔杖 R
Storm Wand R	暴風魔杖 R
Trinocular Fan R	三眼扇 R
Trinocular Open Eyes Fan R	三眼開眼扇 R
Heli Fan R	赫利扇 R
Crane Hermit Fan R	鶴仙流扇 R
Elegance Fan	優雅扇
Rocket R	火箭 R
Thai Rocket R	泰火箭 R
Jet Turbine Cannon R	噴射渦輪砲 R
Black Hole Rocket R	黑洞火箭 R
Flower R	花 R
Super King Flower R	超王花 R
Silver Knight R	銀騎士 R
Blue Planet R	藍色星球 R
Empty Warhead R	空彈頭 R
Oversized Lollipop R	超大棒棒糖 R
Choking Red Candy R	嗆紅糖 R
Peppermint Lollipop R	薄荷棒棒糖 R
Frozen Candy R	冰凍糖 R
Huge Planck R	巨大普朗克 R
Magical Aroma Club R	魔法香氣棍棒 R
Huge Force Club R	巨大力量棍棒 R
Prelude Drum R	序曲鼓 R
Sound Storm Drum R	音暴鼓 R
Shiny Drum R	閃亮鼓 R
Great Saiyaman	偉大賽亞人
Smiling Mask R	微笑面具 R
Calm Mask R	平靜面具 R
Joking Mask R	玩笑面具 R
Beast Mask R	野獸面具 R
Retro Mask R	復古面具 R
Enigmatic Mask R	謎樣面具 R
Mystery Mask R	神秘面具 R
Combat Intructor Gear (Top) R	戰鬥指導員裝備（上）R
Combat Intructor Gear (Pants) R	戰鬥指導員裝備（下裝）R
Combat Intructor Gear (Shoes) R	戰鬥指導員裝備（鞋）R
Professional Combat Equipment (Top) R	專業戰鬥裝備（上）R
Professional Combat Equipment (Pants) R	專業戰鬥裝備（下裝）R
Professional Combat Equipment (Shoes) R	專業戰鬥裝備（鞋）R
Classic Rubber Sugar (Top) R	經典橡膠糖（上）R
