原文	填写中文
Motorized Infantry Suit (Top) L	機動步兵套裝（上衣）L
Motorized Infantry Suit (Shoes) L	機動步兵套裝（鞋子）L
Motorized Infantry Suit (Pants) L	機動步兵套裝（下裝）L
Meteor Gunmen Clothes (Top) R	流星槍手服裝（上衣）R
Meteor Gunmen Clothes (Top) L	流星槍手服裝（上衣）L
Meteor Gunmen Clothes (Shoes) R	流星槍手服裝（鞋子）R
Meteor Gunmen Clothes (Shoes) L	流星槍手服裝（鞋子）L
Meteor Gunmen Clothes (Pants) R	流星槍手服裝（下裝）R
Meteor Gunmen Clothes (Pants) L	流星槍手服裝（下裝）L
Magic Keeper Clothes (Top) R	魔法守護者服裝（上衣）R
Magic Keeper Clothes (Top) L	魔法守護者服裝（上衣）L
Magic Keeper Clothes (Shoes) R	魔法守護者服裝（鞋子）R
Magic Keeper Clothes (Shoes) L	魔法守護者服裝（鞋子）L
Magic Keeper Clothes (Pants) R	魔法守護者服裝（下裝）R
Magic Keeper Clothes (Pants) L	魔法守護者服裝（下裝）L
Lotus Magic Suit Night Suit(Top) R	蓮花魔法套裝夜間版（上衣）R
Lotus Magic Suit Night Suit(Shoes) R	蓮花魔法套裝夜間版（鞋子）R
Lotus Magic Suit Night Suit(Pants) R	蓮花魔法套裝夜間版（下裝）R
Lotus Magic Suit Night Suit (Top) L	蓮花魔法套裝夜間版（上衣）L
Lotus Magic Suit Night Suit (Shoes) L	蓮花魔法套裝夜間版（鞋子）L
Lotus Magic Suit Night Suit (Pants) L	蓮花魔法套裝夜間版（下裝）L
Immortal Ultra Crane Suit Z (Top) L	不朽超鶴套裝 Z（上衣）L
Immortal Ultra Crane Suit Z (Shoes) L	不朽超鶴套裝 Z（鞋子）L
Immortal Ultra Crane Suit Z (Pants) L	不朽超鶴套裝 Z（下裝）L
Dragon Authority Fan R	龍權扇 R
Day-Night Broadwood Clothes (Top) R	日夜闊木服裝（上衣）R
Day-Night Broadwood Clothes (Top) L	日夜闊木服裝（上衣）L
Day-Night Broadwood Clothes (Shoes) R	日夜闊木服裝（鞋子）R
Day-Night Broadwood Clothes (Shoes) L	日夜闊木服裝（鞋子）L
Day-Night Broadwood Clothes (Pants) R	日夜闊木服裝（下裝）R
Day-Night Broadwood Clothes (Pants) L	日夜闊木服裝（下裝）L
Combat Training Suit (Top) L	戰鬥訓練套裝（上衣）L
Combat Training Suit (Shoes) L	戰鬥訓練套裝（鞋子）L
Combat Training Suit (Pants) L	戰鬥訓練套裝（下裝）L
Classic CC Budo Clothes (Top) R	經典 CC 武道服裝（上衣）R
Classic CC Budo Clothes (Shoes) R	經典 CC 武道服裝（鞋子）R
Classic CC Budo Clothes (Pants) R	經典 CC 武道服裝（下裝）R
Capsule Machine Rare Necklace R	膠囊機稀有項鍊 R
Capsule Flash Gun L	膠囊閃光槍 L
Aloha Outfit Type C	阿羅哈服裝 Type C
Aloha Outfit Type B	阿羅哈服裝 Type B
Aloha Outfit Type A	阿羅哈服裝 Type A
Aloha Dogi Capsule	阿羅哈武道服膠囊
Akaza Outfit	猗窩座服裝
Akatsuki Outfit	曉組織服裝
Airport Ticket Machine	機場售票機
Air Capsule Machines	空中膠囊機
Air Capsule Machine CL-70	空中膠囊機 CL-70
Air Capsule Machine CL-60	空中膠囊機 CL-60
Air Capsule Machine CL-50	空中膠囊機 CL-50
Air Capsule Machine CL-40	空中膠囊機 CL-40
Air Capsule Machine CL-30	空中膠囊機 CL-30
Air Capsule Machine CL-20	空中膠囊機 CL-20
Air Capsule Machine CL-10	空中膠囊機 CL-10
Air Capsule Machine CL-1	空中膠囊機 CL-1
Advanced Weapon Upgrade Stone U70 Capsule [5x]	高級武器強化石 U70 膠囊［5×］
Advanced Weapon Upgrade Stone U60 Capsule [5x]	高級武器強化石 U60 膠囊［5×］
50x Amor Lv 85 Stone	50× 防具 Lv85 石
50x Amor Lv 80 Stone	50× 防具 Lv80 石
30Lv Recipe Chest	30 級配方箱
23° Tournament Goku	第 23 屆天下一武道會悟空
20 Weapon Coupon Lv70 [1 Year]	20 武器優惠券 Lv70［1 年］
12 Weapon Coupon LV60 [1 Day]	12 武器優惠券 Lv60［1 天］
10 Weapon Coupon [1 Day]	10 武器優惠券［1 天］
(Spiritualist) Potion Super Saiyan Daima	（精神師）藥水超級賽亞人 DAIMA
(Martial) Potion Super Saiyan Daima	（武道）藥水超級賽亞人 DAIMA
(Namek)Dragon Shen Boots	（那美克）龍神靴
(Majin)Dragon Shen Boots	（魔人）龍神靴
(Human)Dragon Shen Boots	（人類）龍神靴
Vegetable	蔬菜
Titles	稱號
The acquisition of skills!\nPower UP (Wonder Majin)	習得技能！\n強化（意魔人）
The acquisition of skills!\nPower UP (Spiritualist)	習得技能！\n強化（精神師）
The acquisition of skills!\nCounter Attack (Wonder Majin)	習得技能！\n反擊（意魔人）
The acquisition of skills!\nCounter Attack (Warrior)	習得技能！\n反擊（戰士）
The acquisition of skills!\nCounter Attack (Dragon Clan)	習得技能！\n反擊（龍族）
Rhinestone	萊茵石
Petrification	石化
Petrifaction	石化
Namekians	那美克人
Dragonhide	龍皮
Clothesline	晾衣繩
Battlesuit	戰鬥服
Vampa Beetle	凡帕甲蟲
UD Shop	UD 商店
Spirit Bond	精神連結
Plundering Bat	掠奪蝙蝠
Ki Shot IV	氣彈 IV
Ki Shot III	氣彈 III
Ki Shot II	氣彈 II
Ki Shot I	氣彈 I
Kame's House	龜仙人的家
Hakai Ascend Kit	破壞升階套組
Flash Grenade IV	閃光榴彈 IV
Flash Grenade III	閃光榴彈 III
Flash Grenade II	閃光榴彈 II
Flash Grenade I	閃光榴彈 I
(Wonder) Potion SaibaMajin	（意）藥水菜花魔人
(Might) Potion SaibaMajin	（力）藥水菜花魔人
increases attack and defense elements by %s.	攻擊與防禦屬性提升 %s。
Alternate Super Powerful Magic Earring TYPE-C Recipe	異界超強力魔法耳環 TYPE-C 配方
Alternate Super Powerful Ghost Earring TYPE-B Recipe	異界超強力幽靈耳環 TYPE-B 配方
Recipe for Gloves of Blazing Fire B (Shadow Knight)	熾焰火手套 B 配方（影騎士）
2B Outfit	2B 服裝
A Reimagined Outfit.	重新構思的服裝。
A Georgious Xeno Vegetto Outfit	華麗異次元貝吉特服裝
A Georgious Vegeta Outfit	華麗貝吉塔服裝
A Georgious Goku Outfit	華麗悟空服裝
