原文	填写中文
Swimsuit Capsule	泳裝膠囊
Security Password	安全密碼
Rainbow Pet Capsules	彩虹寵物膠囊
Rainbow Pet Capsule	彩虹寵物膠囊
Pet Seal Box [5x]	寵物封印禮包［5×］
Pet Seal Box [1x]	寵物封印禮包［1×］
Pet Seal Box	寵物封印禮包
EV Pet Seal Box	EV 寵物封印禮包
Password Screen	密碼畫面
Password Death Scroll	密碼死亡卷軸
Namekian Art Necklace	那美克藝術項鍊
Namek T Compressed Pants	那美克 T 壓縮下裝
Namek Sage Suit	那美克賢者套裝
Namek Hero Shoes	那美克英雄鞋子
Namek Hammer Shoes	那美克錘鞋
Namek Fountain Spring	那美克噴泉
Namek Cotton Cool Pants	那美克棉質清涼下裝
Namek Cool Short Pants	那美克清涼短褲
Namekian Style Magic Top	那美克風格魔法上衣
Namek Style Pants	那美克風格下裝
Namek Newbie CC Pants	那美克新手 CC 下裝
Little Dragon Clan Shoes	小龍族鞋子
Korin Demonhunter Top	花梨獵魔人上衣
Korin Tower Staff	花梨塔杖
Korin Totem Staff	花梨圖騰杖
Korin Totem Gauntlets	花梨圖騰護手
P Korin Totem Gauntlets	P 花梨圖騰護手
Junior Capsule Staff	初級膠囊杖
Hope Dragon Bark Shoes	希望之龍樹皮鞋
Hope Dragon Staff	希望之龍杖
Secret Hope Dragon Staff	秘密希望之龍杖
Hailstone Gloves	冰雹手套
Guild Armor Penetration	公會破甲
God Dragon Teeth Shoes	神龍牙鞋
God Dragon Loyalty Top	神龍忠誠上衣
God Dragon Loyalty Shoes	神龍忠誠鞋子
God Dragon Loyalty Pants	神龍忠誠下裝
God Dragon Totem Staff	神龍圖騰杖
God Dragon Gloves	神龍手套
P God Dragon Gauntlets	P 神龍護手
E God Dragon Gauntlets	E 神龍護手
Glory of Namek Staff	那美克榮耀杖
Gerinovitch Honor Top	傑里諾維奇榮譽上衣
Fierce Dragon Gauntlets	兇猛之龍護手
Featuring Dr. Stone	聯名：Dr.STONE
Featuring Capsule Corp.	聯名：膠囊公司
Exquisite Namek Pants	精緻那美克下裝
Explorer Clothes Capsule	探險家服裝膠囊
Encompassing Necklace	環抱項鍊
E Dragon Bone Gauntlets	E 龍骨護手
E Death Dragon Gauntlets	E 死龍護手
E Blood Dragon Gauntlets	E 血龍護手
P Blood Dragon Gauntlets	P 血龍護手
Dragonhide Gloves	龍皮手套
Dragon Wing Speed Gloves	龍翼速度手套
Dragon Wing Focus Gloves	龍翼專注手套
Dragon Tooth Shoes	龍牙鞋子
Dragon Thorn Staff	龍刺杖
Dragon Sharp Wing Gloves	龍銳翼手套
Dragon River Bus Stop	龍河公車站
Dragon Rapid Wing Gloves	龍疾翼手套
Dragon Elite Wing Gloves	龍菁英翼手套
Dragon Claw Sword	龍爪劍
Dragon Beard Shoes	龍鬚鞋子
Dragon Hermit Necklace	龍隱士項鍊
Dark Dragon Bone Gloves	黑暗龍骨手套
Cyandragon Scale Pants	青龍鱗下裝
Cowry Dragon Clan Shoes	貝殼龍族鞋子
Chopped Dragon Sword	斬龍劍
CC Namek Hero Top	CC 那美克英雄上衣
CC Namek Hero Pants	CC 那美克英雄下裝
CC Namek Sharp Pants	CC 那美克銳利下裝
CC Namek Sharp Clothes	CC 那美克銳利服裝
Boxer Trumpet	拳手小號
Boxer Sword	拳手劍
Boxer Axe	拳手斧
Armored Knight Capsule	裝甲騎士膠囊
Allie's Gemstone Necklace	艾莉的寶石項鍊
Vegeta Armor [Namek Saga]	貝吉塔鎧甲［那美克篇］
Future Saiyan Armor	未來賽亞人鎧甲
Quest Ring [7 Days]	任務戒指［7 天］
Quest Ring [30 Minutes]	任務戒指［30 分鐘］
Quest Ring [30 Days]	任務戒指［30 天］
Quest Ring [3 Hours]	任務戒指［3 小時］
Quest Ring [15 Days]	任務戒指［15 天］
Quest Ring	任務戒指
Prestige Dragon Gauntlets	威望之龍護手
King of Dragon Gear (Top)	龍王之裝備（上衣）
Karinga Wolf Set Capsule	卡林加狼套裝膠囊
Green Dragon Scaled Pants	綠龍鱗下裝
Elite Korin Equip (Top)	菁英花梨裝備（上衣）
Elite Korin Equip (Shoes)	菁英花梨裝備（鞋子）
Elite Korin Equip (Pants)	菁英花梨裝備（下裝）
Dragon Shen Pants N	神龍下裝 N
Dragon Shen Pants M	神龍下裝 M
Dragon Shen Pants H	神龍下裝 H
Dragon Shen Armor N	神龍鎧甲 N
Dragon Shen Armor M	神龍鎧甲 M
Dragon Shen Armor H	神龍鎧甲 H
(Namek)Dragon Shen Pants	（那美克）神龍下裝
(Namek)Dragon Shen Armor	（那美克）神龍鎧甲
(Majin)Dragon Shen Pants	（魔人）神龍下裝
(Majin)Dragon Shen Armor	（魔人）神龍鎧甲
(Human)Dragon Shen Pants	（人類）神龍下裝
(Human)Dragon Shen Armor	（人類）神龍鎧甲
Capsule Machine Rare Ring	扭蛋機稀有戒指
50x ArmorStones	50× 防具強化石
Rising Dragon Ring TYPE-A	昇龍戒指 TYPE-A
Rising Dragon Ring TYPE-B	昇龍戒指 TYPE-B
Rising Dragon Ring TYPE-C	昇龍戒指 TYPE-C
Passion Shoes	熱情鞋子
Passion Pants	熱情下裝
Passion Earring	熱情耳環
Passion Armor	熱情鎧甲
Passion Agility Magic Top	熱情敏捷魔法上衣
Passionate Trumpet	熱情小號
Paython Dragon Clan Suit	派森龍族套裝
Guz Dragon Clan Pants	古茲龍族下裝
Devil Monitering Raider	惡魔監控襲擊者
David's Key Ring	大衛的鑰匙圈
