原文	填写中文
Dark Devil Gold Coin Title (Dec)	暗魔金幣稱號（12 月）
Dark Devil Gold Coin Title (Aug)	暗魔金幣稱號（8 月）
Dark Devil Gold Coin Title (Apr)	暗魔金幣稱號（4 月）
Dark Clouds Scroll	烏雲卷軸
Dance Club Majin Clothes	舞廳魔人服裝
Damaged Goku GI	受損悟空武道服
Daily Package Upgrade Stones	每日禮包強化石
Daily Package Silver Box 100%	每日禮包銀箱 100%
Daily Package Shenron Coin	每日禮包神龍幣
Daily Package Event Coin	每日禮包活動幣
Dabura Outfit [Red]	達布拉服裝［紅］
DBO Trailer Outfit	DBO 預告服裝
DBO First Anniversary Coin	DBO 一週年幣
DBO First Anniversary Capsule	DBO 一週年膠囊
DBO Anniversary Capsule	DBO 週年膠囊
Cute Shiny Trumpet	可愛閃亮小號
Cry Day Trumpet	哭泣日小號
Cross Charm Clothes	十字護符服裝
Crit Increasing Capsule	暴擊提升膠囊
Crimson Warrior Scroll	深紅戰士卷軸
Crimson Short Clothes	深紅短褲服裝
Crate of Pickled Vegetables	一箱醃菜
Cranberry Juice [Namek]	蔓越莓汁［那美克］
Cowboy Outfit(type I)	牛仔服裝（type I）
Cowboy Outfit(type H)	牛仔服裝（type H）
Cowboy Outfit(type G)	牛仔服裝（type G）
Cowboy Outfit(type F)	牛仔服裝（type F）
Capsule Explosion-ATK	膠囊爆炸－攻擊
Capsule Explosion	膠囊爆炸
Capsule Corp Vaccine	膠囊公司疫苗
Capsule Corp Therapeutics	膠囊公司療法
Capsule Corp Repair Equipment	膠囊公司修理設備
Capsule Analysis Chip Z	膠囊分析晶片 Z
Capsule Analysis Chip X	膠囊分析晶片 X
Capsule Analysis Chip S	膠囊分析晶片 S
Capsule Analysis Chip M	膠囊分析晶片 M
CM Knight Outfit Set	CM 騎士服裝套組
CM Knight Costume Capsule	CM 騎士造型膠囊
CCBD 175 Top Recipe (Physical-Majin)	CCBD 175 上衣配方（物理－魔人）
CCBD 175 Top Recipe (Physical-Human)	CCBD 175 上衣配方（物理－人類）
CCBD 175 Top Recipe (Energy-Majin)	CCBD 175 上衣配方（能量－魔人）
CCBD 175 Top Recipe (Energy-Human)	CCBD 175 上衣配方（能量－人類）
CCBD 175 Pants Recipe (Physical-Majin)	CCBD 175 下裝配方（物理－魔人）
CCBD 175 Pants Recipe (Physical-Human)	CCBD 175 下裝配方（物理－人類）
CCBD 175 Pants Recipe (Energy-Majin)	CCBD 175 下裝配方（能量－魔人）
CCBD 175 Pants Recipe (Energy-Human)	CCBD 175 下裝配方（能量－人類）
CCBD 175 Boots Recipe (Physical-Namek)	CCBD 175 靴配方（物理－那美克）
CCBD 175 Boots Recipe (Physical-Majin)	CCBD 175 靴配方（物理－魔人）
CCBD 175 Boots Recipe (Physical-Human)	CCBD 175 靴配方（物理－人類）
CCBD 175 Boots Recipe (Energy-Namek)	CCBD 175 靴配方（能量－那美克）
CCBD 175 Boots Recipe (Energy-Majin)	CCBD 175 靴配方（能量－魔人）
CCBD 175 Boots Recipe (Energy-Human)	CCBD 175 靴配方（能量－人類）
CCBD 150 Top Recipe (Physical-Majin)	CCBD 150 上衣配方（物理－魔人）
CCBD 150 Top Recipe (Physical-Human)	CCBD 150 上衣配方（物理－人類）
CCBD 150 Top Recipe (Energy-Majin)	CCBD 150 上衣配方（能量－魔人）
CCBD 150 Top Recipe (Energy-Human)	CCBD 150 上衣配方（能量－人類）
CCBD 150 Pants Recipe (Physical-Majin)	CCBD 150 下裝配方（物理－魔人）
CCBD 150 Pants Recipe (Physical-Human)	CCBD 150 下裝配方（物理－人類）
CCBD 150 Pants Recipe (Energy-Majin)	CCBD 150 下裝配方（能量－魔人）
CCBD 150 Pants Recipe (Energy-Human)	CCBD 150 下裝配方（能量－人類）
CCBD 150 Boots Recipe (Physical-Namek)	CCBD 150 靴配方（物理－那美克）
CCBD 150 Boots Recipe (Physical-Majin)	CCBD 150 靴配方（物理－魔人）
CCBD 150 Boots Recipe (Physical-Human)	CCBD 150 靴配方（物理－人類）
CCBD 150 Boots Recipe (Energy-Namek)	CCBD 150 靴配方（能量－那美克）
CCBD 150 Boots Recipe (Energy-Majin)	CCBD 150 靴配方（能量－魔人）
CCBD 150 Boots Recipe (Energy-Human)	CCBD 150 靴配方（能量－人類）
CC37 Goku BOSS7	CC37 悟空 BOSS7
CC Namek Hero Coat	CC 那美克英雄外套
CC Modified Space Suit	CC 改裝太空套裝
