原文	填写中文
E Fickle Gauntlets	E 善變護手
E Hard Gauntlets	E 堅硬護手
E Fat Gauntlets	E 厚實護手
E Main Copper Gauntlets	E 主銅護手
E Police Strenght Gauntlets	E 警察力量護手
E Quicksand Gauntlets	E 流沙護手
E Bear Gauntlets	E 熊護手
E Grey Gauntlets	E 灰護手
E Shock Gauntlets	E 衝擊護手
E Useless Killer Gauntlets	E 無用殺手護手
E Antiques Gauntlets	E 古董護手
E Abnormal Gauntlets	E 異常護手
E Vermilion Gauntlets	E 硃紅護手
Limited Beta Gauntlets EX	限定 Beta 護手 EX
E Peace Gauntlets	E 和平護手
Ascetic Gauntlets	苦行護手
Insight Gauntlets	洞見護手
Ruthless Gauntlets	無情護手
Hermit Gauntlets	隱士護手
Angel Gloves	天使手套
Magic Heat Gloves	魔法熱手套
Giant Reptile Gloves	巨蜥手套
Holy Light Gloves	聖光手套
Magic God King Gloves	魔法神王手套
Old-Age Staff	老年杖
Intense Flash Staff	強烈閃光杖
Diffusion Staff	擴散杖
Gamma Limited Staff EX	Gamma 限定杖 EX
Burst Staff	爆發杖
Immortal Earth Staff	不朽大地杖
Creative Staff	創造杖
Raw Hell Staff	原始地獄杖
Shine Z Staff	閃耀 Z 杖
Ding-Dong Bell Staff	叮咚鈴杖
Milacron Z Staff	米拉克隆 Z 杖
Holic Z Staff	霍利克 Z 杖
Emptiness Staff	虛空杖
Scourge Magic Staff	災厄魔法杖
Oneworld Staff	一界杖
Simple Hunting	簡易狩獵
Fire Saboteur Gun	火焰破壞槍
Assault Gun	突擊槍
Hunter Wings	獵人翼
Evil Smite Claws	邪惡打擊爪
Storm Hit Claws	暴風擊爪
Back Street Claws	後街爪
Great War Claws	大戰爪
Practitioner Sneak Claws	修行者潛行爪
Sea Wave Claws	海浪爪
Heaven Claws	天堂爪
Dark Envoy Claws	黑暗使者爪
Diseases Claws	疾病爪
Glass Claws	玻璃爪
Heartbroken Claws	心碎爪
Cruel Axe	殘酷斧
Gothic Force Axe	哥德力量斧
Symmetric Opening Axe	對稱開啟斧
Machinery Axe	機械斧
Lightning Rejuvenation Axe	雷電回春斧
Die-Hard Axe	頑強斧
Tech Fashion Axe	科技時尚斧
Giant Shaving Axe	巨型刮刀斧
Mountain Axe	山岳斧
Milacron Z Axe	米拉克隆 Z 斧
Injected Wild Axe	注入野生斧
Emptiness Axe	虛空斧
Purgatory Magic Gem	煉獄魔法寶石
Magic Industry Crystal Gem	魔法工業水晶寶石
Evocation Gem	召喚寶石
Mirage Crystal Gem	海市蜃樓水晶寶石
Phantom Crystal Gem	幻影水晶寶石
New Phantom Crystal Gem	新幻影水晶寶石
