原文	填写中文
No-Limit Blood Combat Shoes TYPE-A	無限制血戰鞋 TYPE-A
Invincible Blood Combat Pants TYPE-A	無敵血戰下裝 TYPE-A
Invincible Blood Combat Shoes TYPE-A	無敵血戰鞋 TYPE-A
Powerful Blood Combat Pants TYPE-A	強力血戰下裝 TYPE-A
Powerful Blood Combat Shoes TYPE-A	強力血戰鞋 TYPE-A
Grand Blood Combat Pants TYPE-A	宏偉血戰下裝 TYPE-A
Grand Blood Combat Shoes TYPE-A	宏偉血戰鞋 TYPE-A
Era of Blood Combat Pants TYPE-A	血戰時代下裝 TYPE-A
Era of Blood Combat Shoes TYPE-A	血戰時代鞋 TYPE-A
Grand Speed Combat Pants TYPE-A	宏偉速度戰下裝 TYPE-A
Grand Speed Combat Shoes TYPE-A	宏偉速度戰鞋 TYPE-A
Era of Speed Combat Pants TYPE-A	速度戰時代下裝 TYPE-A
Era of Speed Combat Shoes TYPE-A	速度戰時代鞋 TYPE-A
Blood Combat Pants TYPE-B	血戰下裝 TYPE-B
Blood Combat Shoes TYPE-B	血戰鞋 TYPE-B
Super Blood Combat Pants TYPE-B	超血戰下裝 TYPE-B
Super Blood Combat Shoes TYPE-B	超血戰鞋 TYPE-B
Ultimate Blood Combat Pants TYPE-B	究極血戰下裝 TYPE-B
Ultimate Blood Combat Shoes TYPE-B	究極血戰鞋 TYPE-B
No-Limit Blood Combat Pants TYPE-B	無限制血戰下裝 TYPE-B
No-Limit Blood Combat Shoes TYPE-B	無限制血戰鞋 TYPE-B
Invincible Blood Combat Pants TYPE-B	無敵血戰下裝 TYPE-B
Invincible Blood Combat Shoes TYPE-B	無敵血戰鞋 TYPE-B
Powerful Blood Combat Pants TYPE-B	強力血戰下裝 TYPE-B
Powerful Blood Combat Shoes TYPE-B	強力血戰鞋 TYPE-B
Grand Blood Combat Pants TYPE-B	宏偉血戰下裝 TYPE-B
Grand Blood Combat Shoes TYPE-B	宏偉血戰鞋 TYPE-B
Era of Blood Combat Pants TYPE-B	血戰時代下裝 TYPE-B
Era of Blood Combat Shoes TYPE-B	血戰時代鞋 TYPE-B
Grand Speed Combat Pants TYPE-B	宏偉速度戰下裝 TYPE-B
Grand Speed Combat Shoes TYPE-B	宏偉速度戰鞋 TYPE-B
Era of Speed Combat Pants TYPE-B	速度戰時代下裝 TYPE-B
Era of Speed Combat Shoes TYPE-B	速度戰時代鞋 TYPE-B
Blood Combat Pants TYPE-C	血戰下裝 TYPE-C
Blood Combat Shoes TYPE-C	血戰鞋 TYPE-C
Super Blood Combat Pants TYPE-C	超血戰下裝 TYPE-C
Super Blood Combat Shoes TYPE-C	超血戰鞋 TYPE-C
Ultimate Blood Combat Pants TYPE-C	究極血戰下裝 TYPE-C
Ultimate Blood Combat Shoes TYPE-C	究極血戰鞋 TYPE-C
No-Limit Blood Combat Pants TYPE-C	無限制血戰下裝 TYPE-C
No-Limit Blood Combat Shoes TYPE-C	無限制血戰鞋 TYPE-C
Invincible Blood Combat Pants TYPE-C	無敵血戰下裝 TYPE-C
Invincible Blood Combat Shoes TYPE-C	無敵血戰鞋 TYPE-C
Powerful Blood Combat Pants TYPE-C	強力血戰下裝 TYPE-C
Powerful Blood Combat Shoes TYPE-C	強力血戰鞋 TYPE-C
Grand Blood Combat Pants TYPE-C	宏偉血戰下裝 TYPE-C
Grand Blood Combat Shoes TYPE-C	宏偉血戰鞋 TYPE-C
Era of Blood Combat Pants TYPE-C	血戰時代下裝 TYPE-C
Era of Blood Combat Shoes TYPE-C	血戰時代鞋 TYPE-C
Grand Speed Combat Pants TYPE-C	宏偉速度戰下裝 TYPE-C
Grand Speed Combat Shoes TYPE-C	宏偉速度戰鞋 TYPE-C
Era of Speed Combat Pants TYPE-C	速度戰時代下裝 TYPE-C
Era of Speed Combat Shoes TYPE-C	速度戰時代鞋 TYPE-C
Temporary Item	臨時道具
Era of Energy TYPE-A	能量時代 TYPE-A
Era of Energy Necklace TYPE-A	能量時代項鍊 TYPE-A
Era of Soul TYPE-B	靈魂時代 TYPE-B
Era of Energy TYPE-C	能量時代 TYPE-C
Era of Energy Necklace TYPE-C	能量時代項鍊 TYPE-C
Era of Mystic TYPE-A	神秘時代 TYPE-A
Era of Mystic Necklace TYPE-A	神秘時代項鍊 TYPE-A
Era of Oversoul TYPE-B	超魂時代 TYPE-B
Era of Oversoul Necklace TYPE-B	超魂時代項鍊 TYPE-B
Era of Mystic TYPE-C	神秘時代 TYPE-C
Era of Mystic Necklace TYPE-C	神秘時代項鍊 TYPE-C
Era of Magic TYPE-A	魔法時代 TYPE-A
Era of Magic Necklace TYPE-A	魔法時代項鍊 TYPE-A
Era of Evil TYPE-B	邪惡時代 TYPE-B
Era of Evil Necklace TYPE-B	邪惡時代項鍊 TYPE-B
Era of Magic TYPE-C	魔法時代 TYPE-C
Era of Magic Necklace TYPE-C	魔法時代項鍊 TYPE-C
Super Era Necklace TYPE-A	超時代項鍊 TYPE-A
Super Era Necklace TYPE-B	超時代項鍊 TYPE-B
Super Era Necklace TYPE-C	超時代項鍊 TYPE-C
