原文	填写中文
[Recipe] Ultra Giant Wedding Gloves L	［配方］超巨型婚禮手套 L
[Recipe] Super Satan Anniversary Edition L	［配方］超撒旦週年紀念版 L
[Recipe] Giant Wedding Gloves L	［配方］巨型婚禮手套 L
[Recipe] Giant Puu Wedding Gloves L	［配方］巨型普烏婚禮手套 L
[Recipe] Best Giant Wedding Gloves L	［配方］最佳巨型婚禮手套 L
[Recipe] Awesome Giant Wedding Gloves L	［配方］超棒巨型婚禮手套 L
Surprise Whirlwind Clothes (Top) R	驚喜旋風服裝（上衣）R
Surprise Whirlwind Clothes (Top) L	驚喜旋風服裝（上衣）L
Surprise Whirlwind Clothes (Shoes) R	驚喜旋風服裝（鞋子）R
Surprise Whirlwind Clothes (Shoes) L	驚喜旋風服裝（鞋子）L
Surprise Whirlwind Clothes (Pants) R	驚喜旋風服裝（下裝）R
Surprise Whirlwind Clothes (Pants) L	驚喜旋風服裝（下裝）L
Special Injected Pilot Clothes (Top) R	特殊注入飛行員服裝（上衣）R
Special Injected Pilot Clothes (Top) L	特殊注入飛行員服裝（上衣）L
Special Injected Pilot Clothes (Shoes) R	特殊注入飛行員服裝（鞋子）R
Special Injected Pilot Clothes (Shoes) L	特殊注入飛行員服裝（鞋子）L
Special Injected Pilot Clothes (Pants) R	特殊注入飛行員服裝（下裝）R
Special Injected Pilot Clothes (Pants) L	特殊注入飛行員服裝（下裝）L
Shooting Star Wave Suit (Top) R	流星波套裝（上衣）R
Shooting Star Wave Suit (Top) L	流星波套裝（上衣）L
Shooting Star Wave Suit (Shoes) R	流星波套裝（鞋子）R
Shooting Star Wave Suit (Shoes) L	流星波套裝（鞋子）L
Shooting Star Wave Suit (Pants) R	流星波套裝（下裝）R
Shooting Star Wave Suit (Pants) L	流星波套裝（下裝）L
Shooting Star Scroll R	流星卷軸 R
Seven Dragon Ball Award R	七龍珠獎 R
Scroll of Origins R	起源卷軸 R
Scroll of Origins L	起源卷軸 L
Scroll of Emptiness R	虛無卷軸 R
Scroll of Emptiness L	虛無卷軸 L
Raptor Turtle Clothes (Top) R	迅猛龜服裝（上衣）R
Raptor Turtle Clothes (Top) L	迅猛龜服裝（上衣）L
Raptor Turtle Clothes (Shoes) R	迅猛龜服裝（鞋子）R
Raptor Turtle Clothes (Shoes) L	迅猛龜服裝（鞋子）L
Raptor Turtle Clothes (Pants) R	迅猛龜服裝（下裝）R
Raptor Turtle Clothes (Pants) L	迅猛龜服裝（下裝）L
Raptor Crane Clothes (Top) R	迅猛鶴服裝（上衣）R
Raptor Crane Clothes (Top) L	迅猛鶴服裝（上衣）L
Raptor Crane Clothes (Shoes) R	迅猛鶴服裝（鞋子）R
Raptor Crane Clothes (Shoes) L	迅猛鶴服裝（鞋子）L
Raptor Crane Clothes (Pants) R	迅猛鶴服裝（下裝）R
Raptor Crane Clothes (Pants) L	迅猛鶴服裝（下裝）L
Prism Dragon R	棱鏡龍 R
Prayer Scroll R	祈禱卷軸 R
Prayer Scroll L	祈禱卷軸 L
Plastic Trumpet R	塑膠小號 R
Plastic Trumpet L	塑膠小號 L
Photon Weapon R	光子武器 R
Photon Weapon L	光子武器 L
Ocean Trumpet R	海洋小號 R
Heart Magic Pill L	心之魔力藥丸 L
Heart Life Pill L	心之生命藥丸 L
Hope Dragon Gem R	希望龍寶石 R
God Dragon Scroll R	神龍卷軸 R
God Dragon Fan R	神龍扇 R
Glory Stone R	榮耀石 R
Glory Stone L	榮耀石 L
Glass Dragon Fly R	玻璃龍蠅 R
Gemstone Wand R	寶石魔杖 R
Gemstone Wand L	寶石魔杖 L
Dragonwing Fan R	龍翼扇 R
Dragonheart Wand R	龍心魔杖 R
Dragon Saboteur Gun L	龍破壞槍 L
Dragon Roar Horn R	龍吼號角 R
Dragon Rifle R	龍步槍 R
Dragon Rifle L	龍步槍 L
Dragon Industry Scroll R	龍產業卷軸 R
Dragon Howl Drum R	龍嚎鼓 R
Dragon Horn R	龍角 R
Lucky Stone Symbol L	幸運石符印 L
Lucky Crystal Stone Symbol L	幸運水晶石符印 L
Injection Turbine Trumpet R	注入渦輪小號 R
Injection Turbine Trumpet L	注入渦輪小號 L
Inferior Wave Scroll R	劣等波卷軸 R
Encompassing Mask R	涵蓋面具 R
Encompassing Mask L	涵蓋面具 L
Every Day Space Suit (Top) R	日常太空套裝（上衣）R
Every Day Space Suit (Top) L	日常太空套裝（上衣）L
Every Day Space Suit (Shoes) R	日常太空套裝（鞋子）R
Every Day Space Suit (Shoes) L	日常太空套裝（鞋子）L
Every Day Space Suit (Pants) R	日常太空套裝（下裝）R
Every Day Space Suit (Pants) L	日常太空套裝（下裝）L
Grant Chief Lotus Magic Suit (Top) R	大酋長蓮花魔法套裝（上衣）R
Grant Chief Lotus Magic Suit (Top) L	大酋長蓮花魔法套裝（上衣）L
Grant Chief Lotus Magic Suit (Shoes) R	大酋長蓮花魔法套裝（鞋子）R
Grant Chief Lotus Magic Suit (Shoes) L	大酋長蓮花魔法套裝（鞋子）L
Grant Chief Lotus Magic Suit (Pants) R	大酋長蓮花魔法套裝（下裝）R
Grant Chief Lotus Magic Suit (Pants) L	大酋長蓮花魔法套裝（下裝）L
God Magic Bucket Clothes (Top) R	神魔法桶服裝（上衣）R
God Magic Bucket Clothes (Top) L	神魔法桶服裝（上衣）L
God Magic Bucket Clothes (Shoes) R	神魔法桶服裝（鞋子）R
God Magic Bucket Clothes (Shoes) L	神魔法桶服裝（鞋子）L
God Magic Bucket Clothes (Pants) R	神魔法桶服裝（下裝）R
God Magic Bucket Clothes (Pants) L	神魔法桶服裝（下裝）L
Galaxy Lotus Magic Suit (Top) R	銀河蓮花魔法套裝（上衣）R
Galaxy Lotus Magic Suit (Top) L	銀河蓮花魔法套裝（上衣）L
Galaxy Lotus Magic Suit (Shoes) R	銀河蓮花魔法套裝（鞋子）R
Galaxy Lotus Magic Suit (Shoes) L	銀河蓮花魔法套裝（鞋子）L
Galaxy Lotus Magic Suit (Pants) R	銀河蓮花魔法套裝（下裝）R
Galaxy Lotus Magic Suit (Pants) L	銀河蓮花魔法套裝（下裝）L
Magic Comfort Suit Star Edition (Top) R	魔法舒適套裝星版（上衣）R
Magic Comfort Suit Star Edition (Top) L	魔法舒適套裝星版（上衣）L
Magic Comfort Suit Star Edition (Shoes) R	魔法舒適套裝星版（鞋子）R
Magic Comfort Suit Star Edition (Shoes) L	魔法舒適套裝星版（鞋子）L
Magic Comfort Suit Star Edition (Pants) R	魔法舒適套裝星版（下裝）R
Magic Comfort Suit Star Edition (Pants) L	魔法舒適套裝星版（下裝）L
Magic Comfort Suit Dawn Edition (Top) R	魔法舒適套裝黎明版（上衣）R
Magic Comfort Suit Dawn Edition (Top) L	魔法舒適套裝黎明版（上衣）L
