原文	填写中文
Super Powerful Speed Combat Armor TYPE-C Recipe	超強力速度戰鬥鎧甲 TYPE-C 配方
Super Powerful Speed Combat Armor TYPE-B Recipe	超強力速度戰鬥鎧甲 TYPE-B 配方
Super Powerful Scroll of Emptiness Recipe	超強力虛無卷軸配方
Super Powerful Blood Combat Armor TYPE-C Recipe	超強力血戰鎧甲 TYPE-C 配方
Super Powerful Blood Combat Armor TYPE-B Recipe	超強力血戰鎧甲 TYPE-B 配方
Super Powerful Blood Combat Armor TYPE-A Recipe	超強力血戰鎧甲 TYPE-A 配方
Recipe for Scroll of Blazing Grace (Dende)	熾焰恩典卷軸配方（丹德）
Recipe for Blazing Moon Magic Stone (Poko)	熾月魔法石配方（波可）
Pandora's Capsule Lv15	潘朵拉膠囊 Lv15
Pandora's Capsule Lv14	潘朵拉膠囊 Lv14
Pandora's Capsule Lv13	潘朵拉膠囊 Lv13
Pandora Capsule LV12	潘朵拉膠囊 LV12
Pandora Capsule LV11	潘朵拉膠囊 LV11
Pandora Capsule LV10	潘朵拉膠囊 LV10
Pandora Capsule LV9	潘朵拉膠囊 LV9
Pandora Capsule LV8	潘朵拉膠囊 LV8
Pandora Capsule LV7	潘朵拉膠囊 LV7
Pandora Capsule LV6	潘朵拉膠囊 LV6
Pandora Capsule LV5	潘朵拉膠囊 LV5
Pandora Capsule LV4	潘朵拉膠囊 LV4
Pandora Capsule LV3	潘朵拉膠囊 LV3
Pandora Capsule LV2	潘朵拉膠囊 LV2
Pandora Capsule LV1	潘朵拉膠囊 LV1
Original Stone Capsule Fragment	原石膠囊碎片
Orange Namek	橘色那美克
Great Orange Namek	巨大橘色那美克
Namekian Training Gi	那美克訓練服
Namek Tree	那美克樹
Namek Newbie CC Boots	那美克新手 CC 靴
Mystic Namek	神秘那美克
Mirai Gohan Outfit	未來悟飯服裝
Mighty Majin Skill Master	強力魔人技能大師
Mighty Majin Advanced Skill Master	強力魔人進階技能大師
Mighty Majin Equipment Capsule	強力魔人裝備膠囊
Mascot Capsule	吉祥物膠囊
Martial Arts Equipment Capsule	武道裝備膠囊
Main Weapon	主武器
Main Weapon2	主武器2
Madara Weapon	斑武器
Lv80 Weapon	Lv80 武器
Lucky Stone Symbol X	幸運石符印 X
Lucky Stone Symbol S	幸運石符印 S
Lucky Stone Symbol M	幸運石符印 M
Lucky Crystal Stone Symbol S	幸運水晶石符印 S
Lucky Crystal Stone Symbol M	幸運水晶石符印 M
Lucky Crystal Stone Symbol	幸運水晶石符印
Lower Rank Dogi Stone (Recipe)	低階武道服石（配方）
Lower Rank Dogi Stone	低階武道服石
Large Capsule Kit	大型膠囊套組
Korin's Bell	花梨的鈴鐺
Korin Tower	花梨塔
Korin Guardian Outfit	花梨守護者服裝
Korin Forest Airfield	花梨森林機場
Korin Fishing Village	花梨漁村
Korin Ancient Forest Bus	花梨古代森林巴士
Korin Ancient Forest	花梨古代森林
Kid Goku	小悟空
Kid Gohan	小悟飯
Kid Gohan Set Capsule	小悟飯套裝膠囊
Kid Gohan Outfit	小悟飯服裝
Kid Gohan Hat	小悟飯帽
Kid Gohan Gi	小悟飯武道服
Invisible Scroll Transmog	隱形卷軸幻化
Infinite White Stone	無限白石
Increases Success Rate by %d (Passive)	成功率提升 %d（被動）
Increases Strength by %d (Passive)	力量提升 %d（被動）
Increases Soul by %d (Passive)	精神提升 %d（被動）
Increases Resistance Rate by %d (Passive)	抵抗率提升 %d（被動）
Increases Physical Defense by %d (Passive)	物理防禦提升 %d（被動）
Increases Physical Attack by %d (Passive)	物理攻擊提升 %d（被動）
Increases Movement Speed by %d (Passive)	移動速度提升 %d（被動）
Increases Max LP by %d (Passive)	最大 LP 提升 %d（被動）
Increases Max EP by %d (Passive)	最大 EP 提升 %d（被動）
Increases Hit Rate by %d (Passive)	命中率提升 %d（被動）
Increases Focus by %d (Passive)	集中提升 %d（被動）
Increases Energy by %d (Passive)	能量提升 %d（被動）
Increases Energy Defense by %d (Passive)	能量防禦提升 %d（被動）
Increases Energy Attack by %d (Passive)	能量攻擊提升 %d（被動）
Increases Dodge Rate by %d (Passive)	閃避率提升 %d（被動）
Increases Dexterity by %d (Passive)	敏捷提升 %d（被動）
Increases Defense Rate by %d (Passive)	防禦率提升 %d（被動）
Increases Constitution by %d (Passive)	體質提升 %d（被動）
Increases Attack Speed by %d (Passive)	攻擊速度提升 %d（被動）
Hyperbolic Time Chamber Weapon Zone	精神時光屋武器區
Huge Dragon Frog	巨大龍蛙
Hope Dragon Fan	希望龍扇
High VP Recovery Box [5x]	高級 VP 恢復禮包［5×］
High VP Recovery Box [1x]	高級 VP 恢復禮包［1×］
High Quality Stone	高品質石
Heart Magic Pill X	心之魔力藥丸 X
Heart Magic Pill S	心之魔力藥丸 S
Heart Magic Pill M	心之魔力藥丸 M
Heart Life Pill X	心之生命藥丸 X
Heart Life Pill S	心之生命藥丸 S
Heart Life Pill M	心之生命藥丸 M
Hakai White Stone U90	破壞白石 U90
Hakai Weapon Upgrade Stone U90	破壞武器強化石 U90
Great Stone Bean Saibaman	巨石豆菜花人
Grandpa Gohan (Dead)	爺爺悟飯（已故）
Goku Wig	悟空假髮
Goku Super Brolly Outfit	悟空超級布羅利服裝
Goku Outfit (End of Z)	悟空服裝（Z 結局）
Goku Founder Title	悟空創始者稱號
Goku Founder Reward	悟空創始者獎勵
Goku Founder Outfit	悟空創始者服裝
Goku Founder	悟空創始者
Goku Black Heroes GI	黑悟空英雄武道服
Goku (Great Ape)	悟空（大猿）
Gohan Super Beast Outfit.	悟飯超級野獸服裝。
General Weapon Chest [Lv38-50]	一般武器箱［Lv38-50］
General Weapon Chest [Lv21-35]	一般武器箱［Lv21-35］
Future Saiyan Outfit	未來賽亞服裝
Flying Dinosaur Skull Sample	舞空恐龍頭骨樣本
Flying Dinosaur Skull	舞空恐龍頭骨
Flying Chaos Clamp	舞空混沌夾
Flying Blades	舞空刃
Flying Acceleration.	舞空加速。
Fly Amplifiers Scroll [7 Days]	舞空增幅卷軸［7 天］
Fly Amplifiers Scroll [30 Days]	舞空增幅卷軸［30 天］
Fly Amplifiers Scroll [15 Days]	舞空增幅卷軸［15 天］
Fly Accelerated Scroll (Test)	舞空加速卷軸（測試）
Fluorite Dragon Soul	螢石龍魂
Flower Power Monkey	花力猴
Flower Monkey	花猴
Floating Turtle Random Capsules	浮空龜隨機膠囊
Flight Warhead Saibaman	舞空彈頭菜花人
Flight Skill (Mighty Majin)	舞空技能（強力魔人）
