原文	填写中文
Ruby Earring R [Lv26]	紅寶石耳環 R［Lv26］
Ruby Earring R [Lv21]	紅寶石耳環 R［Lv21］
Power Ring	力量戒指
Power Earring	力量耳環
Protect Ring	防護戒指
Protect Earring	防護耳環
Magic Ring	魔法戒指
Magic Earring	魔法耳環
Speed Ring	速度戒指
Speed Earring	速度耳環
Life Ring	生命戒指
Life Earring	生命耳環
Energy Ring	能量戒指
Energy Earring	能量耳環
Guard Ring	守護戒指
Guard Earring	守護耳環
Brave Ring	勇敢戒指
Brave Earring	勇敢耳環
Critical Ring	暴擊戒指
Critical Earring	暴擊耳環
Hit Ring	命中戒指
Hit Earring	命中耳環
Dodge Ring	閃避戒指
Dodge Earring	閃避耳環
Defense Ring	防禦戒指
Defense Earring	防禦耳環
Attack Ring	攻擊戒指
Attack Earring	攻擊耳環
Spirit Ring	精神戒指
Spirit Earring	精神耳環
Focus Ring	專注戒指
Focus Earring	專注耳環
Vital Ring	活力戒指
Vital Earring	活力耳環
Swift Ring	迅捷戒指
Swift Earring	迅捷耳環
Iron Ring	鐵戒指
Iron Earring	鐵耳環
Gold Ring	金戒指
Gold Earring	金耳環
Silver Ring	銀戒指
Silver Earring	銀耳環
Bronze Ring	銅戒指
Bronze Earring	銅耳環
Crystal Ring	水晶戒指
Crystal Earring	水晶耳環
Diamond Ring	鑽石戒指
Diamond Earring	鑽石耳環
Ruby Ring	紅寶石戒指
Sapphire Ring	藍寶石戒指
Sapphire Earring	藍寶石耳環
Topaz Ring	黃玉戒指
Topaz Earring	黃玉耳環
Amethyst Ring	紫水晶戒指
Amethyst Earring	紫水晶耳環
Pearl Ring	珍珠戒指
Pearl Earring	珍珠耳環
Jade Ring	翡翠戒指
Jade Earring	翡翠耳環
Opal Ring	蛋白石戒指
Opal Earring	蛋白石耳環
