原文	填写中文
Super Powerful Ghost Necklace TYPE-B	超強力幽靈項鍊 TYPE-B
Super Powerful Magic Necklace TYPE-C	超強力魔法項鍊 TYPE-C
Alternate Super Powerful Earring TYPE-B	交替超強力耳環 TYPE-B
Alternate Super Powerful Earring TYPE-C	交替超強力耳環 TYPE-C
Alternate Super Powerful Ghost Earring TYPE-B	交替超強力幽靈耳環 TYPE-B
Alternate Super Powerful Magic Earring TYPE-C	交替超強力魔法耳環 TYPE-C
Alternate Super Powerful Ring TYPE-B	交替超強力戒指 TYPE-B
Alternate Super Powerful Ring TYPE-C	交替超強力戒指 TYPE-C
Alternate Super Powerful Ghost Ring TYPE-B	交替超強力幽靈戒指 TYPE-B
Alternate Super Powerful Magic Ring TYPE-C	交替超強力魔法戒指 TYPE-C
Nidhogg Earring	尼德霍格耳環
Nidhogg Stamina Ring [A]	尼德霍格耐力戒指［A］
Nidhogg Stamina Ring [B]	尼德霍格耐力戒指［B］
Nidhogg Strength Ring [A]	尼德霍格力量戒指［A］
Nidhogg Strength Ring [B]	尼德霍格力量戒指［B］
Nidhogg Dexterity Ring [A]	尼德霍格敏捷戒指［A］
Nidhogg Dexterity Ring [B]	尼德霍格敏捷戒指［B］
Nidhogg Energy Ring [A]	尼德霍格能量戒指［A］
Nidhogg Energy Ring [B]	尼德霍格能量戒指［B］
Nidhogg Soul Ring [A]	尼德霍格靈魂戒指［A］
Nidhogg Soul Ring [B]	尼德霍格靈魂戒指［B］
Nidhogg Focus Ring [A]	尼德霍格專注戒指［A］
Nidhogg Focus Ring [B]	尼德霍格專注戒指［B］
Dark Soul Gloves TYPE-B (Dark Warrior)	黑暗靈魂手套 TYPE-B（魔界戰士）
Dark Soul Gloves TYPE-C (Mighty Majin)	黑暗靈魂手套 TYPE-C（大魔人）
Dark Soul Magic Gauntlets TYPE-A (Crane Hermit)	黑暗靈魂魔法護手 TYPE-A（鶴仙流）
Dark Soul Staff TYPE-B (Poko Priest)	黑暗靈魂杖 TYPE-B（波可導師）
Dark Soul Magic Gauntlets TYPE-C (Plasma Majin)	黑暗靈魂魔法護手 TYPE-C（普利茲魔）
Dark Soul Gloves TYPE-B (Shadow Knight)	黑暗靈魂手套 TYPE-B（魔導戰士）
Dark Soul Gloves TYPE-C (Grand Chef Majin)	黑暗靈魂手套 TYPE-C（葛蘭魔）
Dark Soul Gauntlets TYPE-A (Turtle Hermit)	黑暗靈魂護手 TYPE-A（龜仙流）
Dark Soul Staff TYPE-B (Dende Priest)	黑暗靈魂杖 TYPE-B（天天導師）
Gloves of Blazing Aura A (Crane)	熾熱光環手套 A（鶴）
Gloves of Blazing Aura A (Turtle)	熾熱光環手套 A（龜）
Gloves of Blazing Fire B (Shadow Knight)	熾熱火焰手套 B（魔導戰士）
Staff of Blazing Wings (Dende Master)	熾熱之翼杖（天天導師）
Gloves of Blazing Fire C (Gran Chief)	熾熱火焰手套 C（葛蘭魔）
Gloves of Blazing Aura B (Plasma Majin)	熾熱光環手套 B（普利茲魔）
Gloves of Blazing Aura B (Karma)	熾熱光環手套 B（卡爾魔）
Blazing Lightning Rod (Fighter)	熾熱閃電棍（格鬥家）
Blazing Lightning Sword (Swordmaster)	熾熱閃電劍（劍術家）
Blazing Crimson Feather Fan (Crane)	熾熱深紅羽扇（鶴）
Blazing Telescopic Short Rod (Turtle)	熾熱伸縮短棍（龜）
Blazing Bloodthirsty Axe (Shadow Knight)	熾熱嗜血斧（魔導戰士）
Blazing Octopus Rod (Grand Chief)	熾熱章魚棍（葛蘭魔）
Blazing Burst Megaphone (Ultimate Majin)	熾熱爆發擴音器（奧迪魔）
Blazing Sunset Mask (Karma)	熾熱夕陽面具（卡爾魔）
BD 150 Fire Boots (P Def)	BD 150 火靴（物防）
BD 150 Fire Boots (E Def)	BD 150 火靴（能防）
BD 175 Ice Boots (P Def)	BD 175 冰靴（物防）
BD 175 Ice Boots (E Def)	BD 175 冰靴（能防）
Resurrection Time	復活時間
CC Device Fragment	CC 裝置碎片
CC Alpha Circuit	CC Alpha 迴路
CC Beta Circuit	CC Beta 迴路
CC Gama Circuit	CC Gama 迴路
CC Special Beta Circuit	CC 特殊 Beta 迴路
CC Special Gama Circuit	CC 特殊 Gama 迴路
CC Beta Circuit Zero	CC Beta 迴路 Zero
CC Gama Circuit Zero	CC Gama 迴路 Zero
CC Blessed Shiny Ruby	CC 祝福閃亮紅寶石
CC Epic Beta Circuit	CC 史詩 Beta 迴路
CC Beta Circuit One	CC Beta 迴路 One
BD Tradable Coupon	BD 可交易券
Magic Majin Tromps	魔法魔人號
Mysterious Powder (Test)	神秘粉末（測試）
Class Change	職業變更
