原文	填写中文
Welcome.	歡迎。
Welcome!	歡迎！
Warrior Yalin	戰士雅林
Warrior Xisiyi	戰士西西伊
Warrior Tataki	戰士塔塔基
Warrior Shizilulin	戰士希茲魯林
Warrior Shinie	戰士希尼
Warrior Shibowute	戰士希保烏特
Warrior Miller	戰士米勒
Warrior Medri	戰士梅德里
Warrior Lucas	戰士盧卡斯
Warrior Kayintai	戰士凱印泰
Warrior Kaka	戰士卡卡
Warrior Jige	戰士吉格
Warrior Insta	戰士因斯塔
Warrior Drake	戰士德雷克
Warrior Dell	戰士戴爾
Warrior Cleru	戰士克勒魯
Warrior Cary	戰士卡里
Warrior Carrara	戰士卡拉拉
Warrior Caleb	戰士凱勒布
Warrior Ave	戰士艾夫
Walt Transmog	沃爾特幻化
Wallus Soldier for Experiment	瓦盧斯實驗士兵
Wallus Sentry	瓦盧斯哨兵
Wallus Rifle Unit	瓦盧斯步槍部隊
Wallus Pirate Captain	瓦盧斯海盜船長
Wallus Pirate	瓦盧斯海盜
Wallus Invader	瓦盧斯入侵者
Wallus Guerrilla Unit	瓦盧斯游擊部隊
Wallus Cleaning Duty Soldier	瓦盧斯清掃勤務兵
Wall Cracker	破牆者
Walking Bat Sentry	步行蝠哨兵
Walgadak Tosterian	瓦爾加達克托斯特里安
Waiter Uniform	服務生制服
Waiss's Favorite Disciples	懷斯的愛徒
Waiss Travel Funds	懷斯旅行資金
Wagu Mole Cricket	瓦古螻蛄
Wagu Machine No. 4	瓦古機器 4 號
Wagu Machine No. 3	瓦古機器 3 號
Wagu Machine No. 2	瓦古機器 2 號
Wagu Machine No. 1	瓦古機器 1 號
Wagu Machine	瓦古機器
WMAT Team Champion	WMAT 團隊冠軍
WMAT Tag Champion	WMAT 雙打冠軍
WMAT Solo Champion	WMAT 單人冠軍
WMAT Prodigy	WMAT 神童
WMAT Group Champion	WMAT 團體冠軍
WMAT Duo Champion	WMAT 雙人冠軍
Vortex Stick	漩渦棍
Volition Claws	意志之爪
Volcanic Rock Fragment	火山岩碎片
Vitality Potion	活力藥水
Vitality Converter	活力轉換器
Vitality	活力
Visor Cap	遮陽帽
Visitor Information	訪客資訊
Vision Distance	視野距離
Virtuous Contract	美德契約
Virtual Surveillance Robot	虛擬監視機器人
Virtual Guard Robot	虛擬守衛機器人
Viper Venom	毒蛇毒液
Vip Package	VIP 禮包
Vip Dogis	VIP 武道服
Violent Wind Brother	狂風兄弟
Violent Slice Power Increase	猛烈斬擊威力提升
Violent Slice	猛烈斬擊
Violent Sea Crocodile	狂暴海鱷
Wallus Cleaning Duty Soldier	瓦盧斯清掃勤務兵
Washing Underwear Instruction	清洗內衣說明
