原文	填写中文
Flame Rhino 4 [1 Day]	火焰犀牛 4［1 天］
Flame Rhino 4 [7 Days]	火焰犀牛 4［7 天］
Flame Rhino 4 [15 Days]	火焰犀牛 4［15 天］
Flame Rhino 4 [30 Days]	火焰犀牛 4［30 天］
Flame Rhino 4 [90 Days]	火焰犀牛 4［90 天］
Flame Rhino 1 [Permanent]	火焰犀牛 1［永久］
Flame Rhino 2 [Permanent]	火焰犀牛 2［永久］
Flame Rhino 3 [Permanent]	火焰犀牛 3［永久］
Flame Rhino 4 [Permanent]	火焰犀牛 4［永久］
Globe Challenger	地球挑戰者
Red Soccer	紅足球
Floating Turtle 1	浮空龜 1
Floating Turtle 2	浮空龜 2
Floating Turtle 3	浮空龜 3
Floating Turtle 4	浮空龜 4
Floating Turtle 1 [Permanent]	浮空龜 1［永久］
Floating Turtle 2 [Permanent]	浮空龜 2［永久］
Floating Turtle 3 [Permanent]	浮空龜 3［永久］
Floating Turtle 4 [Permanent]	浮空龜 4［永久］
Name Change Book	改名書
General EXP Boost	一般經驗加成
Advanced EXP Boost	高級經驗加成
General EXP Boost [1 Day]	一般經驗加成［1 天］
Advanced EXP Boost [1 Day]	高級經驗加成［1 天］
General EXP Boost [2 Hours]	一般經驗加成［2 小時］
Advanced EXP Boost [2 Hours]	高級經驗加成［2 小時］
Clarity Potion	澄明藥水
Rare Clarity Potion	稀有澄明藥水
Rare Clarity Potion [x3]	稀有澄明藥水［x3］
Goose Stew	鵝肉燉
Goose Stew [x20]	鵝肉燉［x20］
Goose Stew [x30]	鵝肉燉［x30］
Beautiful Fruit	美果
Beautiful Fruit [x20]	美果［x20］
Beautiful Fruit [x30]	美果［x30］
Senior Warrior recruitment notice	高級戰士招募公告
Energy Potion [20x]	能量藥水［20 倍］
Liquid Fuel S3 [1 Day]	液體燃料 S3［1 天］
Red Football [Permanent]	紅足球［永久］
Peaceful Soccer [Permanent]	和平足球［永久］
Football for Hope [Permanent]	希望足球［永久］
Raider Football [Permanent]	突擊足球［永久］
Delivery Ring	運送戒指
Dissasemble Ring	拆解戒指
Recharge Ring	充能戒指
Remote Control Ring	遙控戒指
Remote Trafficking Ring	遠程運送戒指
P Mining Gloves	P 採礦手套
P Mountaineering Gloves	P 登山手套
P Thermal Gloves	P 保溫手套
P Mechanic Gloves	P 機械手套
P Guardian Gloves	P 守護手套
P Snail Gloves	P 蝸牛手套
P Buffered Gloves	P 緩衝手套
P Limited Edition Alpha Gloves	P 限定版 Alpha 手套
P Suspicious Gloves CC Version	P 可疑手套 CC 版
P Jet Turbine Gloves	P 噴射渦輪手套
P Turbo Gloves Z	P 渦輪手套 Z
P Smash Gloves Z	P 粉碎手套 Z
P Wind Breaker Gloves	P 破風手套
CC Mach Sharp Gloves	CC 音速銳利手套
Mining Gloves	採礦手套
Mountaineering Gloves	登山手套
Mechanic Gloves	機械手套
Guardian Gloves	守護手套
Buffered Gloves	緩衝手套
Limited Edition Alpha Gloves	限定版 Alpha 手套
Jet Turbine Gloves	噴射渦輪手套
CC Mach Punch Gloves	CC 音速拳套
E Mining Gloves	E 採礦手套
E Mountaineering Gloves	E 登山手套
E Thermal Gloves	E 保溫手套
E Mechanic Gloves	E 機械手套
E Guardian Gloves	E 守護手套
E Snail Gloves	E 蝸牛手套
E Buffered Gloves	E 緩衝手套
E Limited Edition Alpha Gloves	E 限定版 Alpha 手套
E Suspicious Gloves CC Version	E 可疑手套 CC 版
E Jet Turbine Gloves	E 噴射渦輪手套
E Wind Breaking Gloves	E 破風手套
P Short Mining Gauntlets	P 短採礦護手
L P Short Mountaineering Gauntlets	L P 短登山護手
P Blood Gauntlets	P 血護手
P Insect Exoskeleton Gauntlets	P 昆蟲外殼護手
P Karinga Warrior Gauntlets	P 卡林加戰士護手
P Limited Beta Gauntlets	P 限定 Beta 護手
P East Galaxy Gauntlets	P 東銀河護手
P Turbo Speed Gauntlets	P 渦輪速度護手
P Smash Z Gloves	P 粉碎 Z 手套
Short Mining Gauntlets	短採礦護手
Short Workshop Gauntlets	短工坊護手
Blood Gauntlets	血護手
Insect Exoskeleton Gauntlets	昆蟲外殼護手
Karinga Warrior Gauntlets	卡林加戰士護手
Limited Beta Gauntlets	限定 Beta 護手
East Galaxy Gauntlets	東銀河護手
Seven Star Punch Gauntlets	七星拳護手
CC Mach Gauntlets	CC 音速護手
E Short Mining Gauntlets	E 短採礦護手
M E Short Mountaineering Gauntlets	M E 短登山護手
E Short Workshop Gauntlets	E 短工坊護手
E Limited Beta Gauntlets	E 限定 Beta 護手
E East Galaxy Gauntlets	E 東銀河護手
Air Division Gauntlets	空中師護手
E Turbo Speed Gauntlets	E 渦輪速度護手
E Smash Z Gauntlets	E 粉碎 Z 護手
E Wind Blake Gauntlets	E 破風護手
CC Supreme Staff	CC 至高杖
Totem Staff	圖騰杖
Galaxia Staff	銀河杖
Gamma Limited Staff	Gamma 限定杖
Limited ETA Staff	限定 ETA 杖
E Z Turbo Staff	E Z 渦輪杖
E Z Smash Staff	E Z 粉碎杖
CC Handsome Staff	CC 俊美杖
Moonlight Staff	月光杖
Air Gun	氣槍
Revolver	左輪手槍
Shock Gun	衝擊槍
Lightning Pistol	閃電手槍
