原文	填写中文
Eternal Crystal Gem	永恆水晶寶石
Magic Anger Gem	魔法憤怒寶石
Magic Conflict Gem	魔法衝突寶石
Transparent Magic Gem	透明魔法寶石
Liar Treasure Gem	騙子寶藏寶石
Lucky Stick	幸運棍
Permanent Stick	永久棍
Turned Stick	轉向棍
Gravity Stick	重力棍
Disaster Stick	災難棍
Big Iron Fel Stick	大鐵費爾棍
Nibble Stick	啃咬棍
Gold Cloth Stick	金布棍
Battle Lamp Stick	戰燈棍
DZ Shooting Star	DZ 流星
Duda Stick	杜達棍
Platinum Star Stick	白金星棍
Heavy Sword	重劍
Genuine Sword	純正劍
Murasaki Sword	紫劍
One-Hit Sword	一擊劍
Flute Sword	笛劍
Phantom Iron Fel Sword	幻影鐵費爾劍
Piercing Pain Sword	刺痛劍
Raging Anger Sword	狂怒劍
Neon Wand	霓虹魔杖
Frenzy Wand	狂亂魔杖
Sea Turtle Wand	海龜魔杖
Longevity Turtle Wand	長壽龜魔杖
Magic Ancestors Wand	魔法祖先魔杖
Oblivion Wand	遺忘魔杖
Grim Reaper Wand	死神魔杖
Iron Wood Wand	鐵木魔杖
Phoenix Fold Fan	鳳凰摺扇
Magic Wing Fan	魔法翼扇
Bird Wing Fan	鳥翼扇
God Built Fan	神造扇
Black Eagle Fan	黑鷹扇
Mikado Fan	帝皇扇
Gentle Wind Fan	柔風扇
Fascination Fan	魅惑扇
Natural Fairy Tales Fan	自然童話扇
Thai Rocket	泰火箭
Flower	花
Invincible Gurgling Star	無敵咕嚕星
Professional Popsicle	專業冰棒
Absolute Zero Ice	絕對零度冰
Crushed Club	粉碎棍棒
Super Mighty Majin Club	超大魔人棍棒
Sweet and Refreshing Club	清甜棍棒
Candy Ore Club	糖果礦棍棒
Corncob	玉米棒
Ferocious Fish	兇猛魚
Sugar Corn Club	糖玉米棍棒
Honk Honk Pounding Drum EX	嗶嗶敲擊鼓 EX
Reincarnation Drum	輪迴鼓
Recycled Drum	回收鼓
Full Moon Resonance Drum EX	滿月共鳴鼓 EX
Rised Morale Drum	士氣提升鼓
Jittery Drum	緊張鼓
Light and Glory Drum	光輝鼓
Panic Drum	恐慌鼓
Day Sound Drum	日聲鼓
Cry Day  Drum	哭日鼓
Trick Drum	戲法鼓
Black Cage Drum	黑籠鼓
Jungle Drum	叢林鼓
Triple Turbo Z Drum	三重渦輪 Z 鼓
Simple Smiling Mask	簡易微笑面具
Bright Smiling Mask	明亮微笑面具
Absorbing Mask	吸收面具
Dinner Mask	晚餐面具
Hypocritical Mask	虛偽面具
Dual Personality Mask	雙重人格面具
Duplex Mask	複式面具
Evil Angel Mask	邪惡天使面具
Strange Mask	奇異面具
