原文	填写中文
Life Conversion Circuit 10	生命轉換迴路 10
Life Conversion Circuit 15	生命轉換迴路 15
Life Conversion Circuit 25	生命轉換迴路 25
Life Conversion Circuit 30	生命轉換迴路 30
Life Conversion Circuit 40	生命轉換迴路 40
Life Conversion Circuit 45	生命轉換迴路 45
Life Conversion Circuit 50	生命轉換迴路 50
Life Conversion Circuit 55	生命轉換迴路 55
Life Conversion Circuit 60	生命轉換迴路 60
Life Conversion Circuit 65	生命轉換迴路 65
Life Conversion Circuit 75	生命轉換迴路 75
Life Conversion Circuit 80	生命轉換迴路 80
Life Conversion Circuit 85	生命轉換迴路 85
Life Conversion Circuit 90	生命轉換迴路 90
Life Conversion Circuit 95	生命轉換迴路 95
Life Conversion Circuit 100	生命轉換迴路 100
Matrix Endurance Chip 1	矩陣耐力晶片 1
Matrix Endurance Chip 3	矩陣耐力晶片 3
Matrix Endurance Chip 5	矩陣耐力晶片 5
Matrix Endurance Chip 7	矩陣耐力晶片 7
Matrix Endurance Chip 9	矩陣耐力晶片 9
Matrix Focus Chip 1	矩陣專注晶片 1
Matrix Focus Chip 3	矩陣專注晶片 3
Matrix Focus Chip 5	矩陣專注晶片 5
Matrix Focus Chip 7	矩陣專注晶片 7
Matrix Focus Chip 9	矩陣專注晶片 9
Balanced Circuit 1	平衡迴路 1
Balanced Circuit 3	平衡迴路 3
Balanced Circuit 5	平衡迴路 5
Balanced Circuit 7	平衡迴路 7
Balanced Circuit 9	平衡迴路 9
Guts Screen Arrey 1	勇氣螢幕陣列 1
Guts Screen Arrey 3	勇氣螢幕陣列 3
Guts Screen Arrey 5	勇氣螢幕陣列 5
Guts Screen Arrey 7	勇氣螢幕陣列 7
Guts Screen Arrey 9	勇氣螢幕陣列 9
Combat Acceleration Circuit 1	戰鬥加速迴路 1
Combat Acceleration Circuit 3	戰鬥加速迴路 3
Combat Acceleration Circuit 5	戰鬥加速迴路 5
Combat Acceleration Circuit 7	戰鬥加速迴路 7
Combat Acceleration Circuit 9	戰鬥加速迴路 9
Stable Combat Circuit 1	穩定戰鬥迴路 1
Stable Combat Circuit 3	穩定戰鬥迴路 3
Stable Combat Circuit 5	穩定戰鬥迴路 5
Stable Combat Circuit 7	穩定戰鬥迴路 7
Stable Combat Circuit 9	穩定戰鬥迴路 9
Combat Reaction Circuit 1	戰鬥反應迴路 1
Combat Reaction Circuit 3	戰鬥反應迴路 3
Combat Reaction Circuit 5	戰鬥反應迴路 5
Combat Reaction Circuit 7	戰鬥反應迴路 7
Combat Reaction Circuit 9	戰鬥反應迴路 9
Busto Array 1	布斯托陣列 1
Busto Array 3	布斯托陣列 3
Busto Array 5	布斯托陣列 5
Busto Array 7	布斯托陣列 7
Busto Array 9	布斯托陣列 9
Defense Array 1	防禦陣列 1
Defense Array 3	防禦陣列 3
Defense Array 5	防禦陣列 5
Defense Array 7	防禦陣列 7
Defense Array 9	防禦陣列 9
P Mining Gloves R	P 採礦手套 R
P Mountaineering Gloves R	P 登山手套 R
P Thermal Gloves R	P 保溫手套 R
P Mechanic Gloves R	P 機械手套 R
P Guardian Gloves R	P 守護手套 R
P Snail Gloves R	P 蝸牛手套 R
P Buffered Gloves R	P 緩衝手套 R
P Limited Alpha Gloves R	P 限定 Alpha 手套 R
P Jet Turbine Gauntlets R	P 噴射渦輪護手 R
Mining Gloves R	採礦手套 R
Mountaineering Gloves R	登山手套 R
Mechanic Gloves R	機械手套 R
Guardian Gloves R	守護手套 R
Buffered Gloves R	緩衝手套 R
Limited Alpha Gloves R	限定 Alpha 手套 R
Jet Turbine Gauntlets R	噴射渦輪護手 R
E Mining Gloves R	E 採礦手套 R
E Mountaineering Gloves R	E 登山手套 R
E Thermal Gloves R	E 保溫手套 R
E Mechanic Gloves R	E 機械手套 R
E Guardian Gloves R	E 守護手套 R
E Snail Gloves R	E 蝸牛手套 R
E Buffered Gloves R	E 緩衝手套 R
E Jet Turbine Gauntlets R	E 噴射渦輪護手 R
