原文	填写中文
Light Buster	光爆破槍
Power Pistol	強力手槍
Submachine Gun	衝鋒槍
Shotgun	霰彈槍
Long Rifle	長步槍
Bear Claws	熊爪
Shooting Star	流星
Sun Claws	太陽爪
Chopper	砍刀
Giant Glaws	巨爪
Pleasend Axe	愉悅斧
Clavicle Axe	鎖骨斧
Solar Axe	太陽斧
Lethal Axe	致命斧
Dawn Gem	黎明寶石
Twilight Crystal	暮光水晶
Buddha Stick	佛棍
Azusa Stick	梓棍
Rohan Stick	洛漢棍
Strong Will Stick	堅強意志棍
Triangle Stick	三角棍
Ceramic Sword	陶瓷劍
Knight Sword	騎士劍
Galaxy Sword	銀河劍
Bloody Soul Sword	血魂劍
Sword of Prominence	日珥之劍
Blade Root	刀根
Lucky Wand	幸運魔杖
Justice Wand	正義魔杖
Storm Wand	暴風魔杖
Heli Wand	赫利魔杖
Trinocular Fan	三眼扇
Trinocular Open Eyes Fan	三眼開眼扇
Heli Fan	赫利扇
Typhoon Fan	颱風扇
Nebula Fan	星雲扇
Crane Hermit Fan	鶴仙流扇
Coronal Fan	日冕扇
Rocket	火箭
Theo Rocket	西奧火箭
Spray Guns	噴霧槍
Moon Spoilers	月擾流板
Jet Turbine Cannon	噴射渦輪砲
Black Hole Rocket	黑洞火箭
Small Flower	小花
Super King Flower	超王花
Silver Knight	銀騎士
Blue Planet	藍色星球
Colossus	巨像
Purple Nebula	紫色星雲
Empty Warhead	空彈頭
Star Dancer	星之舞者
Oversized Lollipop	超大棒棒糖
Frozen Candy	冰凍糖
Fresh Fish	新鮮魚
Huge Planck	巨大普朗克
Magical Aroma Club	魔法香氣棍棒
Huge Force Club	巨大力量棍棒
Creamed Corn	奶油玉米
Coke Sugar	可樂糖
Prelude Drum	序曲鼓
Shiny Drum	閃亮鼓
Bright Drum	明亮鼓
Rumble Drum	隆隆鼓
Crackling Drum	劈啪鼓
Calm Mask	平靜面具
Joking Mask	玩笑面具
Beast Mask	野獸面具
Blank Mask	空白面具
Enlightenment Mask	開悟面具
Enigmatic Mask	謎樣面具
Enigma Mask	謎團面具
Mystery Mask	神秘面具
Silence Mask	沉默面具
Many Words Mask	多言面具
Beginner's Combat Equip (Top)	初學者戰鬥裝備（上）
Beginner's Combat Equip (Pants)	初學者戰鬥裝備（下裝）
Beginner's Combat Equip (Shoes)	初學者戰鬥裝備（鞋）
O!Beginner Martial Arts Equip (Top)	初學者武道裝備（上）
Beginner Martial Arts Equip (Pants)	初學者武道裝備（下裝）
Beginner Martial Arts Equip (Shoes)	初學者武道裝備（鞋）
Professional Combat Equip (Top)	專業戰鬥裝備（上）
O!Professional Combat Equip (Pants)	專業戰鬥裝備（下裝）
O!Professional Combat Equip (Shoes)	專業戰鬥裝備（鞋）
O Quality Martial Arts Equip (Top)	優質武道裝備（上）
Quality Martial Arts Equip (Pants)	優質武道裝備（下裝）
Quality Martial Arts Equip (Shoes)	優質武道裝備（鞋）
Mystical Fighter Equip (Top)	神秘格鬥家裝備（上）
Mystical Fighter Equip (Pants)	神秘格鬥家裝備（下裝）
Mystical Fighter Equip (Shoes)	神秘格鬥家裝備（鞋）
Absolute Internal Strength Gear (Top)	絕對內力裝備（上）
Absolute Internal Strength Gear (Pants)	絕對內力裝備（下裝）
Absolute Internal Strength Gear (Shoes)	絕對內力裝備（鞋）
King of Fighting Gear-Rebuild (Top)	格鬥之王裝備－重建（上）
King of Fighting Gear-Rebuild (Pants)	格鬥之王裝備－重建（下裝）
King of Fighting Gear-Rebuild (Shoes)	格鬥之王裝備－重建（鞋）
Jagged Battle Equipment (Top)	鋸齒戰鬥裝備（上）
Jagged Battle Equipment (Pants)	鋸齒戰鬥裝備（下裝）
Jagged Battle Equipment (Shoes)	鋸齒戰鬥裝備（鞋）
