原文	填写中文
Dark Green Tree	深綠樹
Seaweed Tree	海藻樹
Shing Tree	新樹
Festive Tree	節慶樹
Parasol Tree	陽傘樹
Crane Timber	鶴木
Black Satin	黑緞
CC Fiber	CC 纖維
Impartial	公正
Crystal Gem Fiber	水晶寶石纖維
History Shellfish Skin B	歷史貝皮 B
Mammoth Leather	猛獁皮
Er Tuopi	爾托皮
Sa Ma Luopi	薩馬羅皮
Platinum	白金
Ceramic	陶瓷
Titanium	鈦
Kai Mika K	凱米卡 K
Bioreactor	生物反應器
Radish	蘿蔔
Cranberry	蔓越莓
Asparagus	蘆筍
Kumquat	金桔
Mandrake	曼德拉草
Loop Herbs	循環草藥
Smoked Ham	燻火腿
Insect Meat	昆蟲肉
Doubles	雙倍
B History Shellfish Meat	B 歷史貝肉
Space Monster Meat.	太空怪物肉。
Puffer Fish	河豚
Red Coffee Concentrate	紅咖啡濃縮
Animals Incense	動物香
Liquid Insect	液體昆蟲
Liquid Fuel Concentrate	液體燃料濃縮
Liquid Clay	液體黏土
Azus Tree Juice	梓樹汁
Royal Jelly Concentrate	蜂王漿濃縮
Pepper	胡椒
Ginger	薑
Locust Tree	洋槐
Saffron	番紅花
Turmeric	薑黃
Fifth Star	第五星
Turtle Beads	龜珠
Ice Years	冰年
Meteorite Fragment	隕石碎片
Turtle Hermit Tree	龜仙樹
Parasitic Plant	寄生植物
Tree Vigor	樹活力
Drying Azusa Tree	乾燥梓樹
Ash Tree	白蠟樹
Falling Remus	落雷穆斯
God Wood	神木
Artificial Fibers	人造纖維
Mushrooms Wool	蘑菇毛
Tender Silk	柔絲
Pull Cotton	拉棉
Simple Fiber	簡易纖維
