原文	填写中文
P Surprised Magic Jet Suit (Shoes)	驚喜魔法噴射套裝（鞋）
P Surprised Magic Jet Suit (Pants)	驚喜魔法噴射套裝（下裝）
P Surprise Whirlwind Clothes (Top)	驚喜旋風服（上）
P God Magic Dragon Clothes (Shoes)	神魔法龍服（鞋）
P Tiamat Every Day Clothes (Shoes)	提亞馬特日常服（鞋）
P Tiamat Every Day Clothes (Pants)	提亞馬特日常服（下裝）
P0Surprised Magic Jet Suit Special Edition (Shoes)	驚喜魔法噴射套裝特別版（鞋）
P0Surprised Magic Jet Suit Special Edition (Pants)	驚喜魔法噴射套裝特別版（下裝）
P.Surprised Magic Jet Suit Special Edition (Top)	驚喜魔法噴射套裝特別版（上）
P-Magic Comfort Suit Z Improved Version (Shoes)	魔法舒適套裝 Z 改良版（鞋）
P-Magic Comfort Suit Z Improved Version (Pants)	魔法舒適套裝 Z 改良版（下裝）
P+Magic Comfort Suit Z Improved Version (Top)	魔法舒適套裝 Z 改良版（上）
P!Parunga Every Day Clothes (Shoes)	帕隆加日常服（鞋）
P!Parunga Every Day Clothes (Pants)	帕隆加日常服（下裝）
P!Magic Surprise Suit DD Suit (Top)	魔法驚喜套裝 DD（上）
P!God Magic Dragon Clothes  (Pants)	神魔法龍服（下裝）
P!Gale Demon Battle Clothes (Shoes)	疾風惡魔戰鬥服（鞋）
P!Gale Demon Battle Clothes (Pants)	疾風惡魔戰鬥服（下裝）
P!Carnival Bliss Magic Suit (Shoes)	嘉年華喜悅魔法套裝（鞋）
P!Carnival Bliss Magic Suit (Pants)	嘉年華喜悅魔法套裝（下裝）
P"Recovery Dragon Clan Equip (Shoes)	恢復龍族裝備（鞋）
P"Recovery Dragon Clan Equip (Pants)	恢復龍族裝備（下裝）
O"Skilled Spiritualist Equip (Shoes)	熟練精神師裝備（鞋）
O"Skilled Spiritualist Equip (Pants)	熟練精神師裝備（下裝）
O!Ultra Sin Crane Clothes Z (Shoes)	超罪鶴服 Z（鞋）
O!Ultra Sin Crane Clothes Z (Pants)	超罪鶴服 Z（下裝）
U&Practitioner Spirit Clothes (Shoes) EX	修行者精神服（鞋）EX
U&Practitioner Spirit Clothes (Pants) EX	修行者精神服（下裝）EX
U!Yin & Yang Spirit Suit (Shoes) EX	陰陽精神套裝（鞋）EX
U!Yin & Yang Spirit Suit (Pants) EX	陰陽精神套裝（下裝）EX
U!Practitioner Spirit Suit (Top) EX	修行者精神套裝（上）EX
Warlord	軍閥
Victory	勝利
Walker	行者
Vincent	文森
Velvet	絲絨
Veronica	維蘿妮卡
Yolanda	約蘭達
