原文	填写中文
EV Health Luck	活動生命運
EV Attack Luck	活動攻擊運
EV Regeneration Luck	活動再生運
EV Resistance Luck	活動抵抗運
EV Dodge Luck	活動迴避運
EV Evil Luck	活動邪惡運
EV Rare Dogi Ball	活動稀有道服球
Mysterious Moon Cake [1 Day]	神秘月餅［1 天］
Mysterious Moon Cake [1 Hour]	神秘月餅［1 小時］
Mysterious Moon Cake [10 Hours]	神秘月餅［10 小時］
EV Protective Net Lv1	活動防護網 Lv1
EV Protective Net Lv2	活動防護網 Lv2
EV Protective Net Lv3	活動防護網 Lv3
EV Protective Net Lv4	活動防護網 Lv4
EX Low Ultimate EXP Boost [1 Hour]	EX 低級究極經驗加成［1 小時］
EX Medium Ultimate EXP Boost [1 Hour]	EX 中級究極經驗加成［1 小時］
EX High Ultimate EXP Boost [1 Hour]	EX 高級究極經驗加成［1 小時］
Silver Star No.8 [Amber] [7 Days]	銀星 8 號［琥珀］［7 天］
Jewelry Chest [Lv21-35]	飾品箱［Lv21-35］
Jewelry Chest [Lv38-50]	飾品箱［Lv38-50］
EV Hope Bag	活動希望袋
EV Love Bag	活動愛心袋
EV Happiness Bag	活動幸福袋
EV Infinite Hope Bag	活動無限希望袋
EV Overflowing Love Bag	活動滿溢愛心袋
EV Hope Extract [5x]	活動希望精華［5 倍］
EV Love Extract [5x]	活動愛心精華［5 倍］
EV Happiness Extract [5x]	活動幸福精華［5 倍］
2012 Fortune Cookie	2012 幸運餅乾
Premium Growth Package [Shared]	高級成長禮包［共用］
Fairy Exquisite Handbag	妖精精緻手提包
EV Santa Claus Gift Bag	活動聖誕老人禮袋
EV Gift Bag Material Fragments	活動禮袋材料碎片
EV Hope Extract	活動希望精華
EV Love Extract	活動愛心精華
EV Happiness Extract	活動幸福精華
EV Christmas Set Coupon	活動聖誕套裝券
Plant Seed	植物種子
Perfect Carrot	完美胡蘿蔔
Dry Carrot	乾胡蘿蔔
Crystallization Dew	結晶露
EV Bean of Forgetfulness	活動遺忘豆
Small Honey Block	小蜜塊
Honey Block	蜜塊
Huge Honey Block	巨大蜜塊
Saiyawoman Helmet	女賽亞人頭盔
Nidhogg Necklace	尼德霍格項鍊
Budokai Sunglasses	武道會太陽眼鏡
Swimwear Type A	泳裝 Type A
Swimwear Type B	泳裝 Type B
Swimwear Type C	泳裝 Type C
Maid Dress 1	女僕裝 1
Maid Dress 2	女僕裝 2
Maid Dress 3	女僕裝 3
Goggles	護目鏡
Set of Goggles.	護目鏡組。
Picollo Head Scarf	比克頭巾
Monster Carrot's Mask	怪物胡蘿蔔面具
Orange Star School Uniform	橙星校服
Bunny Ears	兔耳
Rabbit Mob Helmet	兔怪頭盔
Tobi Guerra Ninja	帶土戰爭忍者
EV Christmas Costume	活動聖誕服裝
EV Christmas Hat	活動聖誕帽
Featuring Naruto!	聯名・火影！
CC Mercenary Type A (cowboy dogi)	CC 傭兵 Type A（牛仔道服）
Fresh Carrot Back Pack	新鮮胡蘿蔔背包
Dried Carrot Back Pack	乾胡蘿蔔背包
Seongnam Devil Mask	城南惡魔面具
Sheep Bus (Light Pink)	綿羊巴士（淺粉）
Reindeer Hat	馴鹿帽
Snowman Hat	雪人帽
CM Knight Helmet	CM 騎士頭盔
Iron Knight Helmet	鐵騎士頭盔
Bruce Lee Dogi	李小龍道服
Tenshinhan	天津飯
Flaming Gladitor	火焰角鬥士
