原文	填写中文
Ultimate Super Vanishing Ball	究極超消失球
Ultimate Swiftness	究極迅捷
Ultimate Telecentric Wave	究極念動波
Ultimate Teleport All	究極全體瞬間移動
Ultimate Thousand Slashes	究極千斬
Ultimate Threatening Roar	究極威嚇咆哮
Ultimate Tri-Beam Cannon	究極氣功砲
Ultimate Tunnel Slash	究極隧道斬
Ultimate Turtle Rod Hurl	究極龜棍投擲
Ultimate Turtle Rod Strike	究極龜棍打擊
Ultimate Unbreakable Elastic	究極不破彈性
Ultimate Unleashed Spirit	究極解放精神
Ultimate Unyielding	究極不屈
Ultimate Vanishing Ball	究極消失球
Ultimate Very Elegant	究極非常優雅
Ultimate Violent Slice	究極猛烈斬擊
Ultimate Warrior Ring [Lv30]	究極戰士戒指［Lv30］
Ultimate Warrior Ring [Lv35]	究極戰士戒指［Lv35］
Ultimate Warrior Ring [Lv40]	究極戰士戒指［Lv40］
Ultimate Warrior Ring [Lv45]	究極戰士戒指［Lv45］
Ultimate Warrior Ring [Lv50]	究極戰士戒指［Lv50］
Ultimate Warrior Ring [Lv55]	究極戰士戒指［Lv55］
Ultimate Warrior Ring [Lv65]	究極戰士戒指［Lv65］
Ultimate Weaken Defense	究極弱化防禦
Ultimate Weakness Dark Beam	究極弱點暗光束
Ultimate Whammy Ball	究極打擊球
Ultimate Whirlwind	究極旋風
Ultimate Wolf Fang Fist	究極狼牙拳
Ultimate Yield	究極屈服
Ultra Ego Martial	超我武道
Ultra Lucky Broom	超幸運掃帚
Ultra Peace Earring	超和平耳環
Ultra-Avoidance Belief	超迴避信念
Ultra-Capacity Energy Bomb	超容量能量彈
Ultra-Concentrated Belief	超集中信念
Ultra-Ki Belief	超氣信念
Ultra-Strength Belief	超力量信念
Ultrasonic Movement	超音波移動
Ultrasonic Whistle	超音波哨
Umbrella Saibaman	傘菜花人
Unable to Control	無法控制
Unbreakable Elastic	不破彈性
Unbreakable Spirit	不屈精神
Uncle Bon	邦叔叔
Uncle Duda	杜達叔叔
Uncle Howie	豪伊叔叔
Uncle Mowa	莫瓦叔叔
Uncle Tai	泰叔叔
Uncle Yaho	雅霍叔叔
Unclean Devil Pirate	不潔惡魔海盜
Uncrowned King	無冕之王
Undead Combat Jack	不死戰鬥傑克
Undead Mole Cricket	不死螻蛄
Undead Type	不死類型
Undefeated AI Chip	不敗 AI 晶片
Underground Base Defender	地下基地防衛者
Zombie	殭屍
Wyvern	飛龍
Weasel	鼬
Weaken	弱化
Wunana	烏納納
