原文	填写中文
[etc = "3128"] Warrior~	[etc = "3128"] 戰士~
(wolf...). Gee...	（狼……）呃……
[br]Unable. Proceed. Tasks. Maintenance. Mode. Switch.	[br]無法。繼續。任務。維護。模式。切換。
[br]Little. Brocken. Robots.	[br]小小的。破損的。機器人。
Kraken MOB1	海怪 MOB1
Kraken MOB2	海怪 MOB2
AKEN MOB 3	AKEN MOB 3
AKEN MOB 4	AKEN MOB 4
AKEN MOB5	AKEN MOB5
ELLX END	ELLX 終點
Moobsfranfran1	Moobsfranfran1
Moobsfranfran2	Moobsfranfran2
Moobsfranfran3	Moobsfranfran3
Moobsfranfran4	Moobsfranfran4
UD2 1MOB	UD2 1MOB
EUD2 3Ultra	EUD2 3Ultra
UD2 4MOB	UD2 4MOB
UD2 7BOSS	UD2 7BOSS
7UD2 8BOSS	7UD2 8BOSS
5UD3 2MOB	5UD3 2MOB
UD5 1MOB	UD5 1MOB
UD5 3MOB	UD5 3MOB
1UD5 5MOB	1UD5 5MOB
7UD3Renew Mob	7UD3Renew Mob
6UD3Renew Super	6UD3Renew Super
GUD3Renew Mob	GUD3Renew Mob
UD3Renew Mob	UD3Renew Mob
5UD3Renew Mob	5UD3Renew Mob
UD3Renew Super	UD3Renew Super
UD3Renew Boss Alchie	UD3Renew Boss Alchie
FUD3Renew Boss	FUD3Renew Boss
3 RenewMob	3 RenewMob
CC36 MOB1	CC36 MOB1
CC36 MOB2	CC36 MOB2
CC36 MOB3	CC36 MOB3
CC38 MOB1	CC38 MOB1
CC38 MOB2	CC38 MOB2
CC38 MOB3	CC38 MOB3
CC38 MOB4	CC38 MOB4
CC39 MOB1	CC39 MOB1
CC39 MOB2	CC39 MOB2
CC39 MOB3	CC39 MOB3
CC40 MOB1	CC40 MOB1
CC40 MOB2	CC40 MOB2
CC40 MOB3	CC40 MOB3
38 RaditzOozaru	38 拉蒂茲大猿
39 NappaOozaru	39 那巴大猿
MOB Makai1	MOB 魔界1
MOB Makai2	MOB 魔界2
Mob Makai3Frog	Mob 魔界3蛙
Mob Makai4	Mob 魔界4
Mob Makai5	Mob 魔界5
