原文	填写中文
Fresh Lotus Magic Suit (Pants)	清新蓮花魔法套裝（下裝）
Freeza Pet	弗利薩寵物
Founder Title Zero	創始者稱號 Zero
Fortune Teller Baba's Outfit	占卜婆婆的服裝
Forget the Sad Trumpet	忘記悲傷小號
Flight Skill (Martial Art)	舞空技能（武道）
Flight Acceleration Scroll	舞空加速卷軸
Flickery Trumpet	閃爍小號
Flash Every Day Clothes (Top) EX	閃光日常服裝（上衣）EX
Flash Every Day Clothes (Top)	閃光日常服裝（上衣）
Flash Every Day Clothes (Shoes) EX	閃光日常服裝（鞋子）EX
Flash Every Day Clothes (Shoes)	閃光日常服裝（鞋子）
Flash Every Day Clothes (Pants) EX	閃光日常服裝（下裝）EX
Flash Every Day Clothes (Pants)	閃光日常服裝（下裝）
Flash Boxing	閃光拳擊
Flame Rhino Jet Capsule	火焰犀牛噴射膠囊
Flame Rhino Capsule	火焰犀牛膠囊
Five in One Sin Crane Clothes	五合一罪鶴服裝
First Rate Pet Feed	頂級寵物飼料
First Phase of Reward Capsule	第一階段獎勵膠囊
First Law of the Demon Stones	惡魔石第一法則
Fine Namek Art	精美那美克藝術
Fiber Bliss Magic Suit (Top)	纖維極樂魔法套裝（上衣）
Fiber Bliss Magic Suit (Shoes)	纖維極樂魔法套裝（鞋子）
Fiber Bliss Magic Suit (Pants)	纖維極樂魔法套裝（下裝）
Ferris Trumpet	摩天輪小號
Female Kaneki Outfit	金木（女）服裝
Female Kakashi Outfit	卡卡西（女）服裝
Female Bunny Set Capsule	女兔套裝膠囊
Feel the Strength of Shenron!	感受神龍的力量！
Feel the Soul of Shenron!	感受神龍的精神！
Feel the Focus of Shenron!	感受神龍的集中！
EV Advanced Fly Scroll [1 Day]	EV 進階舞空卷軸［1 天］
EV +15 Weapon Coupon Lv70 [15 Days]	EV +15 武器優惠券 Lv70［15 天］
EV +12 Weapon Coupon Lv70 [15 Days]	EV +12 武器優惠券 Lv70［15 天］
EV +12 Weapon Coupon Lv60 [15 Days]	EV +12 武器優惠券 Lv60［15 天］
EV +12 Weapon Coupon Lv30 [3 Days]	EV +12 武器優惠券 Lv30［3 天］
EV +10 Weapon Coupon Lv70 [3 Days]	EV +10 武器優惠券 Lv70［3 天］
EV +10 Weapon Coupon Lv60 [7 Days]	EV +10 武器優惠券 Lv60［7 天］
E-Girl Outfit	電玩女孩服裝
Driving Piccolo LV2	駕駛短笛 LV2
Dressed Blue Dragon	盛裝藍龍
Dragons Roar	龍之咆哮
Dragonclan Capsule Lv1	龍族膠囊 Lv1
Dragonclan Capsule Lv2	龍族膠囊 Lv2
Dragonclan Capsule Lv3	龍族膠囊 Lv3
