原文	填写中文
Concentrated Pants	濃縮下裝
Seiko Gem Pants	精工寶石下裝
Forest Pants	森林下裝
Blood Pants	血下裝
Pleated Crust Pants	褶殼下裝
Skin Shade Pants	皮影下裝
Narak Vitality Pants	納拉克活力下裝
Green Roots Shoes	綠根鞋
Forest Shoes	森林鞋
Seiko Ore Shoes	精工礦石鞋
Huge Insect Skin Shoes	巨蟲皮鞋
Alien Monster Cusp Shoes	外星怪物尖鞋
God St. Vines Shoes	神聖藤蔓鞋
Great Trainer Pants	大訓練師下裝
Great Trainer Shoes	大訓練師鞋
Great Trainer Top	大訓練師上裝
Street Practitioner Top	街頭修行者上裝
Road Practitioner Top	道路修行者上裝
Street Adventurer Top	街頭冒險者上裝
Street Combat Family Top	街頭戰鬥家族上裝
Street Protector Top	街頭守護者上裝
Invincible Prophet Top	無敵預言者上裝
Invincible Prayer Top	無敵祈禱上裝
Street Practitioner Pants	街頭修行者下裝
Road Practitioner Pants	道路修行者下裝
Street Adventurer Pants	街頭冒險者下裝
Street Combat Family Pants	街頭戰鬥家族下裝
Street Protector Pants	街頭守護者下裝
Invincible Prophet Pants	無敵預言者下裝
Invincible Prayer Pants	無敵祈禱下裝
Street Practitioner Shoes	街頭修行者鞋
Road Practitioner Shoes	道路修行者鞋
Street Adventurer Shoes	街頭冒險者鞋
Street Combat Family Shoes	街頭戰鬥家族鞋
Street Protector Shoes	街頭守護者鞋
Invincible Prophet Shoes	無敵預言者鞋
Invincible Prayer Shoes	無敵祈禱鞋
Snail Warrior Combat Equipment	蝸牛戰士戰鬥裝備
Romantic Short Pants	浪漫短褲
Magic Summer Pants	魔法夏日下裝
Enthusiasm Pants	熱情下裝
Cute Magic Pants	可愛魔法下裝
Smooth Velvet Pants	柔順天鵝絨下裝
Crocker Magic Pants	克羅克魔法下裝
Magic Tomb King Pants	魔法陵王下裝
Super Natural Magic Pants	超自然魔法下裝
Natural Companion Shoes	自然同伴鞋
Magic Balanced Shoes	魔法平衡鞋
Brilliant Yellow Star Shoes	燦爛黃星鞋
Best in the World Shoes	世界第一鞋
Magic Summer Shoes	魔法夏日鞋
Enthusiasm Shoes	熱情鞋
Essence Shoes	精華鞋
Magic Tomb King Shoes	魔法陵王鞋
Orange Plastic Shoes	橙色塑膠鞋
Soft Travel Shoes	柔軟旅行鞋
Day Joy Top	日歡上裝
Day Joy Pants	日歡下裝
Day Joy Shoes	日歡鞋
Black Cat Lament Top	黑貓哀歌上裝
Black Cat Lament Pants	黑貓哀歌下裝
Emotion Top	情感上裝
Emotion Pants	情感下裝
Emotion Shoes	情感鞋
Magic Family Practice Top	魔法家族修行上裝
Magic Protector Top	魔法守護者上裝
Baggy Top	寬鬆上裝
Invincible Vitality Top	無敵活力上裝
Invincible Untrammeled Top	無敵逍遙上裝
