原文	填写中文
Ultimate Era Ring TYPE-A	究極時代戒指 TYPE-A
Ultimate Era Ring TYPE-B	究極時代戒指 TYPE-B
Ultimate Era Ring TYPE-C	究極時代戒指 TYPE-C
Ultimate Era Earring TYPE-A	究極時代耳環 TYPE-A
Ultimate Era Earring TYPE-B	究極時代耳環 TYPE-B
Ultimate Era Earring TYPE-C	究極時代耳環 TYPE-C
Super Era Ring TYPE-A	超時代戒指 TYPE-A
Super Era Ring TYPE-B	超時代戒指 TYPE-B
Super Era Ring TYPE-C	超時代戒指 TYPE-C
Super Era Earring TYPE-A	超時代耳環 TYPE-A
Super Era Earring TYPE-B	超時代耳環 TYPE-B
Super Era Earring TYPE-C	超時代耳環 TYPE-C
Super Era of Magic Ring TYPE-A	超魔法時代戒指 TYPE-A
Super Era of Magic Ring TYPE-C	超魔法時代戒指 TYPE-C
Super Era of Magic Earring TYPE-A	超魔法時代耳環 TYPE-A
Super Era of Magic Earring TYPE-C	超魔法時代耳環 TYPE-C
Super Era of Evil Ring TYPE-B	超邪惡時代戒指 TYPE-B
Super Era of Evil Earring TYPE-B	超邪惡時代耳環 TYPE-B
Super Powerful Ring TYPE-B	超強力戒指 TYPE-B
Super Powerful Ring TYPE-C	超強力戒指 TYPE-C
Super Powerful Earring TYPE-B	超強力耳環 TYPE-B
Super Powerful Earring TYPE-C	超強力耳環 TYPE-C
Super Powerful Gloves TYPE-B	超強力手套 TYPE-B
Super Powerful Gloves TYPE-C	超強力手套 TYPE-C
Super Powerful Magic Ring TYPE-C	超強力魔法戒指 TYPE-C
Super Powerful Magic Gloves TYPE-C	超強力魔法手套 TYPE-C
Super Powerful Magic Earring TYPE-C	超強力魔法耳環 TYPE-C
Super Powerful Ghost Ring TYPE-B	超強力幽靈戒指 TYPE-B
Super Powerful Ghost Earring TYPE-B	超強力幽靈耳環 TYPE-B
Super Crown Earring	超皇冠耳環
Sweetheart Ring	甜心戒指
Sweetheart Earring	甜心耳環
Stylish Ring	時尚戒指
Strength Earring	力量耳環
Stimulate Earring	激發耳環
Stereo Pearl Earring	立體珍珠耳環
Tattoo Earring	刺青耳環
Talon Earring	利爪耳環
Summer Ring	夏日戒指
Summer Earring	夏日耳環
Summer Ring [Lv25]	夏日戒指［Lv25］
Summer Ring [Lv30]	夏日戒指［Lv30］
Summer Ring [Lv35]	夏日戒指［Lv35］
Summer Ring [Lv40]	夏日戒指［Lv40］
Summer Ring [Lv45]	夏日戒指［Lv45］
Summer Ring [Lv50]	夏日戒指［Lv50］
Summer Ring [Lv55]	夏日戒指［Lv55］
Summer Ring [Lv65]	夏日戒指［Lv65］
TON Triple Ring	TON 三連戒指
TON Triple Earring	TON 三連耳環
TN Triple Ring	TN 三連戒指
TN Triple Earring	TN 三連耳環
TBO Triple Ring	TBO 三連戒指
TBO Triple Earring	TBO 三連耳環
TB Triple Ring	TB 三連戒指
TB Triple Earring	TB 三連耳環
TO Double Ring [Lv30]	TO 雙連戒指［Lv30］
TO Double Ring [Lv35]	TO 雙連戒指［Lv35］
TO Double Ring [Lv40]	TO 雙連戒指［Lv40］
TO Double Ring [Lv45]	TO 雙連戒指［Lv45］
TO Double Ring [Lv50]	TO 雙連戒指［Lv50］
TO Double Ring [Lv55]	TO 雙連戒指［Lv55］
TO Double Ring [Lv65]	TO 雙連戒指［Lv65］
TN Double Ring [Lv30]	TN 雙連戒指［Lv30］
TN Double Ring [Lv35]	TN 雙連戒指［Lv35］
TN Double Ring [Lv40]	TN 雙連戒指［Lv40］
TN Double Ring [Lv45]	TN 雙連戒指［Lv45］
TN Double Ring [Lv50]	TN 雙連戒指［Lv50］
TN Double Ring [Lv55]	TN 雙連戒指［Lv55］
TN Double Ring [Lv65]	TN 雙連戒指［Lv65］
TB Triple Ring [Lv30]	TB 三連戒指［Lv30］
TB Triple Ring [Lv35]	TB 三連戒指［Lv35］
TB Triple Ring [Lv40]	TB 三連戒指［Lv40］
TB Triple Ring [Lv45]	TB 三連戒指［Lv45］
TB Triple Ring [Lv50]	TB 三連戒指［Lv50］
TB Triple Ring [Lv55]	TB 三連戒指［Lv55］
TB Triple Ring [Lv65]	TB 三連戒指［Lv65］
Tech Master Gloves	科技大師手套
Swift Shuttle Force Gloves	迅捷穿梭力場手套
Swordsman Boots	劍士靴
Street Z Gloves	街頭 Z 手套
Storm Z Gloves	暴風 Z 手套
Storm Wolf Gloves	暴風狼手套
Steel Fist Gloves	鋼拳手套
Starfall Gloves	星隕手套
Strange Sound Gloves	奇異音手套
Strange Fighter Gloves	奇異鬥士手套
Suspicious Gloves CC Version	可疑手套 CC 版
Transforms into Bootenks.	變身為布登克斯。
