原文	填写中文
Apprentice Work Clothes (Top)	學徒工作服（上衣）
Apprentice Work Clothes (Pants)	學徒工作服（下裝）
Apprentice Work Clothes (Shoes)	學徒工作服（鞋子）
Apprentice Work Clothes (Top) EX	學徒工作服（上衣）EX
Apprentice Work Clothes (Pants) EX	學徒工作服（下裝）EX
Apprentice Work Clothes (Shoes) EX	學徒工作服（鞋子）EX
Apprentice Work Clothes (Top) L	學徒工作服（上衣）L
Apprentice Work Clothes (Pants) L	學徒工作服（下裝）L
Apprentice Work Clothes (Shoes) L	學徒工作服（鞋子）L
Apprentice Work Clothes (Top) R	學徒工作服（上衣）R
Apprentice Work Clothes (Pants) R	學徒工作服（下裝）R
Apprentice Work Clothes (Shoes) R	學徒工作服（鞋子）R
Ancient Martial Art Clothes (Top)	古代武道服（上衣）
Ancient Martial Art Clothes (Pants)	古代武道服（下裝）
Ancient Martial Art Clothes (Shoes)	古代武道服（鞋子）
Ancient Martial Art Clothes A	古代武道服 A
Ancient Martial Art Clothes B	古代武道服 B
CC Future Trunk Jacket Type A	CC 未來特南克斯外套 Type A
CC Martial Arts Clothes (Top)	CC 武道服（上衣）
CC Martial Arts Clothes (Pants)	CC 武道服（下裝）
CC Martial Arts Clothes (Shoes)	CC 武道服（鞋子）
CC Soldier Uniform (Top)	CC 士兵制服（上衣）
CC Soldier Uniform (Pants)	CC 士兵制服（下裝）
CC Soldier Uniform (Shoes)	CC 士兵制服（鞋子）
Della Army Combat Armor (Top)	德拉軍戰鬥鎧甲（上衣）
Della Army Combat Armor (Pants)	德拉軍戰鬥鎧甲（下裝）
Della Army Combat Armor (Shoes)	德拉軍戰鬥鎧甲（鞋子）
High Quality Martial Arts Clothes (Top)	高品質武道服（上衣）
High Quality Martial Arts Clothes (Pants)	高品質武道服（下裝）
High Quality Martial Arts Clothes (Shoes)	高品質武道服（鞋子）
Practitioner Martial Arts Clothes (Top)	修行者武道服（上衣）
Practitioner Martial Arts Clothes (Pants)	修行者武道服（下裝）
Practitioner Martial Arts Clothes (Shoes)	修行者武道服（鞋子）
Injection New Type Combat Gear (Top)	注射新型戰鬥裝備（上衣）
Injection New Type Combat Gear (Pants)	注射新型戰鬥裝備（下裝）
Injection New Type Combat Gear (Shoes)	注射新型戰鬥裝備（鞋子）
War Dragon Bird (Top)	戰龍鳥（上衣）
War Dragon Bird (Pants)	戰龍鳥（下裝）
War Dragon Bird (Shoes)	戰龍鳥（鞋子）
War Dragon Bird (Top) EX	戰龍鳥（上衣）EX
War Dragon Bird (Pants) EX	戰龍鳥（下裝）EX
War Dragon Bird (Shoes) EX	戰龍鳥（鞋子）EX
Shadowless Soldier Gear (Top)	無影士兵裝備（上衣）
Shadowless Soldier Gear (Pants)	無影士兵裝備（下裝）
Shadowless Soldier Gear (Shoes)	無影士兵裝備（鞋子）
Shadowless Soldier Gear (Top) EX	無影士兵裝備（上衣）EX
Shadowless Soldier Gear (Pants) EX	無影士兵裝備（下裝）EX
Shadowless Soldier Gear (Shoes) EX	無影士兵裝備（鞋子）EX
Ultra-Stable Necklace L1	超穩定項鍊 L1
Ultra-Stable Necklace L2	超穩定項鍊 L2
Ultra-Stable Necklace L3	超穩定項鍊 L3
Ultra-Stable Necklace L4	超穩定項鍊 L4
Ultra-Stable Necklace L5	超穩定項鍊 L5
Ultimate Era of Magic Ring TYPE-A	究極魔法時代戒指 TYPE-A
