原文	填写中文
Demon King Dabura Set Capsule	魔王達布拉套裝膠囊
Demon King Dabura Outfit Description	魔王達布拉服裝說明
Demon King Dabura Outfit	魔王達布拉服裝
Della Baylor Monkey	德拉貝勒猴
Delicious Vegetable Skewers	美味蔬菜串
Delicious Angry Clothes (Top)	美味憤怒服裝（上衣）
Delicious Angry Clothes (Shoes)	美味憤怒服裝（鞋子）
Delicious Angry Clothes (Pants)	美味憤怒服裝（下裝）
Decreases Max RP by %d (Passive)	最大 RP 降低 %d（被動）
Decreases Cooldown Time by %d (Passive)	冷卻時間降低 %d（被動）
Decreases Cast Time by %g (Passive)	詠唱時間降低 %g（被動）
Decorative Stone Fist Statue	裝飾石拳雕像
Dead Dragon Mitts	死龍手套
Day-Night Broadwood Clothes (Top) EX	日夜闊木服裝（上衣）EX
Day Dragon Stick	日龍杖
Dark Soul Staff TYPE-B Recipe (Poko Priest)	黑暗之魂杖 TYPE-B 配方（波可祭司）
Dark Soul Staff TYPE-B Recipe (Dende Priest)	黑暗之魂杖 TYPE-B 配方（丹德祭司）
Dark Soul Gloves TYPE-C Recipe (Mighty Majin)	黑暗之魂手套 TYPE-C 配方（強力魔人）
Dark Soul Gloves TYPE-C Recipe (Grand Chef Majin)	黑暗之魂手套 TYPE-C 配方（大廚師魔人）
Dark Soul Gloves TYPE-B Recipe (Shadow Knight)	黑暗之魂手套 TYPE-B 配方（影騎士）
Dark Soul Gloves TYPE-B Recipe (Dark Warrior)	黑暗之魂手套 TYPE-B 配方（黑暗戰士）
Dark Soul Gauntlets TYPE-C Recipe (Plasma Majin)	黑暗之魂護手 TYPE-C 配方（電漿魔人）
Dark Soul Gauntlets TYPE-C Recipe (Karma Majin)	黑暗之魂護手 TYPE-C 配方（業魔人）
Dark Soul Gauntlets TYPE-A Recipe (Turtle Hermit)	黑暗之魂護手 TYPE-A 配方（龜仙人）
Dark Soul Gauntlets TYPE-A Recipe (Crane Hermit)	黑暗之魂護手 TYPE-A 配方（鶴仙人）
Dark Namekian Nado	黑暗那美克納多
Dark Namekian Jima	黑暗那美克吉瑪
Dark Flash Trumpet	黑暗閃光小號
Dark Devil Supply Crate Title	暗魔補給箱稱號
Dark Devil Gold Coin Title (Sep)	暗魔金幣稱號（9 月）
Dark Devil Gold Coin Title (Oct)	暗魔金幣稱號（10 月）
Dark Devil Gold Coin Title (Nov)	暗魔金幣稱號（11 月）
Dark Devil Gold Coin Title (May)	暗魔金幣稱號（5 月）
Dark Devil Gold Coin Title (Mar)	暗魔金幣稱號（3 月）
Dark Devil Gold Coin Title (Jun)	暗魔金幣稱號（6 月）
Dark Devil Gold Coin Title (Jul)	暗魔金幣稱號（7 月）
Dark Devil Gold Coin Title (Jan)	暗魔金幣稱號（1 月）
Dark Devil Gold Coin Title (Feb)	暗魔金幣稱號（2 月）
Cowboy Outfit(type E)	牛仔服裝（type E）
Cowboy Outfit(type D)	牛仔服裝（type D）
Cowboy Outfit(type C)	牛仔服裝（type C）
Cowboy Outfit(type B)	牛仔服裝（type B）
Corrupted Korin Master	墮落的花梨大師
Corrupted Buu	墮落的布歐
Convenient Capsule	便利膠囊
Contaminated Vegetable	受污染蔬菜
Contaminated Flying Grasshopper	受污染舞空蚱蜢
Contains the Oolong Clothes.	內含烏龍服裝。
Contains the Cell Jr Clothes.	內含沙魯Jr服裝。
Confused Rhythm Trumpet	混亂節奏小號
Concentrated Dragon	專注之龍
Competition Staff	競賽職員
Commander Red Outfit 3	紅色司令服裝 3
Commander Red Outfit 2	紅色司令服裝 2
Commander Red Outfit 1	紅色司令服裝 1
Comander Red Outfit 3	紅色司令服裝 3
Comander Red Outfit 2	紅色司令服裝 2
Comander Red Outfit 1	紅色司令服裝 1
Comfortable Velvet Clothes (Top) EX	舒適天鵝絨服裝（上衣）EX
Comfortable Velvet Clothes (Top)	舒適天鵝絨服裝（上衣）
Comfortable Velvet Clothes (Shoes) EX	舒適天鵝絨服裝（鞋子）EX
Comfortable Velvet Clothes (Shoes)	舒適天鵝絨服裝（鞋子）
Comfortable Velvet Clothes (Pants) EX	舒適天鵝絨服裝（下裝）EX
Comfortable Velvet Clothes (Pants)	舒適天鵝絨服裝（下裝）
Comet Magic Plumbiferous Clothes (Top) EX	彗星魔法鉛質服裝（上衣）EX
Comet Magic Plumbiferous Clothes (Shoes) EX	彗星魔法鉛質服裝（鞋子）EX
Comet Magic Plumbiferous Clothes (Pants) EX	彗星魔法鉛質服裝（下裝）EX
Comet Gunners Clothes (Top) EX	彗星槍手服裝（上衣）EX
Comet Gunners Clothes (Shoes) EX	彗星槍手服裝（鞋子）EX
Comet Gunners Clothes (Pants) EX	彗星槍手服裝（下裝）EX
Comet Every Day Clothes (Top) EX	彗星日常服裝（上衣）EX
Comet Every Day Clothes (Shoes) EX	彗星日常服裝（鞋子）EX
Comet Every Day Clothes (Pants) EX	彗星日常服裝（下裝）EX
Combat Training Suit (Top) EX	戰鬥訓練套裝（上衣）EX
Combat Training Suit (Shoes) EX	戰鬥訓練套裝（鞋子）EX
Combat Training Suit (Pants) EX	戰鬥訓練套裝（下裝）EX
Color Pack Majin Clothes	色彩包魔人服裝
Collect the Dragon Balls	收集龍珠
Cold Noodles [Namek]	涼麵［那美克］
Coke Turkey Meat	可樂火雞肉
Coke Turkey	可樂火雞
Coconut Monkey	椰子猴
Coconut Bean Fly Saibaman	椰子豆舞空菜花人
Cloth Clothes	布衣
Closely Fortress Symbol - a Large Gemstone.	緊密要塞象徵－大寶石。
Click to Receive 50x Stones.	點擊領取 50× 石頭。
Click to Receive 50x Lv85 White Stones.	點擊領取 50× Lv85 白石。
Click to Receive 50x Lv85 Weapon Stones.	點擊領取 50× Lv85 武器石。
Classic CC Budo Clothes (Shoes) EX	經典 CC 武道服裝（鞋子）EX
Classic CC Budo Clothes (Pants) EX	經典 CC 武道服裝（下裝）EX
City Trunks Outfit	城市特南克斯服裝
Circles King Stone	圓環王石
Chubby Dragon	胖龍
Christmas Turkey	聖誕火雞
Christmas Title	聖誕稱號
Christmas Set Capsule	聖誕套裝膠囊
Child Dragon	幼龍
Child Budokai Gold Coin	少年武道會金幣
Chichi's Set Capsule	琪琪的套裝膠囊
Chichi Outfit (Female)	琪琪服裝（女）
Chi Chi Adult Outfit	琪琪成人服裝
Charming Melody Trumpet	迷人旋律小號
Charlie Stone	查理石
Change Class to Dragon Clan	轉職為龍族
Champa Outfit	香帕服裝
Certified Silver Coin	認證銀幣
Cell Jr Set Capsule	沙魯Jr套裝膠囊
Cell Jr Battle Outfit	沙魯Jr戰鬥服裝
Celebrity Treasure Capsule L70	名人寶藏膠囊 L70
Celebrity Treasure Capsule L60	名人寶藏膠囊 L60
Celebrity Treasure Capsule L50	名人寶藏膠囊 L50
Celebrity Treasure Capsule L40	名人寶藏膠囊 L40
Celebrity Treasure Capsule L30	名人寶藏膠囊 L30
Celebrity Treasure Capsule L20	名人寶藏膠囊 L20
Celebrity Treasure Capsule L10	名人寶藏膠囊 L10
Celebration Spirit Clothes (Top)	慶典精靈服裝（上衣）
Celebration Spirit Clothes (Shoes)	慶典精靈服裝（鞋子）
Celebration Spirit Clothes (Pants)	慶典精靈服裝（下裝）
Celebration Festival Clothes (Top)	慶典節慶服裝（上衣）
Celebration Festival Clothes (Shoes)	慶典節慶服裝（鞋子）
Celebration Festival Clothes (Pants)	慶典節慶服裝（下裝）
Cave Whistle Key	洞窟哨音鑰匙
Caulifla Outfit	卡芙拉服裝
Cattle Dragon Frog	牛龍蛙
Catfish Dragon	鯰龍
Casual Outfit	休閒服裝
Casual Majin Outfit	休閒魔人服裝
Carnival Bliss Magic Suit (Top)	嘉年華極樂魔法套裝（上衣）
Captured Namekian	被俘的那美克人
Capsule Rough Diamond	膠囊原鑽
Capsule Kit of Vic	Vic 的膠囊套組
Capsule Kit of Fry	Fry 的膠囊套組
Capsule Kit of Cerse	Cerse 的膠囊套組
Capsule Flash Gun	膠囊閃光槍
