原文	填写中文
Musical Axe	音樂斧
Finn Backpack	芬恩背包
(Adult Only) Uchiha Izumi Outfit	（成人限定）宇智波泉裝
(Adult Only) Female Gojo Outfit	（成人限定）女五條裝
Stan Cap	斯坦帽
Kyle Cap	凱爾帽
Denji Rage Head	電次狂怒頭
A.E.W.S.O.M.-O Head	A.E.W.S.O.M.-O 頭
Female Levi Hair	女利維髮型
Female Gojo Hair	女五條髮型
Makima Hair	瑪奇瑪髮型
Beast Claws	野獸爪
Skywalker Claws	天行者爪
Diablo Claws	暗黑爪
Ferris Claws	費里斯爪
Beast Axe	野獸斧
Skywalker Axe	天行者斧
Diablo Axe	暗黑斧
Ferris Axe	費里斯斧
Beast Gem	野獸寶石
Skywalker Gem	天行者寶石
Diablo Gem	暗黑寶石
Ferris Gem	費里斯寶石
Skywalker Stick	天行者棍
Diablo Stick	暗黑棍
Ferris Stick	費里斯棍
Beast Sword	野獸劍
Skywalker Sword	天行者劍
Diablo Sword	暗黑劍
Ferris Sword	費里斯劍
Beast Wand	野獸魔杖
Skywalker Wand	天行者魔杖
Diablo Wand	暗黑魔杖
Ferris Wand	費里斯魔杖
Beast Fan	野獸扇
Skywalker Fan	天行者扇
Diablo Fan	暗黑扇
Ferris Fan	費里斯扇
Beast Club	野獸棍棒
Skywalker Club	天行者棍棒
Diablo Club	暗黑棍棒
Ferris Club	費里斯棍棒
Beast Drum	野獸鼓
Skywalker Drum	天行者鼓
Diablo Drum	暗黑鼓
Ferris Drum	費里斯鼓
Skywalker Mask	天行者面具
Diablo Mask	暗黑面具
Ferris Mask	費里斯面具
Invincible Vaillant Pants	無敵英勇下裝
Invincible Vaillant Shoes	無敵英勇鞋
Invincible Vaillant Top	無敵英勇上裝
P Pa003 Gloves	P Pa003 手套
P Burst Gloves Z	P 爆發手套 Z
Burst Gloves	爆發手套
Earth Defender Gloves	大地防衛者手套
Science Attack Type B	科學攻擊 Type B
Invincible Vaillant Gloves	無敵英勇手套
Science Attack Type P	科學攻擊 Type P
Science Attack Type A	科學攻擊 Type A
Dark God's Gloves	暗神手套
P a003 Gloves	P a003 手套
E Pa003 Gloves	E Pa003 手套
E West Side King Gauntlets	E 西區王護手
E Burst Gloves	E 爆發手套
P a004 Short Gloves	P a004 短手套
Inferior Wave Gauntlets	次級波動護手
E Pa004 Short Gloves	E Pa004 短手套
E West Galaxy King Gloves L	E 西銀河王手套 L
E Inferior Wave Gauntlets	E 次級波動護手
E Z Storm Gloves	E Z 暴風手套
Burst Spiritual Gauntlets	爆發精神護手
Earth Defender Gauntlets	大地防衛者護手
Invincible Vaillant Gauntlets	無敵英勇護手
