原文	填写中文
Gladiator Dogi But with a Cool Design	酷炫設計角鬥士道服
Fuma Shuriken	風魔手裏劍
Dark Devil Wings [Torn]	暗惡魔之翼［撕裂］
Pumpkin Head D	南瓜頭 D
Pumpkin Head E	南瓜頭 E
Pumpkin Head F	南瓜頭 F
Bunny Ears [Red]	兔耳［紅］
Queen Bee Helmet	蜂后頭盔
Majin Trailer	魔人預告
Human Trailer Crane	人類預告・鶴
Human Trailer Swordmaster	人類預告・劍術家
Chichi Adult	琪琪（成人）
Evil Bunny [Head]	邪惡兔［頭］
Gudoudamas	求道玉
(Only Adult) Athena Wisdom GOD Outfit	（成人限定）雅典娜智慧神裝
A Dogi touched by a GOD!	被神觸碰的道服！
(Adult Only) Absolute Bra (Bulla)	（成人限定）絕對內衣（布拉）
(Adult Only) Lucy Heartfilia Clothes	（成人限定）露西服裝
Future Trunks (Special) (Male)	未來特南克斯（特殊）（男）
Starfall Staff	星隕杖
Effulgent Silver (Crane)	輝銀（鶴）
Effulgent Silver (Fighter)	輝銀（格鬥家）
Effulgent Silver (Turtle)	輝銀（龜）
Effulgent Silver (Ultimate)	輝銀（奧迪魔）
Effulgent Silver (Chieff)	輝銀（酋長）
Effulgent Silver (Sword)	輝銀（劍）
Effulgent Silver (Dende)	輝銀（天天）
Effulgent Silver (SK)	輝銀（魔導戰士）
Effulgent Silver (DW)	輝銀（魔界戰士）
Effulgent Silver (Plasma)	輝銀（普利茲魔）
Effulgent Silver (Karma)	輝銀（卡爾魔）
Effulgent Silver (Poko)	輝銀（波可）
Lion Dogi	獅道服
Nexus Dogi	聯結道服
Inherited Fury	繼承之怒
Heavenly Wings	天翼
Mythical Wings	神話之翼
Godly Drums	神鼓
TC Training Points	TC 訓練點
Made By: Kakaichi	作者：Kakaichi
Hellish Wings	地獄之翼
Mihawk's Sword	鷹眼之劍
Mihawk's Hat	鷹眼之帽
Staff of Love	愛之杖
RP Grizzly Bear Head	RP 灰熊頭
Kaito's Hat	海斗帽
Caulifla Hair	卡莉法拉髮型
Kale Hair	凱勒髮型
Beerus Assistant	比魯斯助手
Mega Man Head	洛克人頭
Mega Man Dogi	洛克人道服
SJ4 Gogetta Wig	SJ4 悟吉塔假髮
Majin Mark	魔人印記
Cosume for Use	可用服裝
SS4 Xeno Vegetto GI	SS4 異次元貝吉特 GI
(Only Adult) Pallas Destruction God	（成人限定）帕拉斯破壞神
Compensation Pack	補償禮包
Daily Package CC F32	每日禮包 CC F32
Horns Cap	角帽
Featuring Demon Slayer(Kimetsu no Yaiba).	聯名・鬼滅之刃。
Po Earrings LV30	波波耳環 LV30
Po Necklace LV30	波波項鍊 LV30
Po Earrings LV38	波波耳環 LV38
Po Necklace LV38	波波項鍊 LV38
