原文	填写中文
God Earring	神之耳環
God Earring [Lv50]	神之耳環［Lv50］
God Earring [Lv53]	神之耳環［Lv53］
God Earring [Lv55]	神之耳環［Lv55］
Crystal Replica Earring	水晶複製品耳環
Crystal Replica Earring [Lv21]	水晶複製品耳環［Lv21］
Crystal Replica Earring [Lv26]	水晶複製品耳環［Lv26］
Crystal Replica Earring [Lv30]	水晶複製品耳環［Lv30］
Crystal Replica Earring [Lv34]	水晶複製品耳環［Lv34］
Crystal Replica Earring [Lv38]	水晶複製品耳環［Lv38］
Crystal Replica Earring [Lv42]	水晶複製品耳環［Lv42］
Crystal Replica Earring [Lv46]	水晶複製品耳環［Lv46］
Crystal Replica Earring [Lv50]	水晶複製品耳環［Lv50］
Crystal Replica Earring [Lv53]	水晶複製品耳環［Lv53］
Crystal Replica Earring [Lv55]	水晶複製品耳環［Lv55］
FTO Triple Earring	FTO 三連耳環
FBO Triple Earring	FBO 三連耳環
BN Triple Earring	BN 三連耳環
FON Triple Earring	FON 三連耳環
BON Triple Earring	BON 三連耳環
Autumn Earring	秋日耳環
Junior Practitioner Earring	初級修行者耳環
Pseudo Earring	偽耳環
Proud Earring	驕傲耳環
Prophet Earring	預言者耳環
Hallucinations Earring	幻覺耳環
Eternity Earring	永恆耳環
Remake Scouter	改造偵察器
Standard Scouter	標準偵察器
Third Eye Scouter	第三眼偵察器
Hyper Scouter	超能偵察器
Eye of God Scouter	神之眼偵察器
Remake Scouter SP	改造偵察器 SP
Standard Scouter SP	標準偵察器 SP
Hyper Scouter SP	超能偵察器 SP
Talent Scouter Long	長才偵察器
Talent Scouter Long SP	長才偵察器 SP
Hyper Scouter S	超能偵察器 S
Talent Scouter Long S	長才偵察器 S
Third Eye Scouter S	第三眼偵察器 S
Beginner Scouter Chip	初級偵察器晶片
Medium Warrior Chip	中級戰士晶片
Multifunction Chip	多功能晶片
Busto Chip 9	布斯托晶片 9
Equipment Chip	裝備晶片
Disturbance Chip	干擾晶片
Object Search Chip	物體搜尋晶片
Spy Robot Chip	間諜機器人晶片
Item Data Chip [1 Minute]	道具資料晶片［1 分鐘］
Equipment Chip [1 Minute]	裝備晶片［1 分鐘］
Disturbance Chip [1 Minute]	干擾晶片［1 分鐘］
Object Search Chip [1 Minute]	物體搜尋晶片［1 分鐘］
Spy Robot Chip [1 Minute]	間諜機器人晶片［1 分鐘］
P Mining Gloves EX	P 採礦手套 EX
P Mountaineering Gloves EX	P 登山手套 EX
P Thermal Gloves EX	P 保溫手套 EX
P Mechanic Gloves EX	P 機械手套 EX
P Guardian Gloves EX	P 守護手套 EX
P Snail Gloves EX	P 蝸牛手套 EX
P Buffered Gloves EX	P 緩衝手套 EX
P Limited Alpha Gloves EX	P 限定 Alpha 手套 EX
P Jet Turbine Gloves EX	P 噴射渦輪手套 EX
Mining Gloves EX	採礦手套 EX
Mountaineering Gloves EX	登山手套 EX
Mechanic Gloves EX	機械手套 EX
Guardian Gloves EX	守護手套 EX
Buffered Gloves EX	緩衝手套 EX
Limited Edition Alpha Gloves EX	限定版 Alpha 手套 EX
Jet Turbine Gloves EX	噴射渦輪手套 EX
Skull Gauntlet	骷髏護手
E Mining Gloves EX	E 採礦手套 EX
E Thermal Gloves EX	E 保溫手套 EX
E Mechanic Gloves EX	E 機械手套 EX
E Guardian Gloves EX	E 守護手套 EX
E Snail Gloves EX	E 蝸牛手套 EX
E Buffered Gloves EX	E 緩衝手套 EX
R!E Limited Edition Alpha Gloves EX	E 限定版 Alpha 手套 EX
E Jet Turbine Gloves EX	E 噴射渦輪手套 EX
P Short Mining Gauntlets EX	P 短採礦護手 EX
P Short Mountaineering Gauntlets EX	P 短登山護手 EX
P Short Workshop Gauntlets EX	P 短工坊護手 EX
P Blood Gauntlets EX	P 血護手 EX
R!P Insect Exoskeleton Gauntlets EX	P 昆蟲外殼護手 EX
P Karinga Warrior Gauntlets EX	P 卡林加戰士護手 EX
P Limited Beta Gauntlets EX	P 限定 Beta 護手 EX
P East Galaxy Gauntlets EX	P 東銀河護手 EX
P Turbo Speed Gauntlets EX	P 渦輪速度護手 EX
E Short Mining Gauntlets EX	E 短採礦護手 EX
E Short Mountaineering Gauntlets EX	E 短登山護手 EX
E Construction Site Gloves EX	E 工地手套 EX
E Blood Gauntlets EX	E 血護手 EX
E Karinga Warrior Gauntlets EX	E 卡林加戰士護手 EX
E Karinga Gauntlets EX	E 卡林加護手 EX
E Limited Beta Gauntlets EX	E 限定 Beta 護手 EX
E Turbo Speed Gauntlets EX	E 渦輪速度護手 EX
Blast Gauntlet	爆破護手
Soul Gauntlet	靈魂護手
Skull Master Gauntlets	骷髏大師護手
Super Sonic Gauntlet	超音速護手
