原文	填写中文
CC Supreme Staff EX	CC 至高杖 EX
Totem Staff EX	圖騰杖 EX
Shaman Staff EX	薩滿杖 EX
Galaxia Staff EX	銀河杖 EX
Parunga Staff EX	帕隆加杖 EX
Black Satan Staff	黑撒旦杖
Spray Staff	噴霧杖
Takeshi Staff	武史杖
Planet Staff	行星杖
New Planet Staff	新行星杖
Air Gun EX	氣槍 EX
Revolver EX	左輪手槍 EX
Shock Gun EX	衝擊槍 EX
Simple Hunting EX	簡易狩獵 EX
Fire Saboteur Gun EX	火焰破壞槍 EX
Submachine Gun EX	衝鋒槍 EX
Assault Gun EX	突擊槍 EX
Hunter Wings EX	獵人翼 EX
Shotgun EX	霰彈槍 EX
Bear Claws EX	熊爪 EX
Sun Claws EX	太陽爪 EX
Chopper EX	砍刀 EX
Caceres Claws	卡塞雷斯爪
Clavicle Axe EX	鎖骨斧 EX
Sun Axe	太陽斧
Dawn Gem EX	黎明寶石 EX
Color Gem EX	色彩寶石 EX
Buddha Stick EX	佛棍 EX
Azusa Stick EX	梓棍 EX
Rohan Stick EX	洛漢棍 EX
Full Panther Stick	全豹棍
Spiral Stick	螺旋棍
Knight Sword EX	騎士劍 EX
Bloody Soul Sword EX	血魂劍 EX
Green River Sword	綠河劍
God Strike Sword	神擊劍
Shanshe Sword	山社劍
Song of Yin Sword	陰之歌劍
Lucky Wand EX	幸運魔杖 EX
Storm Wand EX	暴風魔杖 EX
Trinocular Fan EX	三眼扇 EX
Trinocular Open Eyes Fan EX	三眼開眼扇 EX
Heli Fan EX	赫利扇 EX
Crane Hermit Fan EX	鶴仙流扇 EX
Rocket EX	火箭 EX
Thai Rocket EX	泰火箭 EX
Jet Turbine Cannon EX	噴射渦輪砲 EX
Black Hole Rocket EX	黑洞火箭 EX
Flower EX	花 EX
Super King Flower EX	超王花 EX
Silver Knight EX	銀騎士 EX
Blue Planet EX	藍色星球 EX
Empty Warhead EX	空彈頭 EX
Oversized Lollipop EX	超大棒棒糖 EX
Choking Red Candy EX	嗆紅糖 EX
Frozen Candy EX	冰凍糖 EX
Huge Planck EX	巨大普朗克 EX
Magical Aroma Club EX	魔法香氣棍棒 EX
Huge Force Club EX	巨大力量棍棒 EX
Hot Chili Candy	辣辣椒糖
BQ Skewers	BQ 串燒
Surprised Candy	驚喜糖
Prelude Drum EX	序曲鼓 EX
Sound Storm Drum EX	音暴鼓 EX
Shiny Drum EX	閃亮鼓 EX
Rumble Drum EX	隆隆鼓 EX
Crackling Drum EX	劈啪鼓 EX
Temple Drum	神殿鼓
Rakshasa Drum	羅剎鼓
Smiling Mask EX	微笑面具 EX
Calm Mask EX	平靜面具 EX
Joking Mask EX	玩笑面具 EX
Beast Mask EX	野獸面具 EX
Retro Mask EX	復古面具 EX
Enigmatic Mask EX	謎樣面具 EX
Mystery Mask EX	神秘面具 EX
Incredible Mask	不可思議面具
Monster Mask	怪物面具
Combat Intructor Gear (Top) EX	戰鬥指導員裝備（上）EX
Professional Combat Equipment (Pants) EX	專業戰鬥裝備（下裝）EX
Professional Combat Equipment (Shoes) EX	專業戰鬥裝備（鞋）EX
Classic Rubber Sugar (Top) EX	經典橡膠糖（上）EX
Classic Rubber Sugar (Pants) EX	經典橡膠糖（下裝）EX
Classic Rubber Sugar (Shoes) EX	經典橡膠糖（鞋）EX
Marriage Necklace EX	結婚項鍊 EX
Spiral Necklace EX	螺旋項鍊 EX
Gold Bell Necklace EX	金鈴項鍊 EX
Amber Ring EX	琥珀戒指 EX
Prosperity Ring EX	繁榮戒指 EX
FTO Triple Ring	FTO 三連戒指
FBO Triple Ring	FBO 三連戒指
BN Triple Ring	BN 三連戒指
FON Triple Ring	FON 三連戒指
BON Triple Ring	BON 三連戒指
Assumption Earring EX	假設耳環 EX
God Earring EX	神之耳環 EX
Life Conversion Circuit 3	生命轉換迴路 3
Life Conversion Circuit 5	生命轉換迴路 5
