原文	填写中文
Driving Piccolo Pet	開車短笛寵物
Beach Piccolo Pet	海灘短笛寵物
Staff of Shenron	神龍之杖
Kid Gohan Pet	小悟飯寵物
Gohan SS4 Hair	悟飯超四髮型
Super Dragon Wave Suit (Top)	超龍波動套裝（上衣）
Super Dragon Wave Suit (Shoes)	超龍波動套裝（鞋子）
Super Dragon Wave Suit (Pants)	超龍波動套裝（下裝）
Super Dragon Gladiator Clothes (Top)	超龍角鬥士服裝（上衣）
Super Dragon Gladiator Clothes (Shoes)	超龍角鬥士服裝（鞋子）
Super Dragon Gladiator Clothes (Pants)	超龍角鬥士服裝（下裝）
Skilled Martial Arts Equip (Shoes)	熟練武道裝備（鞋子）
Skilled Martial Arts Equip (Pants)	熟練武道裝備（下裝）
Represents a Dragon Ball Pants	龍珠象徵下裝
Represents a Dragon Ball Armor	龍珠象徵鎧甲
Red Pants Training Instructor	紅緞帶訓練教官
Red Pants Password Documents	紅緞帶密碼文件
Red Pants Military Supplies Box	紅緞帶軍需物資禮包
Noble Dragon Clan Tutor Clothes	高貴龍族導師服裝
Namekian Hot Spring Puding	那美克溫泉布丁
Millennium Hope Dragon Staff	千年希望之龍杖
Heavyweight Namek Popo (Top)	重量級那美克波波（上衣）
Heavyweight Namek Popo (Shoes)	重量級那美克波波（鞋子）
Heavyweight Namek Popo (Pants)	重量級那美克波波（下裝）
God Dragon Killer Gauntlets Recipe	殺神龍護手配方
God Dragon Killer Gauntlets	殺神龍護手
Functional Namekian Magic Top	機能那美克魔法上衣
Flying Speed Carbon Shell Gauntlets	舞空速度碳殼護手
Featuring Dragon Ball Daima.	聯名：七龍珠DAIMA
East Dragon King Silk Shoes	東龍王絲鞋
E Violent God Dragon Gloves	E 狂暴神龍手套
Dragon Molar Mountain Bus Stop	龍臼齒山公車站
Dragon Clan Enchanter Shoes	龍族附魔師鞋子
Decadent Dragon Clan Clothes	頹廢龍族服裝
CC Special Dragonhide Suit (Top)	CC 特製龍皮套裝（上衣）
CC Special Dragonhide Suit (Shoes)	CC 特製龍皮套裝（鞋子）
CC Special Dragonhide Suit (Pants)	CC 特製龍皮套裝（下裝）
Bloody Fear Dragon Gauntlets	血腥恐懼之龍護手
Armored Knight Costume Capsule.	裝甲騎士造型膠囊
Armor Chest R4A (Namekian) [Lv53-Lv55]	防具箱 R4A（那美克）［Lv53-Lv55］
Armor Chest A (Namekian) [Lv53-Lv55]	防具箱 A（那美克）［Lv53-Lv55］
Armor Chest (Namekian) [Lv50]	防具箱（那美克）［Lv50］
Armor Chest (Namekian) [Lv36-46]	防具箱（那美克）［Lv36-46］
Armor Chest (Namekian) [Lv30-35]	防具箱（那美克）［Lv30-35］
Armor Chest (Namekian) [Lv21-26]	防具箱（那美克）［Lv21-26］
Vegeta Saiyan Armor [Namek Saga]	貝吉塔賽亞人鎧甲［那美克篇］
Refurbished Vegeta Armor (Cell Saga)	整修貝吉塔鎧甲（塞魯篇）
Refurbished Saiyan Armor (Saga Namek)	整修賽亞人鎧甲（那美克篇）
King of Dragon Gear (Shoes)	龍王之裝備（鞋子）
King of Dragon Gear (Pants)	龍王之裝備（下裝）
