原文	填写中文
Strength Potion	力量藥水
Strength Potion [5x]	力量藥水［5 倍］
Strength Potion [10x]	力量藥水［10 倍］
Strength Potion [20x]	力量藥水［20 倍］
Stamina Potion	耐力藥水
Stamina Potion [5x]	耐力藥水［5 倍］
Stamina Potion [10x]	耐力藥水［10 倍］
Stamina Potion [20x]	耐力藥水［20 倍］
Senzu Beans [10x]	仙豆［10 顆］
Saibaman Seed	栽培人種子
Seeds of Saibaman	栽培人種子
Seed of a Fan Saibaman.	扇形栽培人種子。
Seed Pouch	種子袋
Shining Seed Collector	閃耀種子收集器
Twinkling Bean Saibaman	閃爍豆栽培人
Tough Bean Saibaman	堅韌豆栽培人
Soybean Saibaman	大豆栽培人
Scaled Bean Saibaman	鱗豆栽培人
Spring Ring	春日戒指
Spring Ring [Lv25]	春日戒指［Lv25］
Spring Ring [Lv30]	春日戒指［Lv30］
Spring Ring [Lv35]	春日戒指［Lv35］
Spring Ring [Lv40]	春日戒指［Lv40］
Spring Ring [Lv45]	春日戒指［Lv45］
Spring Ring [Lv50]	春日戒指［Lv50］
Spring Ring [Lv55]	春日戒指［Lv55］
Spring Ring [Lv65]	春日戒指［Lv65］
Spring Earring	春日耳環
Spring Magic Top	春日魔法上裝
Spring Magic Shoes	春日魔法鞋
Spring Magic Pants	春日魔法下裝
Spring Needle Bee	春日針蜂
Shiny Ring	閃亮戒指
Shiny Earring	閃亮耳環
Shining Yellow Diamond Ring	閃耀黃鑽戒指
Shining Popo Ring	閃耀波波戒指
Shining Gloves	閃耀手套
Shining Star Gloves	閃耀星手套
Snowflake Gloves	雪花手套
Snail Gloves	蝸牛手套
Snail Gloves R	蝸牛手套 R
Snail Gloves L	蝸牛手套 L
Snail Gloves EX	蝸牛手套 EX
Slippy Gloves	滑溜手套
Slippery Gloves	光滑手套
Special Hard Gloves	特硬手套
Silver Eagle Z Gloves	銀鷹 Z 手套
Shirataka Z Gloves	白鷹 Z 手套
Sea Wave Gloves	海浪手套
Science Gloves Type A	科學手套 Type-A
Science Gloves Type B	科學手套 Type-B
Science Gloves Type P	科學手套 Type-P
Scare Gloves	驚嚇手套
Scared Sound Gloves	驚聲手套
Satan Gloves MK2	撒旦手套 MK2
Satan Metal Gloves	撒旦金屬手套
Rui Ying Gloves	瑞影手套
Sharp Metal Police Gloves.	銳利金屬警察手套。
Short Mountaineering Gauntlets	短登山護手
Short Mountaineering Gauntlets L	短登山護手 L
Short Mountaineering Gauntlets EX	短登山護手 EX
Treasure Chest Package A	寶箱禮包 A
Treasure Chest Package B	寶箱禮包 B
Small Treasure Chest	小寶箱
Silver Gorgeous Chest	銀色華麗寶箱
Tao Pai Pai X Chest	桃白白 X 寶箱
UTS Activity Buff	UTS 活動增益
Turtle Hermit Buff	龜仙人增益
Shadow Knight Buff	暗影騎士增益
Teddy Timbering Unit	泰迪伐木部隊
Sunfire Springs Bus	陽焰溫泉巴士
Sulfur Spring Venom Wasp	硫磺溫泉毒蜂
Sinklean Engineering Officer	辛克林工程官
Severing Slash	切斷斬
Ruby Earring [Lv21]	紅寶石耳環［Lv21］
Ruby Earring [Lv26]	紅寶石耳環［Lv26］
Ruby Earring [Lv30]	紅寶石耳環［Lv30］
Ruby Earring [Lv34]	紅寶石耳環［Lv34］
Ruby Earring [Lv38]	紅寶石耳環［Lv38］
Ruby Earring [Lv42]	紅寶石耳環［Lv42］
Ruby Earring [Lv46]	紅寶石耳環［Lv46］
Ruby Earring [Lv50]	紅寶石耳環［Lv50］
Ruby Earring [Lv53]	紅寶石耳環［Lv53］
Ruby Earring [Lv55]	紅寶石耳環［Lv55］
Ruby Earring R [Lv30]	紅寶石耳環 R［Lv30］
Ruby Earring R [Lv34]	紅寶石耳環 R［Lv34］
Ruby Earring R [Lv38]	紅寶石耳環 R［Lv38］
Ruby Earring R [Lv42]	紅寶石耳環 R［Lv42］
Ruby Earring R [Lv46]	紅寶石耳環 R［Lv46］
Ruby Earring R [Lv50]	紅寶石耳環 R［Lv50］
Senior Fire Diamond Ring	高級火鑽戒指
