原文	填写中文
EV Strength Potion	活動力量藥水
EV Stamina Potion	活動耐力藥水
EV Advanced EXP Boost [2 Hours]	活動高級經驗加成［2 小時］
EV Liquid Fuel S3 [1 Day]	活動液體燃料 S3［1 天］
EV Liquid Fuel S2 [1 Day]	活動液體燃料 S2［1 天］
EV Self Revive Popo	活動自我復活波波
EV Resurrection Popo [Personal]	活動復活波波［個人］
EV Resurrection Popo (Party)	活動復活波波（隊伍）
EV Wireless Popo	活動無線波波
EV Yardrat's Memory	活動亞德拉特記憶
EV Resurrection Popo	活動復活波波
EV Autopot LP (100.000)	活動自動藥水 LP（100000）
EV Autopot LP (300.000)	活動自動藥水 LP（300000）
EV Autopot LP (500.000)	活動自動藥水 LP（500000）
EV Autopot EP (300.000)	活動自動藥水 EP（300000）
EV Autopot EP (500.000)	活動自動藥水 EP（500000）
EV Extra EXP Boost [2 Hours]	活動額外經驗加成［2 小時］
EV Delicious Foie Gras Stew	活動美味鵝肝燉
EV Icy Grain Fruit	活動冰晶果
General EXP Boost [2 Hours] [5x]	一般經驗加成［2 小時］［5 倍］
Advanced EXP Boost [2 Hours] [5x]	高級經驗加成［2 小時］［5 倍］
Energy Potion [5x]	能量藥水［5 倍］
2011 New Products	2011 新商品
Explorer Hat Type A	探險家帽 Type A
Explorer Hat Type B	探險家帽 Type B
Explorer Hat Type C	探險家帽 Type C
Overflowing Chest	滿溢箱
Doctor's Cap (White)	醫生帽（白）
Doctor's Cap (Pink)	醫生帽（粉）
Doctor's Cap (Blue)	醫生帽（藍）
Nurse Cap (Black)	護士帽（黑）
Nurse Cap (Pink)	護士帽（粉）
Nurse Cap (Blue)	護士帽（藍）
Hollow Ichigo Mask	虛化一護面具
Mr Satan's Hairstyle	撒旦先生髮型
Pui Pui Helmet	普伊普伊頭盔
Pilaf Cap	皮拉夫帽
Hail Wings	冰雹之翼
Pilot Cap	飛行員帽
Policeman Hat	警察帽
Policeman Uniform	警察制服
EV Fortune Cookie	活動幸運餅乾
Kid Clock	兒童時鐘
Puma Uniform	美洲獅制服
Mysterious Fabric A	神秘布料 A
Mysterious Fabric B	神秘布料 B
Mysterious Fabric C	神秘布料 C
Mysterious Fabric D	神秘布料 D
EV Romantic Cat	活動浪漫貓
Master Roshi's Glasses (Green)	龜仙人眼鏡（綠）
Master Roshi's Glasses (Purple)	龜仙人眼鏡（紫）
Kindergarten Hat	幼稚園帽
CC School Bag	CC 書包
CC Modified Space Helmet	CC 改裝太空頭盔
EV Mysterious Moon Cake	活動神秘月餅
EV Emergency Chest	活動緊急箱
Popo's Turban Type A	波波頭巾 Type A
Popo's Turban Type B	波波頭巾 Type B
Popo's Turban Type C	波波頭巾 Type C
Panda Captain Helmet	熊貓隊長頭盔
Fortune Teller Baba's Hat	占卜婆婆帽
Military Gas Mask	軍用防毒面具
Prisoner Cap	囚犯帽
Light Pink Sheep Bus	淺粉綿羊巴士
Oolong Uniform	烏龍制服
Oolong Hat	烏龍帽
Cell Jr Battle Helmet	塞爾 Jr 戰鬥頭盔
EV Purple Snake Bus	活動紫蛇巴士
Polar Bear Head	北極熊頭
Birthday Hat	生日帽
EV Medium VP Recovery Potion	活動中級 VP 恢復藥水
EV Bean of Forgetfulness [1x]	活動遺忘豆［1 個］
EV Bean of Forgetfulness [5x]	活動遺忘豆［5 個］
